latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,10242.49121,15.49837,10.28616,-0.8402
32.76018,-97.60131,10243.49121,14.81087,10.47366,-0.08829
32.76021,-97.56938,10241.02246,13.43587,10.84866,0.26388
32.76022,-97.53746,10239.95996,12.24837,10.03616,0.51416
32.76023,-97.50554,10237.77246,12.62337,9.34866,0.60035
32.76023,-97.47361,10242.05371,14.37337,10.34866,0.33443
32.76021,-97.44169,10243.80371,15.81087,12.28616,0.10747
32.76019,-97.40976,10244.42871,15.43587,13.78616,0.11539
32.76016,-97.37784,10247.67871,13.68587,14.22366,0.07625
32.76012,-97.34591,10251.20996,12.43587,14.59866,-0.41035
32.76007,-97.31399,10257.33496,13.31087,15.41116,-0.18268
32.76001,-97.28206,10261.95996,13.68587,15.47366,-1.61859
32.75994,-97.25014,10263.02246,12.62337,13.97366,-4.31431
32.75987,-97.21821,10263.36621,13.68587,11.03616,3.20414
32.75978,-97.18629,10264.14746,14.87337,10.41116,9.59281
32.75968,-97.15437,10262.64746,14.68587,12.59866,9.89256
32.75958,-97.12244,10262.83496,17.24837,16.03616,8.48631
32.75946,-97.09052,10257.89746,23.37337,16.78616,3.3742
32.75934,-97.05859,10250.92871,26.18587,16.47366,-0.50647
32.75921,-97.02667,10248.80371,22.87337,15.28616,-0.98553
32.75906,-96.99475,10248.11621,19.12337,13.09866,-1.44143
32.75891,-96.96282,10251.30371,18.56087,11.72366,-1.32987
32.75875,-96.9309,10254.33496,20.12337,12.59866,-0.66943
32.75858,-96.89897,10256.11621,21.99837,13.78616,-0.38701
32.787,-97.63328,10248.86621,16.68587,10.59866,0.07621
32.78703,-97.60134,10241.80371,15.12337,10.22366,0.46806
32.78705,-97.56941,10240.24121,12.18587,10.16116,0.24853
32.78707,-97.53747,10235.58496,10.43587,9.41116,0.08393
32.78708,-97.50554,10238.02246,11.74837,8.66116,-0.26824
32.78707,-97.4736,10244.52246,14.81087,9.41116,-1.08994
32.78706,-97.44167,10245.24121,16.68587,12.03616,-1.22392
32.78704,-97.40973,10247.42871,16.24837,14.53616,-0.38629
32.78701,-97.37779,10249.05371,14.49837,15.16116,0.35875
32.78697,-97.34586,10252.86621,13.31087,14.97366,0.42957
32.78692,-97.31392,10258.49121,13.56087,15.59866,0.63355
32.78686,-97.28199,10264.67871,12.81087,16.09866,-0.91212
32.78679,-97.25005,10273.24121,11.06087,15.34866,-1.7336
32.78671,-97.21812,10283.89746,12.49837,14.78616,6.24223
32.78663,-97.18618,10283.58496,16.37337,15.09866,10.44372
32.78653,-97.15425,10275.61621,20.18587,16.03616,6.95862
32.78642,-97.12231,10267.11621,24.68587,18.41116,2.92502
32.78631,-97.09037,10254.64746,28.68587,20.22366,1.24406
32.78619,-97.05844,10245.77246,27.81087,20.41116,1.62583
32.78605,-97.0265,10240.58496,21.68587,19.03616,2.34687
32.78591,-96.99457,10241.20996,16.99837,15.78616,1.27112
32.78576,-96.96264,10247.61621,17.49837,12.47366,-0.75716
32.7856,-96.9307,10251.11621,20.31087,11.78616,-1.13348
32.78543,-96.89877,10250.80371,22.24837,13.41116,-0.72459
32.81384,-97.63333,10237.14746,16.74837,9.78616,0.42192
32.81388,-97.60138,10238.70996,15.24837,8.91116,-0.19067
32.8139,-97.56943,10235.27246,11.93587,8.28616,-0.70026
32.81392,-97.53749,10235.24121,10.06087,8.09866,-1.09957
32.81392,-97.50554,10240.58496,11.31087,8.28616,-1.45832
32.81392,-97.47359,10241.64746,15.06087,8.59866,-1.82432
32.81391,-97.44165,10243.24121,17.56087,11.09866,-2.51485
32.81389,-97.4097,10247.14746,16.74837,14.22366,-1.98616
32.81386,-97.37775,10249.67871,14.81087,15.66116,-0.5046
32.81382,-97.3458,10252.89746,13.81087,15.66116,0.6652
32.81377,-97.31386,10257.02246,13.56087,16.34866,0.9397
32.81371,-97.28191,10264.08496,12.24837,17.47366,-0.23748
32.81364,-97.24996,10270.70996,10.43587,18.22366,0.2485
32.81356,-97.21802,10283.95996,11.56087,20.22366,2.66075
32.81348,-97.18607,10285.36621,16.24837,21.72366,1.90403
32.81338,-97.15413,10274.24121,21.43587,22.41116,1.08516
32.81327,-97.12218,10262.58496,25.06087,21.72366,0.89499
32.81316,-97.09023,10249.11621,26.93587,21.41116,-0.26152
32.81303,-97.05829,10241.52246,25.56087,23.03616,0.18601
32.8129,-97.02634,10239.89746,20.06087,23.03616,2.75767
32.81276,-96.99439,10239.83496,15.62337,18.47366,4.42697
32.81261,-96.96245,10243.74121,17.18587,13.09866,1.63416
32.81244,-96.9305,10247.30371,21.37337,11.22366,-1.23669
32.81227,-96.89856,10247.02246,23.43587,12.91116,-1.21926
32.84069,-97.63337,10235.92871,14.37337,8.28616,-0.73297
32.84073,-97.60141,10233.49121,14.74837,6.47366,-2.09974
32.84075,-97.56946,10234.92871,13.06087,5.91116,-2.03423
32.84077,-97.5375,10240.20996,11.24837,7.22366,-1.71948
32.84077,-97.50554,10242.61621,11.24837,9.22366,-1.13805
32.84077,-97.47358,10247.14746,14.74837,10.41116,0.78729
32.84076,-97.44163,10244.45996,18.56087,11.97366,-0.44035
32.84074,-97.40967,10244.61621,18.18587,14.47366,-2.19802
32.84071,-97.37771,10247.89746,15.74837,16.41116,-1.32907
32.84067,-97.34575,10251.08496,14.24837,16.97366,0.53164
32.84062,-97.31379,10253.33496,13.37337,17.78616,1.07323
32.84056,-97.28184,10257.33496,11.99837,19.22366,0.28014
32.84049,-97.24988,10262.08496,11.06087,20.91116,0.35049
32.84041,-97.21792,10267.74121,12.31087,22.09866,-1.67267
32.84032,-97.18596,10267.89746,15.87337,21.53616,-1.80889
32.84023,-97.15401,10264.11621,19.31087,22.47366,0.79798
32.84012,-97.12205,10258.52246,20.68587,21.84866,0.82849
32.84001,-97.09009,10247.58496,20.62337,22.03616,-2.81535
32.83988,-97.05813,10244.58496,19.31087,25.41116,-2.17901
32.83975,-97.02618,10244.55371,16.37337,25.22366,3.85564
32.83961,-96.99422,10239.83496,15.43587,18.34866,7.72731
32.83946,-96.96226,10238.95996,18.81087,12.34866,3.73131
32.83929,-96.93031,10244.02246,22.62337,11.22366,-1.50488
32.83912,-96.89835,10246.64746,23.99837,13.22366,-1.84703
32.86754,-97.63342,10233.83496,10.37337,7.84866,-1.66468
32.86758,-97.60145,10232.02246,12.87337,5.47366,-2.21354
32.8676,-97.56948,10236.99121,13.49837,5.84866,-1.82983
32.86762,-97.53751,10241.64746,12.49837,8.53616,-1.06129
32.86763,-97.50554,10246.24121,11.93587,11.91116,0.1467
32.86762,-97.47357,10259.05371,14.43587,14.28616,2.59398
32.86761,-97.4416,10255.02246,18.06087,15.59866,1.77419
32.86759,-97.40964,10247.24121,18.31087,16.84866,-0.77086
32.86756,-97.37767,10245.42871,16.18587,18.16116,-0.96016
32.86752,-97.3457,10248.58496,14.37337,18.91116,0.44517
32.86747,-97.31373,10249.74121,12.99837,19.84866,1.25348
32.86741,-97.28176,10253.67871,11.62337,21.34866,0.83706
32.86734,-97.24979,10259.99121,11.18587,22.72366,0.3036
32.86726,-97.21782,10263.58496,11.06087,19.84866,-2.78921
32.86718,-97.18585,10259.55371,13.24837,16.34866,-0.92204
32.86708,-97.15389,10258.42871,16.99837,18.66116,3.6842
32.86697,-97.12192,10254.27246,17.68587,21.09866,2.64554
32.86686,-97.08995,10250.49121,15.62337,22.66116,-0.69213
32.86673,-97.05798,10248.49121,13.93587,25.16116,2.04641
32.8666,-97.02601,10243.30371,14.81087,22.41116,8.95886
32.86646,-96.99404,10237.05371,18.18587,15.09866,10.0437
32.86631,-96.96208,10236.58496,21.74837,11.34866,2.96799
32.86614,-96.93011,10243.61621,23.49837,11.91116,-2.49479
32.86597,-96.89814,10248.08496,23.81087,14.22366,-2.04288
32.8944,-97.63347,10226.55371,8.99837,9.22366,0.60857
32.89443,-97.60149,10235.39746,12.18587,7.53616,-0.02573
32.89446,-97.56951,10238.39746,13.99837,8.72366,-0.88127
32.89447,-97.53752,10239.55371,13.81087,11.28616,-0.33183
