latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,482.21843,6.8064,1.0371,0.01001
32.76018,-97.60131,458.62468,7.6814,3.0371,-0.19813
32.76021,-97.56938,444.40593,6.5564,3.9121,0.19328
32.76022,-97.53746,430.59343,1.9939,2.9746,0.33848
32.76023,-97.50554,411.59343,0.2439,0.8496,-0.05572
32.76023,-97.47361,387.09343,2.7439,-0.9004,-0.21627
32.76021,-97.44169,362.90593,1.9314,0.4121,0.12397
32.76019,-97.40976,350.03093,-3.0061,2.8496,0.18631
32.76016,-97.37784,348.56218,-5.1936,4.6621,-0.09326
32.76012,-97.34591,345.03093,-4.0686,6.0371,-0.123
32.76007,-97.31399,338.68718,-4.0686,6.4746,0.06683
32.76001,-97.28206,338.37468,-5.6311,4.9121,-0.00639
32.75994,-97.25014,352.46843,-6.0061,2.4746,-0.24061
32.75987,-97.21821,360.96843,-4.0686,2.0996,-0.24874
32.75978,-97.18629,349.90593,-3.1936,3.4746,0.13224
32.75968,-97.15437,332.65593,-5.6936,3.7246,0.30328
32.75958,-97.12244,351.34343,-9.2561,3.2246,0.27701
32.75946,-97.09052,349.09343,-11.6311,3.3496,0.25805
32.75934,-97.05859,337.99968,-12.3811,4.1621,0.18697
32.75921,-97.02667,324.93718,-12.7561,5.4121,0.15685
32.75906,-96.99475,314.68718,-13.6936,6.9121,0.13231
32.75891,-96.96282,310.87468,-14.8186,8.1621,0.08608
32.75875,-96.9309,308.87468,-15.2561,8.4121,-0.11248
32.75858,-96.89897,329.87468,-15.0686,7.7871,-0.22713
32.787,-97.63328,489.21843,7.7439,2.3496,-0.28376
32.78703,-97.60134,471.81218,8.0564,4.2246,-0.06948
32.78705,-97.56941,454.87468,4.8064,3.5371,0.22921
32.78707,-97.53747,420.78093,-0.3811,2.2246,0.28918
32.78708,-97.50554,384.03093,-1.1936,0.7871,-0.17858
32.78707,-97.4736,368.46843,3.2439,0.4121,-0.40354
32.78706,-97.44167,360.93718,3.7439,2.0996,0.11843
32.78704,-97.40973,370.74968,-1.5686,4.4746,0.25735
32.78701,-97.37779,366.87468,-4.3186,5.8496,-0.0499
32.78697,-97.34586,346.09343,-3.8186,6.4121,-0.03079
32.78692,-97.31392,352.99968,-4.7561,6.2246,0.18914
32.78686,-97.28199,339.31218,-7.0061,5.0371,0.20001
32.78679,-97.25005,329.18718,-7.1311,3.4121,-0.09058
32.78671,-97.21812,330.40593,-5.0686,2.2246,-0.096
32.78663,-97.18618,327.40593,-4.9436,1.2871,0.27331
32.78653,-97.15425,319.46843,-7.8811,0.2871,0.42023
32.78642,-97.12231,324.74968,-10.5061,-0.2129,0.2167
32.78631,-97.09037,324.43718,-11.5686,0.5996,0.09425
32.78619,-97.05844,328.65593,-11.8186,2.2246,0.05617
32.78605,-97.0265,313.65593,-11.7561,3.8496,0.06695
32.78591,-96.99457,310.18718,-12.1311,5.5371,0.09683
32.78576,-96.96264,309.28093,-13.2561,7.0371,0.20562
32.7856,-96.9307,304.71843,-14.5061,7.5996,0.19746
32.78543,-96.89877,302.68718,-15.2561,7.0996,0.06699
32.81384,-97.63333,473.81218,9.3689,5.0996,-0.31584
32.81388,-97.60138,448.65593,7.2439,4.5371,0.10841
32.8139,-97.56943,412.46843,2.3064,2.4746,0.31303
32.81392,-97.53749,387.46843,-2.3186,1.7246,0.22839
32.81392,-97.50554,373.56218,-1.5061,1.8496,-0.33946
32.81392,-97.47359,362.81218,4.1189,2.3496,-0.39478
32.81391,-97.44165,382.59343,4.8689,3.3496,0.22192
