level,latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
4,32.76022,-97.53746,430.59343,1.9939,2.9746,0.33848
4,32.76023,-97.50554,411.59343,0.2439,0.8496,-0.05572
4,32.76023,-97.47361,387.09343,2.7439,-0.9004,-0.21627
4,32.76021,-97.44169,362.90593,1.9314,0.4121,0.12397
4,32.76019,-97.40976,350.03093,-3.0061,2.8496,0.18631
4,32.76016,-97.37784,348.56218,-5.1936,4.6621,-0.09326
4,32.76012,-97.34591,345.03093,-4.0686,6.0371,-0.123
4,32.76007,-97.31399,338.68718,-4.0686,6.4746,0.06683
4,32.76001,-97.28206,338.37468,-5.6311,4.9121,-0.00639
4,32.75994,-97.25014,352.46843,-6.0061,2.4746,-0.24061
4,32.75987,-97.21821,360.96843,-4.0686,2.0996,-0.24874
4,32.75978,-97.18629,349.90593,-3.1936,3.4746,0.13224
4,32.75968,-97.15437,332.65593,-5.6936,3.7246,0.30328
4,32.75958,-97.12244,351.34343,-9.2561,3.2246,0.27701
4,32.75946,-97.09052,349.09343,-11.6311,3.3496,0.25805
4,32.75934,-97.05859,337.99968,-12.3811,4.1621,0.18697
4,32.75921,-97.02667,324.93718,-12.7561,5.4121,0.15685
4,32.75906,-96.99475,314.68718,-13.6936,6.9121,0.13231
4,32.75891,-96.96282,310.87468,-14.8186,8.1621,0.08608
4,32.75875,-96.9309,308.87468,-15.2561,8.4121,-0.11248
4,32.75858,-96.89897,329.87468,-15.0686,7.7871,-0.22713
4,32.787,-97.63328,489.21843,7.7439,2.3496,-0.28376
4,32.78703,-97.60134,471.81218,8.0564,4.2246,-0.06948
4,32.78705,-97.56941,454.87468,4.8064,3.5371,0.22921
4,32.78707,-97.53747,420.78093,-0.3811,2.2246,0.28918
4,32.78708,-97.50554,384.03093,-1.1936,0.7871,-0.17858
4,32.78707,-97.4736,368.46843,3.2439,0.4121,-0.40354
4,32.78706,-97.44167,360.93718,3.7439,2.0996,0.11843
4,32.78704,-97.40973,370.74968,-1.5686,4.4746,0.25735
4,32.78701,-97.37779,366.87468,-4.3186,5.8496,-0.0499
4,32.78697,-97.34586,346.09343,-3.8186,6.4121,-0.03079
4,32.78692,-97.31392,352.99968,-4.7561,6.2246,0.18914
4,32.78686,-97.28199,339.31218,-7.0061,5.0371,0.20001
4,32.78679,-97.25005,329.18718,-7.1311,3.4121,-0.09058
4,32.78671,-97.21812,330.40593,-5.0686,2.2246,-0.096
4,32.78663,-97.18618,327.40593,-4.9436,1.2871,0.27331
4,32.78653,-97.15425,319.46843,-7.8811,0.2871,0.42023
4,32.78642,-97.12231,324.74968,-10.5061,-0.2129,0.2167
4,32.78631,-97.09037,324.43718,-11.5686,0.5996,0.09425
4,32.78619,-97.05844,328.65593,-11.8186,2.2246,0.05617
4,32.78605,-97.0265,313.65593,-11.7561,3.8496,0.06695
4,32.78591,-96.99457,310.18718,-12.1311,5.5371,0.09683
4,32.78576,-96.96264,309.28093,-13.2561,7.0371,0.20562
4,32.7856,-96.9307,304.71843,-14.5061,7.5996,0.19746
4,32.78543,-96.89877,302.68718,-15.2561,7.0996,0.06699
4,32.81384,-97.63333,473.81218,9.3689,5.0996,-0.31584
4,32.81388,-97.60138,448.65593,7.2439,4.5371,0.10841
4,32.8139,-97.56943,412.46843,2.3064,2.4746,0.31303
4,32.81392,-97.53749,387.46843,-2.3186,1.7246,0.22839
4,32.81392,-97.50554,373.56218,-1.5061,1.8496,-0.33946
4,32.81392,-97.47359,362.81218,4.1189,2.3496,-0.39478
4,32.81391,-97.44165,382.59343,4.8689,3.3496,0.22192
4,32.81389,-97.4097,398.99968,-0.4436,5.3496,0.31532
4,32.81386,-97.37775,375.12468,-3.8811,6.3496,0.10248
4,32.81382,-97.3458,369.93718,-4.3811,5.8496,0.15684
4,32.81377,-97.31386,358.84343,-6.1311,4.5371,0.33908
4,32.81371,-97.28191,352.71843,-8.6936,3.2871,0.33117
4,32.81364,-97.24996,341.96843,-9.0061,2.0371,0.08613
4,32.81356,-97.21802,342.43718,-7.6311,0.6621,-0.00368
4,32.81348,-97.18607,336.53093,-8.0061,-0.8379,0.1814
4,32.81338,-97.15413,334.78093,-10.0686,-1.8379,0.13796
4,32.81327,-97.12218,335.90593,-10.8811,-1.5879,-0.04726
4,32.81316,-97.09023,325.74968,-10.3186,-0.2754,-0.05535
4,32.81303,-97.05829,324.03093,-10.0061,1.4121,-0.00911
4,32.8129,-97.02634,322.84343,-10.1311,2.9121,0.04795
4,32.81276,-96.99439,326.06218,-10.8811,4.0996,0.14045
4,32.81261,-96.96245,323.90593,-12.2561,5.1621,0.2276
4,32.81244,-96.9305,319.28093,-13.9436,5.9121,0.26027
4,32.81227,-96.89856,301.65593,-15.3186,5.8496,0.18931
4,32.84069,-97.63337,439.06218,8.9939,5.9746,0.10003
4,32.84073,-97.60141,417.65593,4.8064,3.1621,0.33731
4,32.84075,-97.56946,412.46843,-0.0061,1.3496,0.28856
4,32.84077,-97.5375,404.37468,-2.9436,1.8496,0.07836
4,32.84077,-97.50554,380.31218,-0.8186,3.2871,-0.35299
4,32.84077,-97.47358,367.53093,4.3689,3.1621,-0.23754
4,32.84076,-97.44163,395.31218,4.9314,3.0996,0.24136
4,32.84074,-97.40967,398.71843,0.0564,4.4121,0.38634
4,32.84071,-97.37771,392.56218,-4.0061,4.6621,0.29651
4,32.84067,-97.34575,380.40593,-5.9436,3.4746,0.28546
4,32.84062,-97.31379,366.37468,-8.1936,1.6621,0.3643
4,32.84056,-97.28184,357.46843,-10.3811,0.4121,0.28265
4,32.84049,-97.24988,356.93718,-10.4436,-0.1504,0.02086
4,32.84041,-97.21792,356.81218,-9.1311,-0.5254,-0.03915
4,32.84032,-97.18596,356.37468,-9.2561,-0.9004,0.01814
4,32.84023,-97.15401,356.06218,-10.3186,-0.8379,-0.06373
4,32.84012,-97.12205,351.90593,-10.1311,-0.2129,-0.13455
4,32.84001,-97.09009,351.93718,-9.4436,0.3496,-0.03366
4,32.83988,-97.05813,336.18718,-9.0686,0.9121,0.04528
4,32.83975,-97.02618,332.71843,-9.1936,1.7871,0.06973
4,32.83961,-96.99422,342.03093,-10.0686,2.6621,0.1025
4,32.83946,-96.96226,336.74968,-11.5061,3.4746,0.18966
4,32.83929,-96.93031,323.68718,-13.5061,4.2871,0.28762
4,32.83912,-96.89835,304.90593,-15.8186,4.3496,0.26018
4,32.86754,-97.63342,457.62468,5.8064,3.9121,0.35774
4,32.86758,-97.60145,453.87468,1.9314,1.4746,0.21823
4,32.8676,-97.56948,430.90593,-0.8186,0.9121,0.14404
4,32.86762,-97.53751,400.21843,-2.1936,1.9746,0.03729
4,32.86763,-97.50554,373.18718,-0.4436,3.2871,-0.15089
4,32.86762,-97.47357,372.09343,3.3689,2.4121,-0.11533
4,32.86761,-97.4416,410.81218,4.1814,2.1621,0.1546
4,32.86759,-97.40964,414.06218,-0.1311,3.0371,0.36522
4,32.86756,-97.37767,404.40593,-5.0686,2.4121,0.31355
4,32.86752,-97.3457,381.71843,-7.8811,0.9746,0.25029
4,32.86747,-97.31373,367.93718,-10.0686,-0.3379,0.19826
4,32.86741,-97.28176,365.59343,-11.4436,-0.9629,0.03453
4,32.86734,-97.24979,370.65593,-10.6311,-0.5879,-0.19764
4,32.86726,-97.21782,375.68718,-8.6936,0.0371,-0.18675
4,32.86718,-97.18585,368.24968,-8.4436,0.7871,-0.06922
4,32.86708,-97.15389,361.90593,-9.4436,1.5371,-0.04187
4,32.86697,-97.12192,353.78093,-10.0061,1.6621,0.00721
4,32.86686,-97.08995,345.46843,-10.0061,0.9746,0.00176
4,32.86673,-97.05798,340.84343,-9.5061,0.5996,-0.03904
4,32.8666,-97.02601,344.84343,-9.1936,0.9121,-0.02
4,32.86646,-96.99404,338.15593,-9.6311,1.5371,0.07525
4,32.86631,-96.96208,322.12468,-11.0061,2.0996,0.20576
4,32.86614,-96.93011,306.90593,-13.5686,2.3496,0.30642
4,32.86597,-96.89814,307.99968,-16.4436,2.4121,0.21693
4,32.8944,-97.63347,440.49968,3.0564,1.2871,0.23988
4,32.89443,-97.60149,434.43718,1.3064,0.5371,0.06195
4,32.89446,-97.56951,409.18718,0.1189,0.8496,0.06998
4,32.89447,-97.53752,390.62468,-1.1936,1.6621,0.09723
4,32.89448,-97.50554,373.18718,-1.0686,2.0996,0.00449
4,32.89447,-97.47356,383.31218,1.9314,1.4746,-0.17822
4,32.89446,-97.44158,400.93718,3.3689,2.2246,0.02358
4,32.89444,-97.4096,421.12468,-0.9436,3.0371,0.32733
4,32.89441,-97.37762,402.87468,-6.6936,1.5996,0.26711
4,32.89437,-97.34564,385.99968,-9.6311,0.2871,0.0974
4,32.89432,-97.31366,381.18718,-10.9436,-0.0879,-0.02829
4,32.89426,-97.28168,380.59343,-11.0061,0.2871,-0.19767
4,32.89419,-97.2497,387.78093,-9.3186,1.2871,-0.28793
4,32.89411,-97.21772,380.81218,-7.3186,1.9121,-0.17292
4,32.89403,-97.18574,374.31218,-7.2561,2.4746,-0.0146
4,32.89393,-97.15376,368.90593,-9.1936,2.9746,0.11636
4,32.89383,-97.12179,359.06218,-11.0061,2.5996,0.12444
4,32.89371,-97.08981,349.09343,-11.3186,1.7246,-0.05545
4,32.89359,-97.05783,352.31218,-10.1936,1.0371,-0.11808
4,32.89345,-97.02585,338.68718,-9.1936,0.7871,-0.00912
4,32.89331,-96.99387,325.90593,-9.3811,0.9121,0.06701
4,32.89316,-96.96189,319.43718,-11.0061,1.0371,0.16497
4,32.893,-96.92991,307.43718,-13.6311,1.0996,0.2113
4,32.92125,-97.63351,442.68718,1.9939,0.1621,0.02095
4,32.92128,-97.60152,418.99968,1.9314,0.5371,-0.05831
4,32.92131,-97.56953,399.49968,1.2439,1.0996,0.04536
4,32.92133,-97.53754,385.90593,-0.8811,1.4746,0.15167
4,32.92133,-97.50555,375.18718,-1.8811,1.3496,-0.02005
4,32.92133,-97.47356,408.49968,1.0564,1.4746,-0.3208
4,32.92132,-97.44156,419.96843,3.1189,3.3496,-0.02009
4,32.92129,-97.40957,420.93718,-1.8811,3.8496,0.45325
4,32.92126,-97.37758,404.84343,-8.4436,1.5996,0.28902
4,32.92122,-97.34559,404.31218,-10.5686,0.2246,0.02366
4,32.92117,-97.3136,402.71843,-10.5061,0.4746,0.01545
4,32.92111,-97.28161,397.81218,-9.7561,1.4121,-0.02284
4,32.92105,-97.24962,388.15593,-8.2561,2.0996,-0.00097
4,32.92097,-97.21763,380.18718,-7.0686,1.9746,0.08637
4,32.92088,-97.18564,372.84343,-7.5686,1.7246,0.21737
4,32.92078,-97.15364,361.49968,-9.7561,2.0996,0.26916
4,32.92068,-97.12165,360.59343,-11.7561,2.3496,0.09727
4,32.92056,-97.08966,366.28093,-12.0686,2.2871,-0.02553
4,32.92044,-97.05767,354.59343,-10.9436,1.8496,-0.05005
4,32.92031,-97.02568,340.34343,-9.8186,1.0996,-0.04997
4,32.92016,-96.99369,332.99968,-9.5686,0.7871,0.00992
4,32.92001,-96.9617,321.56218,-10.8186,1.0996,0.10241
4,32.91985,-96.92971,307.40593,-13.0061,1.4746,0.06161
4,32.9481,-97.63356,418.56218,2.3689,0.5371,-0.09383
4,32.94814,-97.60156,398.40593,2.8064,1.1621,-0.05274
4,32.94816,-97.56955,404.03093,1.6814,1.5996,0.10536
4,32.94818,-97.53755,395.93718,-1.3186,1.5996,0.19546
4,32.94819,-97.50555,377.15593,-2.3811,1.2871,-0.09639
4,32.94818,-97.47355,401.34343,1.5564,2.0996,-0.40513
4,32.94817,-97.44154,430.96843,3.2439,4.1621,0.12763
4,32.94815,-97.40954,426.21843,-3.6311,3.1621,0.71159
4,32.94812,-97.37754,409.93718,-10.5686,0.4746,0.34705
4,32.94808,-97.34554,406.93718,-11.3186,-0.8379,0.02914
4,32.94803,-97.31353,401.06218,-10.0686,-0.9004,0.11118
4,32.94797,-97.28153,396.24968,-9.2561,-0.4004,0.14119
4,32.9479,-97.24953,393.12468,-8.6936,-0.2129,0.17134
4,32.94782,-97.21753,392.34343,-8.2561,-0.6504,0.18785
4,32.94774,-97.18553,381.34343,-8.4436,-0.9629,0.23966
4,32.94764,-97.15352,372.90593,-9.7561,-0.1504,0.23678
4,32.94753,-97.12152,365.65593,-11.0686,1.2871,0.12185
4,32.94742,-97.08952,359.62468,-11.5686,2.1621,0.06178
4,32.94729,-97.05752,350.24968,-11.3186,2.0996,0.05357
4,32.94716,-97.02552,336.62468,-10.5686,1.4746,-0.0282
4,32.94702,-96.99352,329.87468,-9.8811,1.1621,-0.01729
4,32.94686,-96.96151,315.06218,-10.5686,1.6621,0.09965
4,32.9467,-96.92951,308.53093,-12.5686,2.4121,0.05344
4,32.97496,-97.6336,416.06218,2.9939,1.0996,-0.0419
4,32.97499,-97.60159,417.68718,3.1814,1.5996,0.0045
4,32.97502,-97.56958,421.37468,1.6189,1.7871,0.14379
4,32.97504,-97.53756,400.06218,-1.7561,1.5996,0.21468
4,32.97504,-97.50555,378.34343,-2.3186,1.2246,-0.14552
4,32.97504,-97.47354,398.18718,2.3064,2.7246,-0.4127
4,32.97503,-97.44152,416.90593,2.2439,3.3496,0.43343
4,32.975,-97.40951,427.81218,-6.5686,0.6621,0.79453
4,32.97497,-97.3775,407.65593,-12.6936,-1.2754,0.26781
4,32.97493,-97.34548,390.09343,-12.0686,-2.0879,-0.01738
4,32.97488,-97.31347,375.18718,-10.2561,-2.6504,0.01541
4,32.97482,-97.28146,378.74968,-9.5061,-2.7129,0.06729
4,32.97476,-97.24944,382.03093,-9.3811,-2.9004,0.10289
4,32.97468,-97.21743,383.62468,-9.0686,-3.1504,0.092
4,32.97459,-97.18542,372.74968,-8.5061,-2.9629,0.08919
4,32.97449,-97.1534,360.24968,-8.5686,-1.7129,0.15452
4,32.97439,-97.12139,347.31218,-9.5686,0.0996,0.1761
4,32.97427,-97.08938,338.62468,-10.5686,1.2246,0.12429
4,32.97415,-97.05736,335.24968,-11.1311,1.4746,0.10795
4,32.97402,-97.02535,327.68718,-10.8811,1.1621,0.05076
4,32.97387,-96.99334,322.56218,-10.3186,0.8496,0.03442
4,32.97372,-96.96133,314.49968,-11.0061,1.2246,0.17043
4,32.97356,-96.92931,313.15593,-13.1936,1.9121,0.1678
4,33.00182,-97.63365,435.65593,3.3689,1.4121,-0.00917
4,33.00185,-97.60163,425.84343,3.1814,1.9121,-0.01463
4,33.00188,-97.5696,417.37468,1.5564,2.1621,0.07826
4,33.00189,-97.53758,393.21843,-1.6311,2.2246,0.1027
4,33.0019,-97.50555,382.84343,-1.3186,1.9121,-0.32829
4,33.0019,-97.47353,410.90593,2.1189,2.7246,-0.12908
4,33.00188,-97.4415,431.96843,-1.0061,0.9121,0.66653
4,33.00186,-97.40948,429.68718,-9.6936,-1.7754,0.59982
4,33.00183,-97.37745,413.65593,-13.6936,-1.9629,0.05391
4,33.00179,-97.34543,395.59343,-12.5061,-1.9629,-0.12138
4,33.00174,-97.3134,378.21843,-10.7561,-2.4004,-0.08015
4,33.00168,-97.28138,364.18718,-10.0686,-2.8379,-0.05822
4,33.00161,-97.24936,374.93718,-10.0061,-3.2129,-0.06105
4,33.00153,-97.21733,362.12468,-9.3811,-3.3379,-0.06647
4,33.00145,-97.18531,357.71843,-8.1311,-2.8379,-0.09915
4,33.00135,-97.15328,346.21843,-7.6311,-1.8379,0.00448
4,33.00125,-97.12126,342.28093,-8.6311,-0.4004,0.06711
4,33.00113,-97.08923,354.93718,-10.0061,0.4121,0.05356
4,33.00101,-97.05721,349.71843,-10.9436,0.5996,0.12174
4,33.00087,-97.02519,335.59343,-11.3811,0.4121,0.07807
4,33.00073,-96.99316,329.40593,-11.1936,0.0996,0.05898
4,33.00058,-96.96114,314.12468,-12.0061,-0.0254,0.16235
4,33.00041,-96.92912,320.18718,-14.1936,0.3496,0.16526
4,33.02868,-97.6337,437.74968,3.8064,2.1621,-0.08853
4,33.02871,-97.60166,411.68718,3.4939,3.0996,-0.09652
4,33.02873,-97.56963,397.18718,2.1814,3.5996,-0.05275
4,33.02875,-97.53759,381.78093,-0.5686,4.0996,0.00176
4,33.02876,-97.50555,397.78093,-1.0686,3.7871,-0.28192
4,33.02875,-97.47352,429.59343,-0.2561,1.8496,0.11105
4,33.02874,-97.44148,439.37468,-4.6311,-1.5254,0.53879
4,33.02872,-97.40945,416.93718,-10.7561,-2.7129,0.28376
4,33.02869,-97.37741,405.28093,-12.6936,-1.4629,-0.03382
4,33.02865,-97.34538,390.12468,-11.9436,-0.6504,-0.08841
4,33.0286,-97.31334,377.62468,-11.0686,-0.6504,-0.091
4,33.02854,-97.2813,365.18718,-10.6936,-1.0254,-0.08273
4,33.02847,-97.24927,354.21843,-10.4436,-1.3379,-0.12084
4,33.02839,-97.21723,349.99968,-9.3811,-1.4629,-0.18891
4,33.02831,-97.1852,343.49968,-7.8186,-1.1504,-0.18874
4,33.02821,-97.15316,353.28093,-7.2561,-0.5879,-0.09623
4,33.0281,-97.12113,363.56218,-8.3186,-0.0254,0.02083
4,33.02799,-97.08909,368.99968,-9.7561,0.2871,0.06178
4,33.02786,-97.05706,352.43718,-10.8811,0.4121,0.09448
4,33.02773,-97.02502,340.53093,-11.5061,0.3496,0.03175
4,33.02759,-96.99299,326.81218,-11.6936,0.2246,0.01266
4,33.02743,-96.96095,316.03093,-12.7561,-0.1504,0.03987
4,33.02727,-96.92892,324.31218,-14.7561,-0.1504,0.02629
4,33.05553,-97.63374,434.84343,4.9939,4.3496,-0.15399
4,33.05557,-97.6017,414.87468,4.1189,5.0371,-0.07463
4,33.05559,-97.56965,390.40593,2.8064,4.9746,0.02626
4,33.05561,-97.5376,384.65593,0.1814,5.2246,0.14873
4,33.05562,-97.50556,411.40593,-2.5061,4.9746,0.05363
4,33.05561,-97.47351,447.78093,-4.3186,1.5371,0.0785
4,33.0556,-97.44146,433.74968,-7.3186,-2.0879,0.20451
4,33.05558,-97.40942,424.81218,-10.2561,-2.2754,0.07297
4,33.05555,-97.37737,410.90593,-11.1936,-0.9629,0.03461
4,33.05551,-97.34532,398.59343,-11.2561,0.0371,0.05098
4,33.05546,-97.31327,384.74968,-11.1936,0.4121,0.07547
4,33.0554,-97.28123,362.56218,-11.3186,0.3496,0.06446
4,33.05533,-97.24918,361.09343,-11.0061,0.0996,-0.03913
4,33.05525,-97.21713,361.49968,-9.6936,-0.2129,-0.09092
4,33.05516,-97.18509,360.81218,-7.9436,-0.2754,-0.08813
4,33.05507,-97.15304,373.96843,-7.4436,-0.0254,0.01267
4,33.05496,-97.121,371.90593,-8.5686,-0.0254,0.12453
4,33.05485,-97.08895,361.49968,-10.0061,0.0996,0.09172
4,33.05472,-97.0569,355.37468,-10.9436,0.2871,0.07812
4,33.05459,-97.02486,343.68718,-11.5061,0.5996,0.07264
4,33.05445,-96.99281,326.37468,-11.8811,0.7246,0.06711
4,33.05429,-96.96076,316.21843,-13.0686,0.6621,0.03714
4,33.05413,-96.92872,329.62468,-15.0061,0.6621,-0.00096
4,33.0824,-97.63379,412.09343,5.7439,6.3496,-0.00369
4,33.08243,-97.60173,395.53093,3.6189,5.3496,0.10263
4,33.08245,-97.56967,389.71843,2.4314,4.0371,0.15433
4,33.08247,-97.53762,391.12468,0.4314,3.7871,0.26059
4,33.08248,-97.50556,416.78093,-3.8186,4.0371,0.34606
4,33.08247,-97.4735,453.53093,-7.6311,2.0371,0.05663
4,33.08246,-97.44144,446.96843,-9.2561,-0.7129,-0.01195
4,33.08244,-97.40938,434.34343,-9.9436,-1.4004,0.03739
4,33.08241,-97.37733,419.12468,-10.3186,-1.0879,0.10309
4,33.08237,-97.34527,399.90593,-10.7561,-0.5254,0.15214
4,33.08232,-97.31321,380.96843,-11.3811,-0.0879,0.17371
4,33.08226,-97.28115,365.84343,-12.0061,-0.0254,0.09722
4,33.08219,-97.24909,377.37468,-11.8186,-0.3379,-0.01189
4,33.08211,-97.21704,378.84343,-10.1311,-0.9629,-0.05013
4,33.08203,-97.18498,378.37468,-7.9436,-1.4004,-0.03917
4,33.08193,-97.15292,379.43718,-7.3186,-1.1504,0.10819
4,33.08182,-97.12086,368.06218,-8.5061,-0.7754,0.17638
4,33.08171,-97.08881,361.09343,-9.9436,-0.4629,0.11086
4,33.08158,-97.05675,349.96843,-10.8186,-0.2754,0.11899
4,33.08145,-97.02469,337.78093,-11.4436,-0.0879,0.15438
4,33.08131,-96.99263,329.87468,-12.1936,0.0996,0.12979
4,33.08115,-96.96058,328.78093,-13.3186,0.4746,0.08076
4,33.08099,-96.92852,333.90593,-15.0061,0.8496,0.07263
4,33.10926,-97.63384,385.18718,3.8689,6.0371,0.30108
4,33.10929,-97.60177,393.53093,1.4314,3.5996,0.21205
4,33.10932,-97.5697,403.90593,1.4939,1.6621,0.07551
4,33.10933,-97.53763,414.81218,0.8689,1.4746,0.17931
4,33.10934,-97.50556,440.40593,-3.5061,2.4121,0.42092
4,33.10934,-97.47349,455.06218,-8.6936,2.2871,0.2378
4,33.10932,-97.44142,442.34343,-10.5686,0.7871,-0.00919
4,33.1093,-97.40935,430.87468,-10.5061,-0.5879,0.0374
4,33.10927,-97.37728,409.18718,-10.4436,-1.2754,0.09476
4,33.10923,-97.34521,388.93718,-10.6311,-1.3379,0.12462
4,33.10918,-97.31314,371.15593,-11.5061,-1.0254,0.13809
4,33.10912,-97.28108,371.43718,-12.5061,-0.8379,0.02905
4,33.10905,-97.24901,392.21843,-12.5061,-1.0254,-0.08302
4,33.10897,-97.21694,394.62468,-10.6311,-1.7754,-0.11861
4,33.10889,-97.18487,383.99968,-7.5686,-2.5879,-0.11296
4,33.10879,-97.1528,368.90593,-6.1936,-2.3379,0.07809
4,33.10868,-97.12073,358.53093,-7.5061,-1.5254,0.22249
4,33.10857,-97.08866,340.99968,-9.5061,-1.0254,0.20058
4,33.10844,-97.05659,341.18718,-10.8186,-1.0879,0.09169
4,33.10831,-97.02453,339.24968,-11.3811,-1.3379,0.14074
4,33.10817,-96.99246,329.12468,-11.8811,-1.4004,0.15429
4,33.10801,-96.96039,328.87468,-12.8811,-0.9004,0.08893
4,33.10785,-96.92832,334.74968,-14.5061,0.0996,0.1026
4,33.13612,-97.63388,401.68718,0.2439,4.5371,0.34862
4,33.13615,-97.6018,412.90593,-1.2561,2.2246,-0.01468
4,33.13618,-97.56972,417.96843,0.9314,0.2246,-0.10771
4,33.13619,-97.53764,442.59343,1.8064,0.2246,0.06201
4,33.1362,-97.50556,454.09343,-2.1311,1.6621,0.36658
4,33.1362,-97.47348,442.78093,-8.2561,2.3496,0.36092
4,33.13619,-97.4414,419.74968,-11.3811,1.4746,0.10848
4,33.13616,-97.40932,408.65593,-11.6311,-0.0879,-0.0283
4,33.13613,-97.37724,406.87468,-11.1311,-1.0254,-0.0201
4,33.13609,-97.34516,385.28093,-10.8811,-1.3379,0.03723
4,33.13604,-97.31308,381.53093,-11.4436,-1.2754,0.03177
4,33.13598,-97.281,380.21843,-12.4436,-0.9629,-0.01188
4,33.13591,-97.24892,394.59343,-12.5686,-0.8379,-0.10484
4,33.13584,-97.21684,391.12468,-10.7561,-1.2129,-0.17315
4,33.13575,-97.18476,372.99968,-7.1311,-1.9004,-0.30367
4,33.13565,-97.15268,364.71843,-4.9436,-2.0879,-0.0527
4,33.13555,-97.1206,348.37468,-6.3811,-1.6504,0.15689
4,33.13543,-97.08852,355.96843,-9.1311,-1.4004,0.08901
4,33.13531,-97.05644,353.87468,-10.7561,-1.5254,0.09996
4,33.13517,-97.02436,334.96843,-11.4436,-1.9004,0.08348
4,33.13503,-96.99228,336.09343,-11.6311,-2.3379,0.01811
4,33.13488,-96.9602,331.03093,-12.0686,-1.9629,0.0835
4,33.13471,-96.92812,337.65593,-13.7561,-0.7129,0.09993
4,33.16298,-97.63393,414.28093,-2.8811,3.5371,0.22616
4,33.16302,-97.60184,427.03093,-3.3186,2.3496,-0.15481
4,33.16304,-97.56975,434.59343,0.3064,-0.2129,-0.21222
4,33.16306,-97.53766,459.09343,2.8689,-0.2129,-0.03388
4,33.16306,-97.50556,443.68718,-0.3811,1.9121,0.33036
4,33.16306,-97.47347,428.49968,-7.8186,2.7246,0.42316
4,33.16305,-97.44138,427.81218,-12.5061,1.6621,0.10584
4,33.16303,-97.40929,424.03093,-12.8811,0.1621,-0.00644
4,33.163,-97.3772,401.18718,-11.7561,-0.7129,0.01269
4,33.16296,-97.34511,385.46843,-11.0686,-1.0254,-0.02823
4,33.16291,-97.31301,395.21843,-11.3186,-0.9629,-0.00916
4,33.16285,-97.28092,390.37468,-12.0061,-0.6504,-0.00369
4,33.16278,-97.24883,396.74968,-11.9436,-0.2129,-0.04741
4,33.1627,-97.21674,376.71843,-10.1936,-0.0254,-0.15092
4,33.16261,-97.18465,366.15593,-6.6936,-0.2754,-0.29481
4,33.16252,-97.15256,354.68718,-4.5686,-0.9629,-0.08791
4,33.16241,-97.12047,365.15593,-5.8811,-1.2754,0.07253
4,33.16229,-97.08838,362.65593,-8.3811,-1.0879,0.09434
4,33.16217,-97.05628,349.15593,-10.3186,-1.2129,0.14067
4,33.16204,-97.02419,333.06218,-11.5686,-1.5254,0.00176
4,33.16189,-96.9921,345.43718,-11.6311,-1.9629,-0.12637
4,33.16174,-96.96001,335.49968,-11.1936,-1.9629,-0.00914
4,33.16158,-96.92792,338.96843,-12.1311,-1.2129,0.09718
4,33.18985,-97.63398,426.90593,-4.9436,2.7246,0.21542
4,33.18988,-97.60187,441.31218,-5.4436,2.3496,-0.10822
4,33.18991,-97.56977,463.12468,-0.8186,-0.0879,-0.36728
4,33.18992,-97.53767,464.46843,4.1814,-0.2754,-0.16835
4,33.18993,-97.50557,452.03093,1.3689,2.3496,0.38799
4,33.18993,-97.47346,451.28093,-7.8811,2.9121,0.5836
4,33.18991,-97.44136,437.15593,-13.8186,1.4121,0.23213
4,33.18989,-97.40926,417.62468,-14.0686,-0.0254,0.08115
4,33.18986,-97.37715,394.34343,-12.5686,-0.9004,-0.02554
4,33.18982,-97.34505,406.37468,-11.4436,-1.1504,-0.04742
4,33.18977,-97.31295,406.49968,-11.2561,-1.0879,0.06737
4,33.18971,-97.28085,394.53093,-11.5061,-0.7754,0.09459
4,33.18964,-97.24874,381.49968,-11.1936,-0.4004,0.05086
4,33.18957,-97.21664,366.43718,-9.5061,-0.1504,-0.04181
4,33.18948,-97.18454,360.46843,-6.7561,-0.2754,-0.11245
4,33.18938,-97.15244,373.46843,-5.1311,-1.1504,-0.01185
4,33.18927,-97.12033,372.56218,-5.8811,-1.5879,0.15162
4,33.18916,-97.08823,356.56218,-7.9436,-1.4629,0.21687
4,33.18903,-97.05613,342.12468,-10.0061,-1.4629,0.21939
4,33.1889,-97.02403,334.90593,-11.4436,-1.4629,0.02353
4,33.18876,-96.99193,355.09343,-11.3811,-1.3379,-0.0964
4,33.1886,-96.95982,339.90593,-10.3811,-1.4629,-0.01458
4,33.18844,-96.92772,334.71843,-10.3811,-1.7129,0.05894
4,33.21671,-97.63402,440.62468,-6.6936,1.5371,0.16917
4,33.21675,-97.60191,470.78093,-7.2561,1.4746,-0.10302
4,33.21677,-97.5698,486.06218,-1.6311,0.3496,-0.53415
4,33.21679,-97.53768,466.96843,5.5564,0.2246,-0.35484
4,33.2168,-97.50557,458.56218,2.6814,2.4746,0.47857
4,33.21679,-97.47345,451.18718,-8.5061,2.4121,0.69923
4,33.21678,-97.44134,429.37468,-15.1936,0.7871,0.24308
4,33.21676,-97.40923,411.31218,-15.1936,-0.3379,0.0483
4,33.21673,-97.37711,395.62468,-13.3811,-1.2129,-0.10205
4,33.21669,-97.345,418.03093,-11.9436,-1.5254,-0.07486
4,33.21664,-97.31288,411.40593,-11.3811,-1.5879,0.10297
