latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,16520.1582,1.24918,3.00687,-0.33833
32.76018,-97.60131,16520.31445,0.87418,2.50687,-0.18503
32.76021,-97.56938,16517.5332,0.99918,2.19437,-0.08923
32.76022,-97.53746,16516.0332,1.24918,1.81937,-0.07004
32.76023,-97.50554,16511.9082,1.37418,1.44437,-0.12735
32.76023,-97.47361,16512.93945,1.62418,1.06937,-0.18458
32.76021,-97.44169,16511.2832,2.18668,0.75687,-0.20362
32.76019,-97.40976,16509.0957,2.93668,0.56937,-0.22286
32.76016,-97.37784,16508.68945,3.62418,0.38187,-0.29966
32.76012,-97.34591,16509.4707,3.99918,0.13187,-0.39616
32.76007,-97.31399,16514.9707,3.99918,-0.18063,-0.41621
32.76001,-97.28206,16519.9707,3.68668,-0.43063,-0.37835
32.75994,-97.25014,16522.5957,3.31168,-0.36813,-0.3787
32.75987,-97.21821,16527.68945,3.12418,0.00687,-0.34059
32.75978,-97.18629,16533.93945,2.99918,0.38187,-0.37972
32.75968,-97.15437,16532.62695,2.43668,0.69437,-0.4578
32.75958,-97.12244,16526.9707,1.62418,1.00687,-0.49738
32.75946,-97.09052,16519.3457,0.74918,1.19437,-0.45862
32.75934,-97.05859,16515.06445,0.31168,1.56937,-0.36117
32.75921,-97.02667,16515.0332,0.62418,2.13187,-0.24446
32.75906,-96.99475,16512.0957,1.31168,2.56937,-0.24395
32.75891,-96.96282,16513.62695,2.18668,2.69437,-0.18593
32.75875,-96.9309,16519.06445,3.24918,2.88187,0.045
32.75858,-96.89897,16523.87695,4.18668,3.25687,0.18001
32.787,-97.63328,16526.18945,1.74918,3.13187,-0.45258
32.78703,-97.60134,16517.31445,1.37418,2.56937,-0.43372
32.78705,-97.56941,16516.4082,1.06168,2.31937,-0.28061
32.78707,-97.53747,16513.31445,0.99918,2.13187,-0.22306
32.78708,-97.50554,16515.5332,1.06168,1.88187,-0.16553
32.78707,-97.4736,16520.2832,1.43668,1.63187,-0.08904
32.78706,-97.44167,16517.87695,1.99918,1.38187,-0.12727
