latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,24525.41406,-1.80755,2.6746,-0.19849
32.76018,-97.60131,24523.97656,-1.30755,2.1746,-0.19809
32.76021,-97.56938,24519.38281,-0.18255,1.6746,-0.12501
32.76022,-97.53746,24516.66406,0.75495,1.1746,-0.19878
32.76023,-97.50554,24512.88281,1.06745,0.9871,-0.27312
32.76023,-97.47361,24514.88281,0.75495,1.1121,-0.27382
32.76021,-97.44169,24514.63281,0.12995,1.4871,-0.27436
32.76019,-97.40976,24514.78906,-0.37005,1.8621,-0.27483
32.76016,-97.37784,24516.72656,-0.87005,2.1746,-0.20099
32.76012,-97.34591,24518.50781,-1.49505,2.2996,-0.20111
32.76007,-97.31399,24524.00781,-2.05755,2.3621,-0.20111
32.76001,-97.28206,24528.75781,-2.43255,2.4246,-0.20105
32.75994,-97.25014,24531.57031,-2.43255,2.4871,-0.20105
32.75987,-97.21821,24536.88281,-2.24505,2.6746,-0.12684
32.75978,-97.18629,24543.94531,-2.12005,2.8621,-0.20111
32.75968,-97.15437,24543.53906,-2.12005,3.0496,-0.20105
32.75958,-97.12244,24537.44531,-2.30755,3.2371,-0.20094
32.75946,-97.09052,24528.88281,-2.55755,3.3621,-0.12666
32.75934,-97.05859,24523.97656,-2.80755,3.3621,-0.12659
32.75921,-97.02667,24522.97656,-2.80755,3.1121,-0.12644
32.75906,-96.99475,24518.94531,-2.49505,2.7996,-0.05236
32.75891,-96.96282,24518.28906,-1.93255,2.6746,0.02161
32.75875,-96.9309,24520.44531,-1.30755,2.5496,0.09561
32.75858,-96.89897,24522.03906,-0.93255,2.5496,0.09575
32.787,-97.63328,24531.57031,-2.18255,3.2371,-0.12515
32.78703,-97.60134,24521.91406,-1.68255,3.1121,0.02136
32.78705,-97.56941,24519.63281,-0.80755,2.5496,0.0945
32.78707,-97.53747,24516.03906,0.19245,1.7996,0.0214
32.78708,-97.50554,24518.53906,0.75495,1.2371,-0.05198
32.78707,-97.4736,24523.47656,0.75495,1.0496,-0.12576
32.78706,-97.44167,24521.63281,0.44245,1.1746,-0.12609
32.78704,-97.40973,24520.53906,0.06745,1.4246,-0.12637
32.78701,-97.37779,24518.10156,-0.49505,1.6121,-0.12659
32.78697,-97.34586,24517.63281,-1.30755,1.6121,-0.27499
32.78692,-97.31392,24519.69531,-2.05755,1.4871,-0.42331
32.78686,-97.28199,24525.75781,-2.43255,1.4871,-0.42307
32.78679,-97.25005,24535.66406,-2.43255,1.6121,-0.27483
32.78671,-97.21812,24549.10156,-2.05755,1.9871,-0.12666
32.78663,-97.18618,24552.44531,-1.68255,2.4871,-0.05253
32.78653,-97.15425,24544.19531,-1.68255,2.8621,0.02169
32.78642,-97.12231,24537.94531,-1.99505,3.1121,-0.05256
32.78631,-97.09037,24531.38281,-2.43255,3.2371,-0.05253
32.78619,-97.05844,24524.97656,-2.87005,3.2371,-0.05247
32.78605,-97.0265,24521.78906,-2.99505,3.1121,-0.12637
32.78591,-96.99457,24519.97656,-2.68255,2.9246,-0.0523
32.78576,-96.96264,24517.97656,-1.99505,2.7996,0.09545
32.7856,-96.9307,24516.32031,-1.43255,2.7371,0.16951
32.78543,-96.89877,24515.44531,-1.12005,2.6746,0.0957
32.81384,-97.63333,24524.53906,-1.99505,4.1746,0.16817
32.81388,-97.60138,24523.85156,-1.74505,4.2996,0.24119
32.8139,-97.56943,24520.13281,-1.30755,3.8621,0.31418
32.81392,-97.53749,24520.41406,-0.55755,2.9871,0.24098
32.81392,-97.50554,24525.03906,0.12995,2.1121,0.16797
32.81392,-97.47359,24524.63281,0.44245,1.4871,0.02146
32.81391,-97.44165,24522.41406,0.37995,1.2996,-0.05212
32.81389,-97.4097,24520.66406,0.06745,1.2996,-0.12609
32.81386,-97.37775,24517.75781,-0.43255,1.1746,-0.20025
32.81382,-97.3458,24515.63281,-1.24505,0.9246,-0.34836
32.81377,-97.31386,24516.60156,-1.93255,0.7996,-0.42236
32.81371,-97.28191,24522.91406,-2.24505,0.8621,-0.42224
32.81364,-97.24996,24530.41406,-2.12005,1.1746,-0.27436
32.81356,-97.21802,24542.97656,-1.62005,1.7996,-0.05242
32.81348,-97.18607,24544.75781,-1.18255,2.4246,0.09583
32.81338,-97.15413,24542.38281,-1.12005,2.8621,0.09594
32.81327,-97.12218,24540.60156,-1.49505,3.1121,-0.05257
32.81316,-97.09023,24534.22656,-2.18255,3.2996,-0.1268
32.81303,-97.05829,24528.66406,-2.74505,3.2996,-0.12662
32.8129,-97.02634,24523.94531,-3.05755,3.2996,-0.12637
32.81276,-96.99439,24521.82031,-2.80755,3.1121,-0.05229
32.81261,-96.96245,24519.53906,-2.12005,2.9871,0.09542
32.81244,-96.9305,24513.38281,-1.49505,2.9246,0.09551
32.81227,-96.89856,24509.38281,-1.24505,2.8621,0.09564
32.84069,-97.63337,24531.35156,-1.55755,5.1121,0.46295
32.84073,-97.60141,24525.57031,-1.55755,5.2996,0.38915
32.84075,-97.56946,24522.66406,-1.68255,4.9871,0.31517
32.84077,-97.5375,24524.91406,-1.43255,4.1746,0.31454
32.84077,-97.50554,24526.03906,-0.74505,3.1746,0.24112
32.84077,-97.47358,24527.94531,-0.18255,2.3621,0.24139
32.84076,-97.44163,24521.97656,0.00495,1.9871,0.16845
32.84074,-97.40967,24518.16406,-0.24505,1.6121,-0.05214
32.84071,-97.37771,24516.00781,-0.80755,1.0496,-0.12594
32.84067,-97.34575,24514.13281,-1.37005,0.6121,-0.27351
32.84062,-97.31379,24513.19531,-1.74505,0.4246,-0.34737
32.84056,-97.28184,24516.66406,-1.74505,0.6746,-0.34747
32.84049,-97.24988,24522.16406,-1.55755,1.1746,-0.20003
32.84041,-97.21792,24526.47656,-1.18255,1.7996,0.02161
32.84032,-97.18596,24532.85156,-0.87005,2.4246,0.09575
32.84023,-97.15401,24541.88281,-0.80755,2.8621,0.17014
32.84012,-97.12205,24545.38281,-1.18255,3.1746,0.09597
32.84001,-97.09009,24546.94531,-1.80755,3.4246,0.0217
32.83988,-97.05813,24540.88281,-2.49505,3.5496,-0.1267
32.83975,-97.02618,24527.50781,-2.99505,3.4871,-0.2746
32.83961,-96.99422,24522.16406,-2.93255,3.4246,-0.20014
32.83946,-96.96226,24519.57031,-2.24505,3.3621,0.02158
32.83929,-96.93031,24512.88281,-1.55755,3.2996,0.16947
32.83912,-96.89835,24507.44531,-1.37005,3.2371,0.09567
32.86754,-97.63342,24534.69531,-1.43255,5.5496,0.46454
32.86758,-97.60145,24524.72656,-1.68255,5.4871,0.3167
32.8676,-97.56948,24522.53906,-2.18255,5.1746,0.16874
32.86762,-97.53751,24524.10156,-2.24505,4.6746,0.16826
32.86763,-97.50554,24527.82031,-1.62005,4.1121,0.31454
32.86762,-97.47357,24537.60156,-0.74505,3.4871,0.38815
32.86761,-97.4416,24529.97656,-0.55755,2.8621,0.16841
32.86759,-97.40964,24519.28906,-0.99505,2.0496,-0.05205
32.86756,-97.37767,24513.41406,-1.55755,1.2371,-0.19906
32.86752,-97.3457,24512.91406,-1.74505,0.6746,-0.199
32.86747,-97.31373,24511.66406,-1.49505,0.5496,-0.19912
32.86741,-97.28176,24514.57031,-1.12005,0.8621,-0.12576
32.86734,-97.24979,24520.38281,-0.74505,1.3621,-0.12598
32.86726,-97.21782,24523.57031,-0.62005,1.9246,-0.0523
32.86718,-97.18585,24532.44531,-0.55755,2.4871,0.16971
32.86708,-97.15389,24542.28906,-0.62005,2.9246,0.31841
32.86697,-97.12192,24544.38281,-0.87005,3.2996,0.31886
32.86686,-97.08995,24547.10156,-1.49505,3.5496,0.09602
32.86673,-97.05798,24533.47656,-2.30755,3.6746,-0.2753
32.8666,-97.02601,24522.60156,-2.99505,3.7371,-0.42295
32.86646,-96.99404,24523.97656,-2.99505,3.7996,-0.20031
32.86631,-96.96208,24519.57031,-2.37005,3.8621,0.0216
32.86614,-96.93011,24512.35156,-1.68255,3.7371,0.24361
32.86597,-96.89814,24507.41406,-1.55755,3.5496,0.24395
32.8944,-97.63347,24527.63281,-1.74505,5.2371,0.16956
32.89443,-97.60149,24525.82031,-2.18255,4.9871,0.09548
32.89446,-97.56951,24521.78906,-2.68255,4.7996,0.02153
32.89447,-97.53752,24522.07031,-2.62005,4.7996,0.09494
32.89448,-97.50554,24525.85156,-1.93255,4.7996,0.31508
32.89447,-97.47356,24530.16406,-1.30755,4.2996,0.24181
32.89446,-97.44158,24526.38281,-1.43255,3.1746,-0.12548
32.89444,-97.4096,24517.82031,-2.12005,2.1746,-0.34549
32.89441,-97.37762,24514.63281,-2.43255,1.6121,-0.3448
32.89437,-97.34564,24516.10156,-2.05755,1.2996,-0.12505
32.89432,-97.31366,24518.44531,-1.24505,1.1746,0.02142
32.89426,-97.28168,24521.88281,-0.49505,1.2996,0.02146
32.89419,-97.2497,24524.82031,0.00495,1.5496,0.02151
32.89411,-97.21772,24528.16406,0.12995,1.9246,0.02156
32.89403,-97.18574,24531.47656,-0.05755,2.4246,0.09559
32.89393,-97.15376,24544.38281,-0.37005,2.9246,0.31823
32.89383,-97.12179,24548.85156,-0.74505,3.2996,0.39315
32.89371,-97.08981,24546.75781,-1.37005,3.6121,0.17043
32.89359,-97.05783,24535.91406,-2.18255,3.7996,-0.20116
32.89345,-97.02585,24528.60156,-2.80755,4.0496,-0.27499
32.89331,-96.99387,24524.57031,-2.87005,4.2996,-0.2006
32.89316,-96.96189,24515.25781,-2.49505,4.3621,0.02164
32.893,-96.92991,24509.00781,-1.99505,4.1121,0.16985
32.92125,-97.63351,24530.57031,-2.12005,4.2371,-0.34816
32.92128,-97.60152,24524.28906,-2.49505,4.2371,-0.34767
32.92131,-97.56953,24518.32031,-2.74505,4.4871,-0.19957
32.92133,-97.53754,24519.60156,-2.49505,4.9871,0.0215
32.92133,-97.50555,24523.03906,-2.05755,5.2371,0.16865
32.92133,-97.47356,24521.78906,-2.18255,4.3621,-0.12562
32.92132,-97.44156,24520.16406,-2.68255,3.0496,-0.34559
32.92129,-97.40957,24515.75781,-2.99505,2.4246,-0.3446
32.92126,-97.37758,24515.53906,-2.80755,2.4871,-0.19781
32.92122,-97.34559,24519.22656,-2.24505,2.6121,0.09437
32.92117,-97.3136,24521.82031,-1.30755,2.3621,0.0945
32.92111,-97.28161,24522.22656,-0.37005,2.0496,0.02142
32.92105,-97.24962,24522.13281,0.31745,1.8621,-0.05201
32.92097,-97.21763,24524.88281,0.62995,1.9246,-0.12576
32.92088,-97.18564,24531.41406,0.50495,2.2996,-0.05227
