latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,9801.54883,15.76253,10.97554,-0.77416
32.76018,-97.60131,9802.26758,15.38753,10.47554,-0.16889
32.76021,-97.56938,9799.89258,14.70003,9.66304,0.01772
32.76022,-97.53746,9798.70508,13.88753,8.78804,0.24141
32.76023,-97.50554,9795.95508,13.95003,10.41304,0.53258
32.76023,-97.47361,9799.20508,15.45003,12.41304,0.45077
32.76021,-97.44169,9800.14258,17.45003,14.28804,0.19704
32.76019,-97.40976,9800.33008,17.88753,15.72554,0.04765
32.76016,-97.37784,9803.26758,16.13753,15.41304,-0.05703
32.76012,-97.34591,9806.73633,13.88753,14.66304,-0.41608
32.76007,-97.31399,9812.89258,14.13753,13.85054,0.16737
32.76001,-97.28206,9817.79883,14.57503,14.72554,-1.75458
32.75994,-97.25014,9819.42383,14.45003,13.72554,-4.13815
32.75987,-97.21821,9817.04883,15.38753,11.85054,3.56044
32.75978,-97.18629,9815.23633,14.88753,11.85054,9.08784
32.75968,-97.15437,9813.33008,14.01253,13.35054,9.07906
32.75958,-97.12244,9814.29883,15.88753,16.60054,8.41461
32.75946,-97.09052,9810.33008,21.20003,17.53804,4.57557
32.75934,-97.05859,9804.89258,24.63753,17.35054,0.06293
32.75921,-97.02667,9803.36133,21.88753,16.47554,-1.17484
32.75906,-96.99475,9802.58008,18.13753,14.41304,-1.36088
32.75891,-96.96282,9806.17383,18.07503,13.47554,-1.05972
32.75875,-96.9309,9809.61133,20.32503,14.97554,-0.46822
32.75858,-96.89897,9811.95508,21.95003,16.97554,-0.22896
32.787,-97.63328,9807.58008,16.57503,11.10054,0.05515
32.78703,-97.60134,9800.51758,15.38753,9.47554,0.01028
32.78705,-97.56941,9799.01758,13.13753,8.47554,-0.31833
32.78707,-97.53747,9794.01758,12.01253,7.41304,-0.10159
32.78708,-97.50554,9795.70508,13.20003,8.91304,-0.1165
32.78707,-97.4736,9801.29883,16.07503,10.72554,-0.89964
32.78706,-97.44167,9801.54883,18.82503,12.53804,-1.20631
32.78704,-97.40973,9803.70508,19.51253,15.16304,-0.57974
32.78701,-97.37779,9804.92383,17.63753,16.28804,0.10748
32.78697,-97.34586,9808.26758,15.26253,15.60054,0.36933
32.78692,-97.31392,9814.26758,14.57503,14.47554,0.86331
32.78686,-97.28199,9820.73633,13.76253,14.72554,-1.06626
32.78679,-97.25005,9829.45508,12.76253,14.41304,-1.40131
32.78671,-97.21812,9836.51758,14.07503,14.66304,7.15537
32.78663,-97.18618,9833.14258,16.51253,14.78804,11.39572
32.78653,-97.15425,9825.64258,19.45003,14.91304,8.25289
32.78642,-97.12231,9818.61133,23.70003,17.16304,4.2355
32.78631,-97.09037,9807.58008,28.20003,19.66304,2.02593
32.78619,-97.05844,9800.14258,28.32503,20.85054,1.40483
32.78605,-97.0265,9795.17383,22.32503,20.22554,1.70939
32.78591,-96.99457,9795.61133,16.32503,17.16304,1.32041
32.78576,-96.96264,9802.04883,15.82503,13.85054,-0.20685
32.7856,-96.9307,9805.95508,18.82503,13.72554,-0.8502
32.78543,-96.89877,9805.98633,21.38753,16.47554,-0.62524
32.81384,-97.63333,9794.70508,16.01253,10.22554,0.17489
32.81388,-97.60138,9796.29883,14.76253,7.16304,-0.87257
32.8139,-97.56943,9792.83008,12.51253,6.22554,-1.45475
32.81392,-97.53749,9792.73633,11.26253,6.41304,-1.25141
32.81392,-97.50554,9797.98633,12.57503,8.10054,-1.11556
32.81392,-97.47359,9798.39258,16.38753,9.97554,-1.2344
32.81391,-97.44165,9800.04883,19.95003,11.22554,-2.36147
32.81389,-97.4097,9803.86133,19.95003,14.16304,-2.26813
32.81386,-97.37775,9805.64258,17.45003,16.47554,-0.75263
32.81382,-97.3458,9808.76758,15.45003,16.53804,0.71376
32.81377,-97.31386,9813.08008,14.82503,15.72554,1.1328
32.81371,-97.28191,9820.61133,14.07503,15.78804,-0.25141
32.81364,-97.24996,9827.23633,12.63753,16.66304,0.46603
32.81356,-97.21802,9839.04883,13.26253,19.28804,3.66867
32.81348,-97.18607,9839.23633,17.26253,20.97554,3.43809
32.81338,-97.15413,9828.23633,22.32503,21.47554,2.46042
32.81327,-97.12218,9817.04883,26.45003,21.41304,1.67596
32.81316,-97.09023,9803.89258,29.20003,21.78804,0.07768
32.81303,-97.05829,9796.86133,28.20003,23.66304,0.05513
32.8129,-97.02634,9795.29883,21.95003,24.16304,2.14676
32.81276,-96.99439,9794.79883,15.57503,19.85054,4.1169
32.81261,-96.96245,9798.20508,15.26253,13.97554,2.08543
32.81244,-96.9305,9801.98633,19.13753,11.97554,-0.79127
32.81227,-96.89856,9801.95508,21.95003,15.10054,-1.10433
32.84069,-97.63337,9792.70508,13.01253,9.03804,-0.80479
32.84073,-97.60141,9790.29883,12.95003,4.97554,-2.39772
32.84075,-97.56946,9792.39258,12.63753,4.66304,-2.3443
32.84077,-97.5375,9797.83008,11.88753,6.72554,-1.65617
32.84077,-97.50554,9800.01758,12.38753,9.10054,-0.62371
32.84077,-97.47358,9804.64258,16.38753,11.78804,2.03563
32.84076,-97.44163,9802.04883,21.20003,12.41304,0.42009
32.84074,-97.40967,9801.48633,21.32503,14.41304,-2.28264
32.84071,-97.37771,9804.42383,17.95003,16.72554,-1.5683
32.84067,-97.34575,9807.39258,15.63753,17.41304,0.57183
32.84062,-97.31379,9809.64258,15.07503,17.22554,1.21526
32.84056,-97.28184,9813.92383,14.57503,17.60054,0.38427
32.84049,-97.24988,9818.79883,13.13753,19.28804,0.5036
32.84041,-97.21792,9824.33008,13.57503,21.91304,-1.3356
