latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,23347.64453,-4.83404,3.49873,-0.14164
32.76018,-97.60131,23348.11328,-4.52154,3.68623,0.04031
32.76021,-97.56938,23343.33203,-4.52154,3.62373,0.10088
32.76022,-97.53746,23339.11328,-4.58404,3.18623,0.04028
32.76023,-97.50554,23333.55078,-4.45904,2.56123,-0.08076
32.76023,-97.47361,23334.36328,-4.08404,1.87373,-0.20155
32.76021,-97.44169,23333.36328,-3.45904,1.31123,-0.20143
32.76019,-97.40976,23332.05078,-2.83404,0.74873,-0.14111
32.76016,-97.37784,23331.98828,-2.39654,0.49873,-0.20196
32.76012,-97.34591,23332.14453,-2.14654,0.49873,-0.32383
32.76007,-97.31399,23336.80078,-2.08404,0.68623,-0.446
32.76001,-97.28206,23340.98828,-2.27154,1.06123,-0.44651
32.75994,-97.25014,23343.23828,-2.70904,1.49873,-0.4469
32.75987,-97.21821,23348.11328,-3.14654,1.81123,-0.38619
32.75978,-97.18629,23355.11328,-3.52154,1.93623,-0.32532
32.75968,-97.15437,23355.01953,-3.70904,1.93623,-0.32522
32.75958,-97.12244,23349.64453,-3.77154,1.93623,-0.32495
32.75946,-97.09052,23342.05078,-3.58404,1.81123,-0.14205
32.75934,-97.05859,23337.98828,-3.20904,1.74873,-0.02035
32.75921,-97.02667,23337.61328,-2.83404,1.81123,-0.08116
32.75906,-96.99475,23333.61328,-2.64654,2.12373,-0.08125
32.75891,-96.96282,23332.05078,-2.83404,2.43623,-0.02042
32.75875,-96.9309,23332.67578,-3.52154,2.68623,-0.02045
32.75858,-96.89897,23333.01953,-4.58404,2.74873,-0.0816
32.787,-97.63328,23353.86328,-4.70904,3.56123,0.04037
32.78703,-97.60134,23345.83203,-4.52154,3.74873,0.28294
32.78705,-97.56941,23343.64453,-4.70904,3.68623,0.40412
32.78707,-97.53747,23339.33203,-4.95904,3.62373,0.28278
32.78708,-97.50554,23340.73828,-5.02154,3.31123,0.10082
32.78707,-97.4736,23344.83203,-4.70904,2.81123,0.04022
32.78706,-97.44167,23342.14453,-4.14654,2.12373,0.10053
32.78704,-97.40973,23339.67578,-3.39654,1.37373,0.04015
32.78701,-97.37779,23335.55078,-2.77154,0.87373,-0.20149
32.78697,-97.34586,23333.92578,-2.27154,0.56123,-0.44382
32.78692,-97.31392,23335.51953,-2.02154,0.56123,-0.62607
32.78686,-97.28199,23341.17578,-2.02154,0.74873,-0.56614
32.78679,-97.25005,23350.23828,-2.39654,1.06123,-0.38475
32.78671,-97.21812,23362.36328,-2.83404,1.43623,-0.20289
