latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,25877.42383,2.21387,1.97678,-0.20723
32.76018,-97.60131,25875.42383,1.58887,1.60178,-0.29952
32.76021,-97.56938,25871.23633,1.02637,1.60178,-0.29952
32.76022,-97.53746,25870.14258,0.77637,1.97678,-0.20746
32.76023,-97.50554,25868.98633,0.71387,2.28928,-0.20758
32.76023,-97.47361,25873.98633,0.58887,2.53928,-0.11566
32.76021,-97.44169,25876.33008,0.33887,2.72678,-0.11589
32.76019,-97.40976,25878.20508,-0.16113,3.03928,-0.02346
32.76016,-97.37784,25880.98633,-0.53613,3.47678,-0.02346
32.76012,-97.34591,25882.70508,-0.91113,3.97678,0.06902
32.76007,-97.31399,25887.64258,-1.22363,4.28928,-0.02343
32.76001,-97.28206,25891.89258,-1.41113,4.35178,-0.02342
32.75994,-97.25014,25894.48633,-1.28613,4.16428,-0.02341
32.75987,-97.21821,25899.83008,-0.97363,3.85178,0.06891
32.75978,-97.18629,25907.08008,-0.66113,3.60178,0.06892
32.75968,-97.15437,25906.73633,-0.47363,3.53928,-0.02342
32.75958,-97.12244,25900.51758,-0.53613,3.53928,-0.02342
32.75946,-97.09052,25891.83008,-0.66113,3.78928,-0.02343
32.75934,-97.05859,25886.76758,-0.66113,4.10178,-0.02344
32.75921,-97.02667,25885.26758,-0.66113,4.28928,-0.11592
32.75906,-96.99475,25880.33008,-0.78613,4.22678,-0.02344
32.75891,-96.96282,25879.08008,-0.66113,3.97678,-0.02342
32.75875,-96.9309,25881.54883,-0.16113,3.66428,0.06894
32.75858,-96.89897,25884.51758,0.65137,3.53928,0.06898
32.787,-97.63328,25881.95508,1.58887,1.97678,-0.20682
32.78703,-97.60134,25871.70508,1.40137,1.47678,-0.29893
32.78705,-97.56941,25869.92383,1.33887,1.41428,-0.20717
32.78707,-97.53747,25867.64258,1.27637,1.72678,-0.20729
32.78708,-97.50554,25872.04883,1.08887,1.97678,-0.11537
32.78707,-97.4736,25879.54883,0.83887,2.16428,-0.11547
32.78706,-97.44167,25880.58008,0.58887,2.41428,-0.1157
32.78704,-97.40973,25882.23633,0.27637,2.78928,-0.02344
32.78701,-97.37779,25881.83008,-0.09863,3.22678,0.06908
32.78697,-97.34586,25882.01758,-0.53613,3.72678,-0.02348
32.78692,-97.31392,25883.45508,-0.97363,4.03928,-0.02346
32.78686,-97.28199,25888.33008,-1.41113,4.03928,-0.11586
32.78679,-97.25005,25897.26758,-1.59863,3.72678,-0.1157
32.78671,-97.21812,25910.39258,-1.34863,3.22678,-0.1156
32.78663,-97.18618,25914.17383,-0.84863,2.85178,-0.02339
32.78653,-97.15425,25906.76758,-0.34863,2.78928,0.06889
32.78642,-97.12231,25901.17383,-0.22363,2.97678,0.06894
32.78631,-97.09037,25894.83008,-0.34863,3.28928,-0.02344
32.78619,-97.05844,25888.11133,-0.59863,3.66428,-0.02346
32.78605,-97.0265,25883.83008,-0.97363,3.85178,-0.11596
32.78591,-96.99457,25880.61133,-1.22363,3.78928,-0.11586
32.78576,-96.96264,25877.79883,-1.16113,3.60178,-0.11576
32.7856,-96.9307,25876.54883,-0.47363,3.28928,-0.02341
32.78543,-96.89877,25877.04883,0.58887,3.03928,0.06894
32.81384,-97.63333,25874.26758,0.96387,2.22678,-0.11485
32.81388,-97.60138,25873.42383,1.27637,1.78928,-0.11495
32.8139,-97.56943,25870.11133,1.58887,1.66428,-0.11511
32.81392,-97.53749,25870.98633,1.65137,1.78928,-0.02331
32.81392,-97.50554,25876.61133,1.40137,1.91428,-0.11524
32.81392,-97.47359,25878.17383,1.15137,1.97678,-0.11534
32.81391,-97.44165,25878.79883,0.96387,2.22678,-0.1155
32.81389,-97.4097,25880.26758,0.65137,2.66428,-0.02342
32.81386,-97.37775,25879.95508,0.21387,3.10178,-0.02347
32.81382,-97.3458,25878.92383,-0.28613,3.47678,-0.02349
32.81377,-97.31386,25879.45508,-0.97363,3.72678,-0.11609
32.81371,-97.28191,25884.39258,-1.53613,3.72678,-0.20834
32.81364,-97.24996,25890.54883,-1.91113,3.35178,-0.20787
32.81356,-97.21802,25902.58008,-1.78613,2.78928,-0.11547
32.81348,-97.18607,25905.01758,-1.09863,2.35178,-0.02335
32.81338,-97.15413,25903.98633,-0.34863,2.22678,0.06879
32.81327,-97.12218,25903.64258,0.15137,2.47678,0.06891
32.81316,-97.09023,25898.04883,0.15137,2.85178,0.069
32.81303,-97.05829,25892.23633,-0.28613,3.22678,-0.02346
32.8129,-97.02634,25886.11133,-0.97363,3.41428,-0.11596
32.81276,-96.99439,25882.04883,-1.53613,3.47678,-0.11583
32.81261,-96.96245,25878.61133,-1.53613,3.35178,-0.11566
32.81244,-96.9305,25872.70508,-0.78613,3.10178,-0.02339
32.81227,-96.89856,25870.04883,0.40137,2.72678,-0.02341
32.84069,-97.63337,25882.42383,0.65137,3.16428,0.15987
32.84073,-97.60141,25877.11133,1.21387,2.91428,0.16005
32.84075,-97.56946,25874.26758,1.65137,2.66428,0.06852
32.84077,-97.5375,25875.98633,1.71387,2.47678,-0.0233
32.84077,-97.50554,25876.83008,1.52637,2.22678,-0.11518
32.84077,-97.47358,25879.79883,1.40137,2.10178,-0.02331
32.84076,-97.44163,25876.36133,1.27637,2.22678,-0.02335
32.84074,-97.40967,25875.67383,1.02637,2.66428,-0.02341
32.84071,-97.37771,25876.04883,0.46387,3.03928,-0.02346
32.84067,-97.34575,25875.33008,-0.34863,3.28928,-0.11612
32.84062,-97.31379,25874.20508,-1.16113,3.41428,-0.20863
32.84056,-97.28184,25876.54883,-1.78613,3.47678,-0.20828
32.84049,-97.24988,25880.92383,-2.16113,3.22678,-0.20781
32.84041,-97.21792,25884.79883,-2.16113,2.78928,-0.2074
32.84032,-97.18596,25891.79883,-1.47363,2.28928,-0.11531
32.84023,-97.15401,25902.26758,-0.41113,2.03928,-0.02334
32.84012,-97.12205,25907.54883,0.46387,2.10178,0.06883
32.84001,-97.09009,25910.54883,0.71387,2.41428,0.06896
32.83988,-97.05813,25904.67383,0.21387,2.72678,0.06904
32.83975,-97.02618,25889.89258,-0.72363,2.97678,-0.11592
32.83961,-96.99422,25882.26758,-1.66113,3.22678,-0.2081
32.83946,-96.96226,25878.17383,-1.91113,3.28928,-0.11557
32.83929,-96.93031,25871.58008,-1.16113,3.16428,-0.1155
32.83912,-96.89835,25867.48633,0.15137,2.78928,-0.02338
32.86754,-97.63342,25888.54883,0.77637,4.53928,0.25169
32.86758,-97.60145,25879.17383,1.15137,4.28928,0.25198
32.8676,-97.56948,25876.51758,1.40137,3.85178,0.06858
32.86762,-97.53751,25876.42383,1.27637,3.28928,-0.02331
32.86763,-97.50554,25878.79883,1.15137,2.78928,-0.02329
32.86762,-97.47357,25889.14258,1.27637,2.47678,0.06856
32.86761,-97.4416,25883.79883,1.52637,2.47678,0.06869
32.86759,-97.40964,25875.67383,1.40137,2.72678,-0.0234
32.86756,-97.37767,25871.36133,0.65137,2.85178,-0.11596
32.86752,-97.3457,25871.39258,-0.41113,2.91428,-0.11605
32.86747,-97.31373,25870.08008,-1.28613,3.03928,-0.20851
32.86741,-97.28176,25872.54883,-2.03613,3.22678,-0.20816
32.86734,-97.24979,25877.83008,-2.41113,3.28928,-0.2077
