latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,1152.13525,2.33472,5.85612,0.06673
32.76018,-97.60131,1129.19775,2.83472,7.04362,-0.58967
32.76021,-97.56938,1115.479,1.33472,7.60612,1.24915
32.76022,-97.53746,1103.604,-3.29028,8.41862,1.67018
32.76023,-97.50554,1085.76025,-7.41528,7.54362,-0.01303
32.76023,-97.47361,1060.104,-8.60278,4.79362,-0.79941
32.76021,-97.44169,1036.94775,-9.16528,6.60612,0.93337
32.76019,-97.40976,1025.854,-10.47778,12.23112,0.99303
32.76016,-97.37784,1026.07275,-10.10278,15.29362,-0.13952
32.76012,-97.34591,1022.604,-9.16528,14.85612,-0.14794
32.76007,-97.31399,1017.01025,-9.66528,14.23112,0.5064
32.76001,-97.28206,1017.729,-11.85278,12.54362,0.18709
32.75994,-97.25014,1030.6665,-14.10278,10.10612,-0.74532
32.75987,-97.21821,1036.229,-13.79028,9.29362,-0.94074
32.75978,-97.18629,1024.38525,-12.72778,9.48112,0.67284
32.75968,-97.15437,1007.4165,-14.60278,10.85612,1.73013
32.75958,-97.12244,1026.19775,-18.04028,12.54362,1.68994
32.75946,-97.09052,1025.26025,-19.97778,14.04362,1.3233
32.75934,-97.05859,1015.63525,-20.04028,15.04362,1.00575
32.75921,-97.02667,1003.979,-19.47778,15.48112,0.87579
32.75906,-96.99475,995.354,-19.10278,16.29362,0.66088
32.75891,-96.96282,992.604,-18.97778,17.35612,0.37245
32.75875,-96.9309,990.604,-19.29028,18.16862,-0.01006
32.75858,-96.89897,1009.82275,-19.66528,18.48112,-0.18995
32.787,-97.63328,1158.854,3.20972,6.41862,-1.3091
32.78703,-97.60134,1141.5415,3.89722,7.48112,-0.00712
32.78705,-97.56941,1125.9165,0.27222,7.54362,1.60182
32.78707,-97.53747,1095.32275,-4.72778,8.54362,1.44602
32.78708,-97.50554,1060.604,-7.85278,8.10612,-0.52374
32.78707,-97.4736,1042.104,-7.35278,5.23112,-1.82233
32.78706,-97.44167,1034.6665,-7.04028,6.48112,0.69495
32.78704,-97.40973,1045.01025,-9.97778,10.91862,1.23995
32.78701,-97.37779,1042.69775,-11.10278,13.41862,-0.10688
32.78697,-97.34586,1022.854,-10.54028,13.04362,0.04559
32.78692,-97.31392,1029.38525,-11.47778,13.16862,1.06923
32.78686,-97.28199,1016.69775,-13.47778,13.10612,0.90682
32.78679,-97.25005,1007.38525,-14.41528,11.16862,-0.29217
32.78671,-97.21812,1006.57275,-14.04028,8.79362,-0.21189
32.78663,-97.18618,1002.69775,-14.54028,7.79362,1.38057
32.78653,-97.15425,994.82275,-17.10278,8.60612,2.05939
32.78642,-97.12231,1000.854,-19.54028,9.66862,1.26205
32.78631,-97.09037,1001.6665,-20.29028,10.85612,0.5808
32.78619,-97.05844,1006.604,-19.97778,11.98112,0.33693
32.78605,-97.0265,992.5415,-19.60278,12.79362,0.4125
32.78591,-96.99457,989.6665,-19.60278,13.73112,0.65888
32.78576,-96.96264,989.38525,-19.91528,14.66862,0.93233
32.7856,-96.9307,985.6665,-20.35278,15.29362,0.77984
32.78543,-96.89877,983.69775,-20.79028,15.66862,0.43342
32.81384,-97.63333,1143.2915,4.14722,8.10612,-0.81811
32.81388,-97.60138,1118.979,2.33472,7.79362,1.23244
32.8139,-97.56943,1085.229,-2.29028,7.41862,1.71411
32.81392,-97.53749,1063.6665,-6.41528,8.54362,1.09243
32.81392,-97.50554,1051.07275,-7.91528,8.48112,-1.27205
32.81392,-97.47359,1036.5415,-5.91528,6.16862,-1.89765
32.81391,-97.44165,1055.479,-5.41528,6.79362,0.92892
32.81389,-97.4097,1072.01025,-8.97778,9.79362,1.55168
32.81386,-97.37775,1049.979,-11.29028,11.98112,0.61475
32.81382,-97.3458,1045.13525,-11.72778,11.60612,0.78792
32.81377,-97.31386,1034.0415,-13.22778,11.29362,1.69032
32.81371,-97.28191,1028.69775,-15.29028,11.73112,1.53627
32.81364,-97.24996,1019.32275,-16.04028,10.79362,0.44103
32.81356,-97.21802,1019.4165,-15.97778,8.35612,0.11361
32.81348,-97.18607,1013.57275,-16.91528,7.04362,0.81695
32.81338,-97.15413,1011.729,-18.54028,7.73112,0.62678
32.81327,-97.12218,1012.44775,-19.29028,8.66862,-0.1486
32.81316,-97.09023,1002.82275,-18.97778,9.79362,-0.15409
32.81303,-97.05829,1001.51025,-18.54028,10.66862,0.06042
32.8129,-97.02634,1000.729,-18.47778,11.41862,0.37726
32.81276,-96.99439,1004.1665,-18.85278,12.23112,0.80654
32.81261,-96.96245,1002.979,-19.47778,12.91862,1.0309
32.81244,-96.9305,999.51025,-19.91528,13.60612,0.89906
32.81227,-96.89856,983.44775,-20.35278,13.85612,0.58657
32.84069,-97.63337,1109.01025,2.39722,8.54362,1.30289
32.84073,-97.60141,1089.13525,-1.54028,7.41862,1.81399
32.84075,-97.56946,1085.82275,-4.91528,7.35612,1.18415
32.84077,-97.5375,1080.1665,-7.29028,8.60612,0.36775
32.84077,-97.50554,1056.76025,-7.47778,8.79362,-1.42762
32.84077,-97.47358,1040.26025,-5.97778,6.66862,-0.97193
32.84076,-97.44163,1067.4165,-6.47778,6.41862,1.14755
32.84074,-97.40967,1071.69775,-9.60278,8.29362,1.85482
32.84071,-97.37771,1066.5415,-12.35278,10.10612,1.43402
32.84067,-97.34575,1055.19775,-13.79028,9.66862,1.39725
32.84062,-97.31379,1042.0415,-15.16528,9.16862,1.62007
32.84056,-97.28184,1034.604,-16.41528,9.60612,1.26838
32.84049,-97.24988,1035.38525,-16.79028,9.54362,0.26852
32.84041,-97.21792,1035.5415,-16.72778,8.23112,-0.01012
32.84032,-97.18596,1035.2915,-17.10278,7.85612,0.07866
32.84023,-97.15401,1034.104,-17.47778,9.04362,-0.45717
32.84012,-97.12205,1028.32275,-17.35278,9.85612,-0.71842
32.84001,-97.09009,1027.7915,-17.35278,10.23112,-0.16325
32.83988,-97.05813,1012.7915,-17.54028,10.16862,0.25733
32.83975,-97.02618,1010.0415,-17.79028,10.41862,0.53926
32.83961,-96.99422,1019.63525,-18.35278,11.10612,0.67277
32.83946,-96.96226,1015.26025,-18.91528,11.91862,0.88257
32.83929,-96.93031,1003.6665,-19.54028,12.73112,1.05345
32.83912,-96.89835,987.0415,-20.22778,12.91862,0.94855
32.86754,-97.63342,1127.19775,-2.10278,7.29362,2.1216
32.86758,-97.60145,1124.729,-5.29028,6.85612,1.14392
32.8676,-97.56948,1103.979,-6.22778,7.48112,0.48859
32.86762,-97.53751,1075.4165,-6.91528,8.85612,0.12837
32.86763,-97.50554,1048.26025,-7.35278,8.79362,-0.45293
32.86762,-97.47357,1044.729,-7.54028,6.48112,-0.35796
32.86761,-97.4416,1082.57275,-8.79028,5.79362,0.7237
32.86759,-97.40964,1087.1665,-11.29028,7.16862,1.6615
32.86756,-97.37767,1078.69775,-14.16528,8.41862,1.40025
32.86752,-97.3457,1057.26025,-15.85278,7.85612,1.00505
32.86747,-97.31373,1044.94775,-16.60278,7.91862,0.80107
32.86741,-97.28176,1044.19775,-16.91528,8.60612,0.20085
32.86734,-97.24979,1050.229,-16.79028,8.98112,-0.63403
32.86726,-97.21782,1055.13525,-16.47778,8.54362,-0.73288
32.86718,-97.18585,1047.01025,-16.41528,9.10612,-0.45648
32.86708,-97.15389,1039.229,-16.22778,10.85612,-0.48256
32.86697,-97.12192,1030.1665,-16.22778,11.54362,-0.2225
32.86686,-97.08995,1022.1665,-16.72778,11.04362,-0.14565
32.86673,-97.05798,1017.9165,-17.22778,10.29362,-0.11305
32.8666,-97.02601,1022.01025,-17.47778,9.79362,0.11939
32.86646,-96.99404,1015.76025,-17.79028,9.98112,0.54322
32.86631,-96.96208,1001.0415,-18.41528,10.79362,0.97574
32.86614,-96.93011,987.44775,-19.35278,11.54362,1.33612
32.86597,-96.89814,990.4165,-20.29028,11.79362,1.02917
32.8944,-97.63347,1111.104,-5.85278,6.04362,1.4401
32.89443,-97.60149,1106.32275,-7.04028,6.41862,0.34723
32.89446,-97.56951,1082.82275,-6.54028,7.35612,0.20195
32.89447,-97.53752,1065.69775,-6.47778,8.79362,0.40487
32.89448,-97.50554,1048.354,-7.66528,8.41862,0.26306
32.89447,-97.47356,1057.104,-8.72778,6.60612,-0.49722
32.89446,-97.44158,1073.9165,-9.79028,5.91862,0.20127
32.89444,-97.4096,1094.979,-12.35278,7.48112,1.41748
32.89441,-97.37762,1078.354,-15.54028,8.60612,0.92037
32.89437,-97.34564,1061.9165,-17.35278,7.85612,0.19644
32.89432,-97.31366,1058.26025,-17.85278,8.41862,-0.26444
32.89426,-97.28168,1058.94775,-17.54028,9.35612,-0.91954
32.89419,-97.2497,1066.4165,-16.66528,9.91862,-1.35589
32.89411,-97.21772,1058.4165,-15.72778,9.60612,-0.98773
32.89403,-97.18574,1050.07275,-15.54028,10.16862,-0.15413
32.89393,-97.15376,1043.82275,-16.04028,11.73112,0.38767
32.89383,-97.12179,1035.13525,-16.66528,12.48112,0.285
32.89371,-97.08981,1026.479,-17.04028,12.10612,-0.32001
32.89359,-97.05783,1029.479,-17.29028,11.10612,-0.50566
32.89345,-97.02585,1015.9165,-17.54028,9.85612,-0.07183
32.89331,-96.99387,1003.94775,-17.91528,9.23112,0.49546
32.89316,-96.96189,998.69775,-18.54028,9.73112,0.91444
32.893,-96.92991,988.2915,-19.54028,10.60612,0.96305
32.92125,-97.63351,1113.63525,-7.35278,5.54362,0.31785
32.92128,-97.60152,1091.32275,-7.41528,6.23112,-0.13088
32.92131,-97.56953,1073.1665,-6.72778,7.29362,0.16052
32.92133,-97.53754,1061.26025,-6.91528,8.60612,0.61399
32.92133,-97.50555,1051.13525,-8.22778,8.10612,0.14005
32.92133,-97.47356,1082.63525,-8.66528,6.85612,-1.1091
32.92132,-97.44156,1093.13525,-9.10278,6.41862,0.13984
32.92129,-97.40957,1095.57275,-12.22778,8.73112,2.00283
32.92126,-97.37758,1081.604,-15.72778,10.41862,0.97349
32.92122,-97.34559,1080.26025,-17.10278,9.04362,0.04312
32.92117,-97.3136,1078.32275,-17.54028,9.29362,-0.03373
