latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,11471.46777,14.01483,14.75004,-0.66488
32.76018,-97.60131,11472.90527,14.38983,14.93754,0.03641
32.76021,-97.56938,11471.24902,14.88983,17.50004,0.44941
32.76022,-97.53746,11471.53027,14.57733,21.00004,0.60271
32.76023,-97.50554,11470.87402,13.26483,23.18754,0.63056
32.76023,-97.47361,11476.46777,11.20233,22.43754,0.46868
32.76021,-97.44169,11478.74902,9.13983,20.50004,0.17142
32.76019,-97.40976,11479.65527,8.38983,18.81254,0.06341
32.76016,-97.37784,11482.87402,9.32733,17.87504,-0.05342
32.76012,-97.34591,11486.03027,10.45233,17.25004,-0.48461
32.76007,-97.31399,11491.93652,11.07733,16.56254,-0.8619
32.76001,-97.28206,11496.43652,9.88983,15.56254,-1.17629
32.75994,-97.25014,11496.84277,4.45233,13.25004,-3.77346
32.75987,-97.21821,11505.96777,5.32733,11.31254,-0.51387
32.75978,-97.18629,11515.81152,13.01483,9.68754,8.25702
32.75968,-97.15437,11515.99902,17.45233,12.56254,9.7833
32.75958,-97.12244,11512.78027,22.95233,15.25004,5.02677
32.75946,-97.09052,11502.15527,26.82733,13.75004,-0.35224
32.75934,-97.05859,11491.65527,25.13983,8.81254,-1.03217
32.75921,-97.02667,11489.59277,23.01483,5.93754,-0.65232
32.75906,-96.99475,11488.24902,21.76483,6.87504,-1.21074
32.75891,-96.96282,11489.71777,20.45233,9.62504,-1.28808
32.75875,-96.9309,11491.96777,20.13983,11.06254,-1.01718
32.75858,-96.89897,11492.84277,20.45233,12.18754,-0.59406
32.787,-97.63328,11478.43652,15.32733,14.62504,-0.34049
32.78703,-97.60134,11471.49902,15.82733,16.50004,0.56613
32.78705,-97.56941,11471.21777,16.32733,20.00004,0.65666
32.78707,-97.53747,11468.65527,15.63983,23.56254,0.28854
32.78708,-97.50554,11472.49902,13.70233,23.87504,-0.06257
32.78707,-97.4736,11479.78027,11.07733,20.81254,-0.45857
32.78706,-97.44167,11480.37402,8.70233,19.00004,-0.69143
32.78704,-97.40973,11482.12402,7.76483,18.62504,-0.3767
32.78701,-97.37779,11483.84277,8.51483,18.31254,0.11724
32.78697,-97.34586,11487.90527,9.63983,17.81254,0.12619
32.78692,-97.31392,11493.03027,10.45233,17.50004,-0.05339
32.78686,-97.28199,11499.18652,9.38983,17.00004,-0.64628
32.78679,-97.25005,11507.49902,5.57733,16.37504,-2.1541
32.78671,-97.21812,11525.06152,6.20233,17.93754,1.8177
32.78663,-97.18618,11531.56152,12.57733,17.87504,5.20358
32.78653,-97.15425,11523.81152,18.82733,18.31254,2.34274
32.78642,-97.12231,11512.93652,23.07733,17.56254,0.09997
32.78631,-97.09037,11497.37402,23.70233,14.37504,0.89545
32.78619,-97.05844,11485.96777,21.32733,12.62504,2.43102
32.78605,-97.0265,11481.37402,20.51483,10.37504,2.15235
32.78591,-96.99457,11482.87402,22.51483,7.81254,-0.49714
32.78576,-96.96264,11487.59277,23.26483,8.62504,-1.93957
32.7856,-96.9307,11489.15527,21.95233,11.00004,-1.53009
32.78543,-96.89877,11488.12402,21.20233,12.12504,-0.97161
32.81384,-97.63333,11470.09277,16.38983,17.87504,0.2521
32.81388,-97.60138,11471.31152,16.51483,20.31254,0.42308
32.8139,-97.56943,11469.03027,16.88983,23.06254,0.37866
32.81392,-97.53749,11469.90527,16.20233,24.87504,-0.01753
32.81392,-97.50554,11475.12402,14.13983,22.12504,-0.84684
32.81392,-97.47359,11476.46777,11.88983,17.06254,-1.60084
32.81391,-97.44165,11477.43652,9.63983,15.93754,-1.85964
32.81389,-97.4097,11480.71777,7.82733,17.37504,-1.33807
32.81386,-97.37775,11483.59277,7.45233,18.31254,-0.52953
32.81382,-97.3458,11486.71777,8.26483,18.56254,0.07234
32.81377,-97.31386,11491.09277,9.51483,18.93754,0.3688
32.81371,-97.28191,11497.93652,9.26483,19.00004,-0.08037
32.81364,-97.24996,11504.53027,7.63983,19.68754,-0.46646
32.81356,-97.21802,11519.46777,7.76483,21.68754,0.35977
32.81348,-97.18607,11523.96777,10.57733,21.00004,-0.4765
32.81338,-97.15413,11515.21777,14.57733,17.87504,-0.21619
32.81327,-97.12218,11504.96777,17.20233,13.62504,1.29523
32.81316,-97.09023,11491.74902,17.32733,12.75004,0.27233
32.81303,-97.05829,11481.21777,16.07733,16.68754,0.20813
32.8129,-97.02634,11478.68652,16.20233,17.18754,2.51558
32.81276,-96.99439,11480.65527,19.95233,12.87504,2.67467
32.81261,-96.96245,11484.99902,24.20233,10.12504,-0.44221
32.81244,-96.9305,11485.74902,24.26483,11.37504,-1.96392
32.81227,-96.89856,11484.12402,22.32733,12.68754,-1.50183
32.84069,-97.63337,11472.53027,16.70233,18.93754,-0.22492
32.84073,-97.60141,11469.43652,16.01483,22.00004,-0.47726
32.84075,-97.56946,11469.59277,15.38983,23.25004,-0.26114
32.84077,-97.5375,11473.96777,14.95233,22.31254,-0.20707
32.84077,-97.50554,11476.12402,13.88983,18.00004,-0.8376
32.84077,-97.47358,11480.18652,13.20233,13.87504,-1.01551
32.84076,-97.44163,11477.28027,12.13983,13.75004,-1.3568
32.84074,-97.40967,11477.84277,9.45233,15.81254,-1.45693
32.84071,-97.37771,11480.87402,7.01483,17.25004,-0.94386
32.84067,-97.34575,11484.24902,6.70233,18.50004,-0.11632
32.84062,-97.31379,11486.96777,7.88983,19.31254,0.52167
32.84056,-97.28184,11490.96777,8.45233,19.50004,0.26115
32.84049,-97.24988,11495.65527,8.38983,20.12504,-0.03545
32.84041,-97.21792,11501.62402,7.45233,20.06254,-0.63782
32.84032,-97.18596,11505.31152,7.70233,17.81254,-1.13517
32.84023,-97.15401,11502.99902,11.51483,13.12504,1.43756
32.84012,-97.12205,11498.99902,14.88983,10.62504,0.9513
32.84001,-97.09009,11489.28027,14.63983,12.75004,-3.1714
32.83988,-97.05813,11483.53027,12.82733,19.25004,-2.4981
32.83975,-97.02618,11483.87402,13.82733,20.50004,4.38073
32.83961,-96.99422,11481.99902,19.13983,15.93754,7.20622
32.83946,-96.96226,11481.21777,25.20233,12.68754,2.13533
32.83929,-96.93031,11482.46777,26.20233,12.50004,-2.15433
32.83912,-96.89835,11483.06152,23.45233,13.37504,-2.01463
32.86754,-97.63342,11469.81152,15.57733,14.68754,-1.72503
32.86758,-97.60145,11466.56152,15.20233,18.56254,-1.41757
32.8676,-97.56948,11470.65527,14.45233,18.81254,-0.6946
32.86762,-97.53751,11475.68652,14.13983,16.75004,-0.25205
32.86763,-97.50554,11480.46777,13.45233,14.37504,-0.15266
32.86762,-97.47357,11492.09277,13.20233,13.62504,0.45044
32.86761,-97.4416,11487.56152,12.82733,14.43754,0.18048
32.86759,-97.40964,11480.59277,10.45233,15.50004,-0.57594
32.86756,-97.37767,11478.59277,7.38983,16.50004,-0.60296
32.86752,-97.3457,11481.96777,6.13983,18.31254,0.01849
32.86747,-97.31373,11483.37402,6.76483,19.25004,0.81891
32.86741,-97.28176,11487.24902,7.45233,18.81254,0.72877
32.86734,-97.24979,11493.43652,7.88983,18.37504,0.41407
32.86726,-97.21782,11497.43652,6.01483,17.12504,-0.49429
32.86718,-97.18585,11497.40527,4.57733,15.81254,-1.83129
