latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,4805.42773,9.59322,34.03575,-0.46602
32.76018,-97.60131,4794.45898,9.78072,33.66075,-0.41237
32.76021,-97.56938,4791.39648,11.15572,32.59825,0.10849
32.76022,-97.53746,4788.36523,12.34322,32.03575,-0.63407
32.76023,-97.50554,4780.11523,12.96822,31.66075,-0.86005
32.76023,-97.47361,4766.83398,13.59322,30.53575,0.20412
32.76021,-97.44169,4752.55273,14.15572,29.41075,0.76775
32.76019,-97.40976,4746.67773,15.09322,28.34825,0.42002
32.76016,-97.37784,4748.33398,14.90572,26.72325,-0.01725
32.76012,-97.34591,4750.89648,12.21822,23.84825,-0.0129
32.76007,-97.31399,4759.42773,11.34322,21.91075,1.79867
32.76001,-97.28206,4763.55273,14.59322,21.22325,3.67086
32.75994,-97.25014,4762.83398,17.53072,17.97325,3.1972
32.75987,-97.21821,4749.05273,16.96822,21.72325,2.11506
32.75978,-97.18629,4741.70898,13.53072,29.16075,2.49666
32.75968,-97.15437,4740.80273,11.09322,32.34825,3.59444
32.75958,-97.12244,4755.61523,11.40572,32.66075,2.77215
32.75946,-97.09052,4753.55273,12.46822,30.22325,1.18814
32.75934,-97.05859,4747.11523,13.09322,28.41075,1.21742
32.75921,-97.02667,4739.45898,14.09322,27.09825,1.80292
32.75906,-96.99475,4731.49023,14.15572,24.47325,0.99868
32.75891,-96.96282,4734.33398,11.34322,21.53575,0.43728
32.75875,-96.9309,4741.11523,8.90572,21.03575,1.09295
32.75858,-96.89897,4754.05273,9.15572,21.72325,2.6592
32.787,-97.63328,4810.14648,9.53072,33.22325,-1.54011
32.78703,-97.60134,4798.52148,9.59322,33.28575,-0.16039
32.78705,-97.56941,4796.58398,10.71822,32.91075,-0.38187
32.78707,-97.53747,4781.89648,11.34322,32.16075,-1.0768
32.78708,-97.50554,4767.30273,12.46822,32.03575,-0.77182
32.78707,-97.4736,4753.61523,13.71822,32.34825,-0.68422
32.78706,-97.44167,4746.52148,14.28072,32.09825,0.38557
32.78704,-97.40973,4755.80273,14.53072,30.84825,0.63758
32.78701,-97.37779,4757.14648,13.84322,29.47325,0.13454
32.78697,-97.34586,4751.77148,11.78072,27.66075,-0.64497
32.78692,-97.31392,4767.67773,11.84322,25.34825,2.12807
32.78686,-97.28199,4762.42773,12.90572,22.84825,5.0487
32.78679,-97.25005,4751.64648,12.21822,17.41075,5.53608
32.78671,-97.21812,4738.20898,11.09322,20.53575,4.06011
32.78663,-97.18618,4733.83398,10.09322,31.84825,2.28837
32.78653,-97.15425,4735.89648,10.28072,38.09825,3.05892
32.78642,-97.12231,4737.55273,11.40572,35.34825,3.12848
32.78631,-97.09037,4731.70898,11.40572,29.84825,1.54678
32.78619,-97.05844,4733.64648,11.40572,27.72325,0.24211
32.78605,-97.0265,4726.80273,12.15572,26.47325,0.16844
32.78591,-96.99457,4727.30273,11.84322,24.78575,0.84199
32.78576,-96.96264,4733.36523,9.96822,24.28575,1.56503
32.7856,-96.9307,4735.95898,9.46822,25.91075,1.60765
32.78543,-96.89877,4735.24023,11.46822,26.28575,1.26357
32.81384,-97.63333,4792.92773,7.96822,32.47325,0.1776
32.81388,-97.60138,4786.92773,9.65572,33.72325,0.12557
32.8139,-97.56943,4771.83398,9.78072,33.09825,-1.14825
32.81392,-97.53749,4765.36523,10.15572,31.59825,-0.68013
32.81392,-97.50554,4763.17773,12.34322,30.84825,-0.49718
32.81392,-97.47359,4745.92773,14.21822,32.84825,-0.98712
32.81391,-97.44165,4756.55273,14.34322,35.16075,0.22914
32.81389,-97.4097,4768.77148,13.71822,34.66075,0.7417
32.81386,-97.37775,4760.64648,12.59322,32.78575,0.34761
32.81382,-97.3458,4763.77148,11.03072,31.47325,-1.1519
32.81377,-97.31386,4769.99023,13.28072,30.03575,2.45585
32.81371,-97.28191,4767.39648,15.46822,25.84825,5.4969
32.81364,-97.24996,4755.49023,12.46822,18.91075,4.71051
