latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,7807.44043,19.33207,18.95774,-0.88066
32.76018,-97.60131,7804.69043,19.01957,15.70774,-1.04397
32.76021,-97.56938,7802.28418,20.08207,15.08274,-1.05612
32.76022,-97.53746,7799.22168,22.14457,17.14524,-0.33726
32.76023,-97.50554,7792.81543,23.20707,18.08274,0.23045
32.76023,-97.47361,7790.37793,22.39457,17.95774,0.01911
32.76021,-97.44169,7787.37793,20.33207,21.33274,-0.53541
32.76019,-97.40976,7786.59668,17.95707,25.14524,-0.77594
32.76016,-97.37784,7789.50293,15.51957,24.77024,-0.29397
32.76012,-97.34591,7792.03418,13.51957,22.83274,0.56687
32.76007,-97.31399,7797.50293,11.58207,20.58274,1.45779
32.76001,-97.28206,7804.87793,12.58207,16.39524,-1.04204
32.75994,-97.25014,7809.50293,17.39457,15.08274,-1.02933
32.75987,-97.21821,7801.28418,20.76957,15.33274,3.39991
32.75978,-97.18629,7790.50293,19.20707,19.02024,4.34315
32.75968,-97.15437,7785.90918,15.64457,21.70774,3.85652
32.75958,-97.12244,7792.22168,14.58207,19.52024,3.78819
32.75946,-97.09052,7790.40918,15.33207,20.45774,3.45977
32.75934,-97.05859,7786.97168,16.45707,23.95774,1.79255
32.75921,-97.02667,7786.97168,18.20707,25.58274,-0.29442
32.75906,-96.99475,7786.44043,18.76957,26.08274,-1.20386
32.75891,-96.96282,7790.47168,17.89457,25.64524,-1.25793
32.75875,-96.9309,7795.65918,18.08207,24.45774,-0.41402
32.75858,-96.89897,7803.06543,19.89457,24.70774,0.49999
32.787,-97.63328,7813.59668,17.76957,20.08274,-0.51244
32.78703,-97.60134,7805.06543,15.83207,14.64524,-1.29192
32.78705,-97.56941,7803.75293,16.39457,14.20774,-1.41847
32.78707,-97.53747,7794.62793,18.70707,16.70774,-0.84392
32.78708,-97.50554,7790.03418,19.83207,17.89524,-0.50531
32.78707,-97.4736,7790.69043,19.76957,17.58274,-1.46879
32.78706,-97.44167,7788.84668,18.95707,20.64524,-2.6777
32.78704,-97.40973,7792.22168,17.01957,24.89524,-2.5043
32.78701,-97.37779,7792.94043,15.14457,25.08274,-1.31787
32.78697,-97.34586,7793.59668,13.39457,23.95774,0.44633
32.78692,-97.31392,7801.75293,10.83207,21.70774,1.4994
32.78686,-97.28199,7809.59668,11.45707,18.58274,-0.39627
32.78679,-97.25005,7816.56543,16.26957,18.95774,2.83187
32.78671,-97.21812,7808.72168,17.45707,17.08274,8.16233
32.78663,-97.18618,7796.06543,13.83207,17.14524,8.88161
32.78653,-97.15425,7791.28418,12.33207,17.14524,8.76239
32.78642,-97.12231,7791.31543,16.26957,14.39524,6.89175
32.78631,-97.09037,7783.62793,21.01957,15.58274,3.20548
32.78619,-97.05844,7780.65918,22.08207,21.52024,0.99032
32.78605,-97.0265,7777.75293,20.83207,26.45774,0.25998
32.78591,-96.99457,7779.31543,18.58207,27.39524,0.19355
32.78576,-96.96264,7785.50293,16.70707,25.02024,-0.26988
32.7856,-96.9307,7790.09668,17.14457,23.45774,-0.52837
32.78543,-96.89877,7791.84668,19.89457,24.58274,-0.11315
32.81384,-97.63333,7797.37793,16.51957,21.52024,-0.95256
32.81388,-97.60138,7797.12793,13.58207,15.70774,-1.77388
32.8139,-97.56943,7790.90918,13.58207,15.64524,-1.16301
32.81392,-97.53749,7789.40918,15.58207,16.77024,-0.77039
32.81392,-97.50554,7791.90918,17.51957,17.08274,-1.02208
32.81392,-97.47359,7783.31543,17.45707,17.20774,-0.4389
32.81391,-97.44165,7788.56543,17.14457,19.33274,-1.82983
32.81389,-97.4097,7796.34668,17.76957,22.70774,-3.30636
32.81386,-97.37775,7794.87793,17.33207,23.58274,-2.44535
32.81382,-97.3458,7798.19043,15.45707,23.89524,-0.07728
32.81377,-97.31386,7803.12793,12.01957,22.39524,1.20529
32.81371,-97.28191,7812.69043,10.58207,21.58274,0.22373
32.81364,-97.24996,7815.84668,13.58207,23.77024,2.53557
