latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,14376.5957,30.50153,25.91924,0.0016
32.76018,-97.60131,14374.50195,31.06403,24.66924,-0.14905
32.76021,-97.56938,14371.5957,30.93903,23.73174,-0.02585
32.76022,-97.53746,14371.68945,30.62653,23.23174,0.09779
32.76023,-97.50554,14369.7207,30.31403,22.85674,0.1665
32.76023,-97.47361,14373.25195,29.93903,22.54424,0.20753
32.76021,-97.44169,14374.0957,29.56403,22.41924,0.23471
32.76019,-97.40976,14374.12695,29.50153,22.41924,0.37127
32.76016,-97.37784,14374.75195,29.75153,22.54424,0.42528
32.76012,-97.34591,14374.50195,30.31403,22.41924,0.38359
32.76007,-97.31399,14377.6582,30.87653,21.73174,0.27404
32.76001,-97.28206,14381.06445,31.00153,20.60674,0.13782
32.75994,-97.25014,14385.43945,30.12653,19.66924,0.31444
32.75987,-97.21821,14394.8457,29.37653,20.23174,0.96298
32.75978,-97.18629,14400.8457,30.06403,21.79424,0.46044
32.75968,-97.15437,14396.0332,31.37653,22.66924,-0.30901
32.75958,-97.12244,14388.50195,32.25153,22.48174,-0.43158
32.75946,-97.09052,14381.1582,32.56403,21.98174,-0.01196
32.75934,-97.05859,14377.06445,33.18903,21.48174,0.28594
32.75921,-97.02667,14375.75195,34.25153,20.73174,0.29948
32.75906,-96.99475,14370.81445,35.43903,19.91924,0.25894
32.75891,-96.96282,14368.5957,36.68903,19.10674,0.20476
32.75875,-96.9309,14368.06445,37.56403,18.41924,-0.07978
32.75858,-96.89897,14369.12695,37.87653,18.23174,-0.12057
32.787,-97.63328,14386.12695,29.31403,26.85674,0.45275
32.78703,-97.60134,14375.2832,30.12653,25.54424,0.02896
32.78705,-97.56941,14373.18945,30.43903,24.23174,-0.10799
32.78707,-97.53747,14370.37695,30.43903,23.41924,-0.06697
32.78708,-97.50554,14373.7207,30.18903,22.85674,0.04278
32.78707,-97.4736,14380.2207,29.87653,22.48174,0.17997
32.78706,-97.44167,14379.93945,29.62653,22.23174,0.33069
32.78704,-97.40973,14380.1582,29.75153,22.23174,0.41247
32.78701,-97.37779,14379.06445,30.06403,22.35674,0.4667
32.78697,-97.34586,14379.25195,30.50153,22.41924,0.46614
32.78692,-97.31392,14380.68945,30.81403,22.23174,0.32922
32.78686,-97.28199,14386.0332,30.62653,21.73174,0.30192
32.78679,-97.25005,14396.5332,30.00153,21.60674,0.60079
32.78671,-97.21812,14410.06445,30.00153,22.60674,0.70698
32.78663,-97.18618,14409.87695,30.93903,23.41924,0.20476
32.78653,-97.15425,14398.5332,31.75153,23.35674,-0.03907
32.78642,-97.12231,14393.43945,32.00153,22.73174,0.24584
32.78631,-97.09037,14388.5957,31.68903,22.16924,0.28654
32.78619,-97.05844,14382.5957,31.75153,22.16924,0.28551
32.78605,-97.0265,14378.81445,33.00153,21.98174,0.49987
32.78591,-96.99457,14375.7207,35.00153,21.23174,0.56704
32.78576,-96.96264,14371.9082,36.81403,20.29424,0.44681
32.7856,-96.9307,14367.5957,38.12653,19.48174,0.15035
32.78543,-96.89877,14364.7207,38.68903,18.98174,-0.14754
32.81384,-97.63333,14379.4082,28.12653,26.79424,0.67389
32.81388,-97.60138,14378.31445,29.00153,26.23174,0.39854
32.8139,-97.56943,14373.68945,29.81403,25.35674,0.17938
32.81392,-97.53749,14373.2207,30.18903,24.54424,0.11104
32.81392,-97.50554,14378.6582,30.18903,23.79424,0.1111
32.81392,-97.47359,14381.00195,29.93903,23.23174,0.31651
32.81391,-97.44165,14382.12695,29.93903,22.85674,0.58981
32.81389,-97.4097,14383.25195,30.18903,22.66924,0.68516
32.81386,-97.37775,14382.68945,30.50153,22.54424,0.6301
32.81382,-97.3458,14381.7832,30.81403,22.60674,0.50698
32.81377,-97.31386,14382.4707,31.00153,22.54424,0.34307
32.81371,-97.28191,14388.00195,30.81403,22.35674,0.35663
32.81364,-97.24996,14394.50195,30.37653,22.66924,0.57407
32.81356,-97.21802,14404.9082,30.50153,23.48174,0.47737
32.81348,-97.18607,14404.7832,31.12653,23.73174,0.39534
32.81338,-97.15413,14401.3457,31.62653,23.29424,0.50426
32.81327,-97.12218,14403.2207,31.56403,22.73174,0.49082
32.81316,-97.09023,14400.1582,31.37653,22.79424,0.72033
32.81303,-97.05829,14391.68945,31.68903,24.04424,0.8942
32.8129,-97.02634,14384.0332,32.68903,25.04424,0.79687
32.81276,-96.99439,14380.0957,34.43903,24.54424,0.74116
32.81261,-96.96245,14376.06445,36.50153,23.23174,0.63378
32.81244,-96.9305,14368.0332,38.06403,21.73174,0.44668
32.81227,-96.89856,14362.4707,38.93903,20.60674,0.12334
32.84069,-97.63337,14383.06445,27.68903,25.98174,0.6214
32.84073,-97.60141,14378.4082,28.37653,26.48174,0.59192
32.84075,-97.56946,14375.68945,29.12653,26.41924,0.52204
32.84077,-97.5375,14377.37695,29.68903,25.91924,0.37105
32.84077,-97.50554,14379.2207,29.81403,25.23174,0.20692
32.84077,-97.47358,14384.0957,29.68903,24.73174,0.37116
32.84076,-97.44163,14382.00195,29.68903,24.35674,0.73984
32.84074,-97.40967,14381.87695,30.00153,23.98174,0.87525
32.84071,-97.37771,14382.43945,30.43903,23.60674,0.69758
32.84067,-97.34575,14382.25195,30.81403,23.35674,0.50653
32.84062,-97.31379,14381.4082,31.06403,23.16924,0.411
32.84056,-97.28184,14383.5332,31.00153,23.10674,0.41075
32.84049,-97.24988,14387.2207,30.81403,23.41924,0.46475
32.84041,-97.21792,14390.37695,30.75153,23.91924,0.45045
32.84032,-97.18596,14396.2832,31.06403,23.85674,0.53175
32.84023,-97.15401,14403.62695,31.18903,23.16924,0.27355
32.84012,-97.12205,14409.18945,31.50153,22.98174,0.46308
32.84001,-97.09009,14403.00195,32.93903,23.48174,0.02875
32.83988,-97.05813,14387.18945,33.81403,24.35674,-1.27965
32.83975,-97.02618,14375.68945,33.50153,25.48174,-1.14198
32.83961,-96.99422,14373.4082,33.81403,26.48174,-0.37755
32.83946,-96.96226,14374.12695,35.18903,26.10674,0.3118
32.83929,-96.93031,14369.9082,36.87653,24.41924,0.74318
32.83912,-96.89835,14364.31445,38.25153,22.60674,0.44749
32.86754,-97.63342,14382.2832,28.00153,25.48174,0.30543
32.86758,-97.60145,14375.7207,28.18903,26.29424,0.52545
32.8676,-97.56948,14376.0332,28.56403,26.66924,0.60673
32.86762,-97.53751,14377.75195,28.93903,26.41924,0.40008
32.86763,-97.50554,14381.4082,29.00153,25.91924,0.24901
32.86762,-97.47357,14392.6582,28.87653,25.54424,0.39996
32.86761,-97.4416,14388.68945,28.75153,25.35674,0.65978
32.86759,-97.40964,14382.81445,29.06403,25.10674,0.795
32.86756,-97.37767,14380.43945,29.62653,24.73174,0.64357
32.86752,-97.3457,14381.3457,30.18903,24.23174,0.47909
32.86747,-97.31373,14379.5332,30.75153,23.85674,0.42414
32.86741,-97.28176,14381.18945,31.06403,23.73174,0.42388
32.86734,-97.24979,14385.7207,31.06403,23.98174,0.43725
32.86726,-97.21782,14389.18945,30.87653,24.35674,0.54567
32.86718,-97.18585,14396.9707,30.43903,24.23174,0.58665
32.86708,-97.15389,14405.18945,30.43903,23.66924,0.5035
32.86697,-97.12192,14403.12695,31.75153,23.98174,0.17762
32.86686,-97.08995,14392.3457,33.06403,24.04424,-1.42275
32.86673,-97.05798,14376.25195,33.68903,23.91924,-1.50007
32.8666,-97.02601,14367.68945,34.50153,24.73174,-0.59456
32.86646,-96.99404,14369.1582,34.37653,25.85674,-0.82985
32.86631,-96.96208,14372.2207,33.75153,26.41924,-0.05278
32.86614,-96.93011,14371.7832,34.75153,25.85674,0.93449
32.86597,-96.89814,14367.2832,36.87653,24.35674,0.58278
32.8944,-97.63347,14374.93945,28.06403,25.23174,0.19559
32.89443,-97.60149,14377.93945,27.75153,25.60674,0.49965
32.89446,-97.56951,14376.8457,27.81403,25.85674,0.45747
32.89447,-97.53752,14376.81445,28.06403,25.79424,0.29162
32.89448,-97.50554,14379.68945,28.12653,25.35674,0.29154
32.89447,-97.47356,14385.4707,28.06403,24.98174,0.47045
32.89446,-97.44158,14385.9707,28.00153,24.91924,0.53828
32.89444,-97.4096,14382.2207,28.12653,25.04424,0.46837
32.89441,-97.37762,14382.18945,28.50153,25.10674,0.48066
32.89437,-97.34564,14384.0957,29.25153,24.85674,0.56078
32.89432,-97.31366,14385.0332,30.25153,24.54424,0.43685
32.89426,-97.28168,14387.1582,31.12653,24.35674,0.30074
32.89419,-97.2497,14389.2207,31.25153,24.41924,0.31434
32.89411,-97.21772,14393.68945,30.93903,24.73174,0.54583
32.89403,-97.18574,14396.31445,29.93903,24.73174,0.58682
32.89393,-97.15376,14408.0957,29.93903,25.16924,0.71924
32.89383,-97.12179,14406.6582,31.31403,25.79424,0.19087
32.89371,-97.08981,14395.87695,32.31403,25.73174,-0.48456
32.89359,-97.05783,14382.9082,34.18903,26.04424,0.13605
32.89345,-97.02585,14371.37695,36.00153,25.41924,-0.4869
32.89331,-96.99387,14369.50195,34.43903,24.04424,-0.91599
32.89316,-96.96189,14371.06445,32.37653,24.66924,0.28818
32.893,-96.92991,14371.3457,33.18903,25.73174,0.91018
32.92125,-97.63351,14383.25195,27.31403,24.48174,0.47351
32.92128,-97.60152,14380.9707,27.25153,24.48174,0.4861
32.92131,-97.56953,14375.56445,27.62653,24.60674,0.23673
32.92133,-97.53754,14375.2832,27.75153,24.60674,0.2229
32.92133,-97.50555,14378.62695,27.75153,24.29424,0.40234
32.92133,-97.47356,14380.75195,27.87653,23.91924,0.49818
32.92132,-97.44156,14383.93945,28.06403,23.73174,0.51106
32.92129,-97.40957,14382.9707,28.12653,24.10674,0.50985
32.92126,-97.37758,14384.2832,28.25153,24.79424,0.60439
32.92122,-97.34559,14387.18945,28.68903,25.54424,0.68393
32.92117,-97.3136,14387.68945,29.68903,25.98174,0.61349
32.92111,-97.28161,14386.9082,30.68903,25.73174,0.40904
32.92105,-97.24962,14386.43945,31.06403,25.29424,0.30038
32.92097,-97.21763,14390.2832,30.81403,25.16924,0.45005
32.92088,-97.18564,14397.12695,30.12653,25.35674,0.53175
32.92078,-97.15364,14410.12695,30.18903,26.54424,0.61165
32.92068,-97.12165,14405.4082,31.56403,27.48174,0.10988
32.92056,-97.08966,14393.56445,33.56403,27.73174,-0.29613
32.92044,-97.05767,14380.25195,35.56403,27.48174,-0.63597
32.92031,-97.02568,14369.0957,35.56403,24.85674,-0.88543
32.92016,-96.99369,14366.87695,33.56403,22.54424,-0.17602
32.92001,-96.9617,14368.68945,32.37653,23.35674,0.62803
32.91985,-96.92971,14369.50195,33.31403,24.98174,0.57218
32.9481,-97.63356,14388.4707,26.68903,23.35674,0.94428
32.94814,-97.60156,14379.50195,27.37653,23.79424,0.58145
32.94816,-97.56955,14373.7832,28.12653,24.04424,0.15343
32.94818,-97.53755,14373.2832,28.06403,24.04424,0.15357
32.94819,-97.50555,14378.12695,27.68903,23.85674,0.49832
32.94818,-97.47355,14384.81445,27.87653,23.54424,0.70341
32.94817,-97.44154,14388.3457,28.50153,23.29424,0.44091
32.94815,-97.40954,14387.06445,29.00153,23.41924,0.23457
32.94812,-97.37754,14384.9082,29.31403,24.35674,0.28904
32.94808,-97.34554,14385.9707,29.43903,25.79424,0.27519
