latitude,longitude,gh[gpm]_lev1,gh[gpm]_lev2,gh[gpm]_lev3,gh[gpm]_lev4,gh[gpm]_lev5,gh[gpm]_lev6,gh[gpm]_lev7,gh[gpm]_lev8,gh[gpm]_lev9,gh[gpm]_lev10,gh[gpm]_lev11,gh[gpm]_lev12,gh[gpm]_lev13,gh[gpm]_lev14,gh[gpm]_lev15,gh[gpm]_lev16,gh[gpm]_lev17,gh[gpm]_lev18,gh[gpm]_lev19,gh[gpm]_lev20,gh[gpm]_lev21,gh[gpm]_lev22,gh[gpm]_lev23,gh[gpm]_lev24,gh[gpm]_lev25,gh[gpm]_lev26,gh[gpm]_lev27,gh[gpm]_lev28,gh[gpm]_lev29,gh[gpm]_lev30,gh[gpm]_lev31,gh[gpm]_lev32,gh[gpm]_lev33,gh[gpm]_lev34,gh[gpm]_lev35,gh[gpm]_lev36,gh[gpm]_lev37,gh[gpm]_lev38,gh[gpm]_lev39,gh[gpm]_lev40,gh[gpm]_lev41,gh[gpm]_lev42,gh[gpm]_lev43,gh[gpm]_lev44,gh[gpm]_lev45,gh[gpm]_lev46,gh[gpm]_lev47,gh[gpm]_lev48,gh[gpm]_lev49,gh[gpm]_lev50
32.868,-97.346,221.373,249.885,299.667,381.718,501.105,656.888,844.213,1057.26,1297.148,1570.812,1882.978,2236.43,2634.428,3081.565,3584.233,4148.479,4768.053,5411.585,6044.202,6652.324,7236.479,7798.19,8336.492,8850.533,9340.295,9805.174,10248.585,10674.859,11083.068,11481.968,11891.526,12323.181,12780.836,13271.191,13801.818,14381.346,15019.795,15732.475,16519.408,17333.121,18111.631,18857.152,19624.707,20446.717,21331.805,22289.398,23337.738,24512.914,25871.393,27506.117
32.867,-97.314,207.404,235.948,285.792,367.937,487.449,643.42,831.088,1044.948,1286.085,1561.093,1874.166,2227.836,2626.428,3074.784,3578.608,4144.354,4765.803,5410.898,6043.952,6652.012,7236.198,7798.253,8337.023,8851.346,9341.264,9806.236,10249.741,10676.109,11084.443,11483.374,11892.683,12323.806,12780.18,13269.535,13800.225,14379.533,15017.326,15730.068,16517.752,17332.121,18110.506,18855.902,19624.395,20446.342,21330.305,22287.398,23335.895,24511.664,25870.08,27503.992
32.867,-97.282,204.811,233.416,283.323,365.593,485.261,641.482,829.588,1044.198,1286.304,1562.343,1876.603,2231.086,2629.584,3077.471,3580.671,4145.823,4767.928,5414.835,6048.952,6656.855,7240.729,7802.597,8341.398,8855.783,9345.607,9810.393,10253.679,10679.953,11088.287,11487.249,11896.589,12327.774,12783.93,13272.379,13802.225,14381.189,15018.451,15730.662,16518.252,17333.34,18112.287,18858.059,19627.676,20449.842,21332.305,22287.992,23337.051,24514.57,25872.549,27505.055
32.867,-97.25,209.592,238.229,288.229,370.656,490.605,647.107,835.463,1050.229,1292.429,1568.593,1883.166,2238.555,2637.834,3085.534,3587.733,4151.042,4771.084,5417.617,6053.202,6662.387,7246.979,7809.347,8348.273,8862.627,9352.264,9816.83,10259.991,10686.172,11094.506,11493.437,11902.745,12333.712,12790.086,13278.629,13807.506,14385.721,15022.545,15734.256,16521.658,17337.371,18117.256,18863.652,19634.207,20457.061,21338.086,22291.273,23340.582,24520.383,25877.83,27508.742
32.867,-97.218,214.498,243.135,293.198,375.687,495.73,652.357,840.65,1055.135,1296.992,1572.812,1887.041,2242.367,2642.146,3090.565,3593.265,4156.792,4775.896,5420.523,6055.265,6665.168,7250.854,7813.878,8352.898,8866.971,9356.076,9820.393,10263.585,10689.922,11098.35,11497.437,11906.901,12337.806,12794.367,13283.16,13811.568,14389.189,15025.357,15735.818,16522.439,17338.527,18119.475,18866.621,19637.676,20461.561,21341.773,22292.211,23341.395,24523.57,25880.924,27510.211
32.867,-97.186,207.623,236.166,286.011,368.25,488.011,644.42,832.588,1047.01,1288.835,1564.687,1878.884,2234.086,2633.896,3082.878,3587.015,4153.104,4775.084,5420.617,6054.015,6662.355,7247.073,7809.472,8348.023,8861.814,9351.014,9815.643,10259.554,10687.172,11096.975,11497.405,11908.995,12343.181,12802.648,13292.129,13819.787,14396.971,15033.014,15742.225,16527.908,17344.527,18126.693,18874.402,19645.082,20469.498,21349.617,22298.398,23347.832,24532.445,25890.518,27518.18
32.867,-97.154,201.467,229.979,279.823,361.906,481.324,637.263,825.025,1039.229,1280.992,1556.78,1870.884,2225.898,2625.553,3074.378,3578.64,4145.729,4770.209,5418.929,6054.608,6663.73,7248.042,7809.628,8347.617,8861.096,9350.201,9814.705,10258.429,10686.047,11096.6,11498.624,11911.839,12347.243,12808.461,13300.16,13828.85,14405.189,15039.42,15747.162,16532.752,17350.184,18133.725,18881.684,19651.082,20474.936,21355.273,22304.273,23355.082,24542.289,25901.736,27528.336
32.867,-97.122,193.311,221.854,271.667,353.781,473.168,628.951,816.4,1030.167,1271.398,1546.562,1859.947,2214.148,2612.646,3060.44,3564.577,4132.417,4757.303,5406.179,6042.858,6653.824,7240.073,7803.222,8342.305,8856.502,9345.857,9810.455,10254.272,10682.047,11093.006,11495.718,11910.026,12346.306,12807.367,13298.285,13826.975,14403.127,15036.045,15744.912,16532.939,17351.559,18136.443,18884.09,19650.77,20472.186,21351.961,22302.211,23355.176,24544.383,25905.643,27532.398
32.867,-97.09,184.904,213.448,263.323,345.468,464.918,620.795,808.338,1022.167,1263.335,1538.28,1851.509,2205.461,2603.834,3052.003,3556.89,4124.948,4749.053,5396.648,6032.077,6642.73,7230.073,7794.753,8335.148,8850.346,9340.545,9805.924,10250.491,10678.922,11090.381,11493.53,11908.089,12344.712,12805.555,13294.379,13818.475,14392.346,15028.232,15742.162,16533.877,17354.465,18141.725,18890.121,19654.707,20472.873,21351.055,22302.461,23357.145,24547.102,25909.955,27538.148
32.867,-97.058,180.154,208.729,258.636,340.843,460.386,616.357,804.025,1017.917,1259.148,1534.28,1847.853,2202.242,2600.959,3049.315,3553.858,4120.604,4743.553,5390.679,6025.421,6635.262,7222.417,7787.472,8328.617,8844.877,9336.357,9802.986,10248.491,10677.484,11088.975,11491.718,11905.401,12340.931,12800.242,13287.785,13807.35,14376.252,15014.17,15731.068,16523.346,17344.84,18133.818,18883.496,19647.051,20462.154,21337.805,22289.336,23344.395,24533.477,25896.893,27526.898
32.867,-97.026,184.123,212.698,262.636,344.843,464.418,620.451,808.15,1022.01,1263.085,1538.062,1851.572,2206.055,2604.615,3052.471,3555.89,4120.948,4742.584,5388.742,6022.327,6630.543,7215.698,7779.253,8319.836,8836.377,9328.795,9796.611,10243.304,10673.203,11085.35,11488.405,11902.089,12337.212,12795.992,13282.504,13799.818,14367.689,15007.295,15724.693,16516.221,17338.277,18128.412,18879.59,19643.488,20456.654,21329.93,22280.992,23335.582,24522.602,25884.861,27515.867
32.866,-96.994,177.342,205.916,255.886,338.156,457.824,613.92,801.744,1015.76,1256.929,1531.905,1845.353,2199.836,2598.49,3046.44,3549.89,4114.792,4736.084,5381.617,6014.827,6623.168,7208.667,7772.503,8313.242,8829.846,9322.295,9790.205,10237.054,10667.141,11079.537,11482.812,11896.714,12331.774,12790.43,13276.129,13796.1,14369.158,15009.607,15725.537,16516.408,17338.684,18129.256,18881.746,19646.926,20459.686,21331.867,22283.336,23338.488,24523.977,25884.111,27514.898
32.866,-96.962,161.092,189.729,239.729,322.125,441.918,598.232,786.463,1001.042,1242.742,1518.062,1831.853,2186.742,2586.146,3035.503,3540.702,4107.448,4729.553,5375.554,6010.265,6620.574,7207.604,7772.503,8313.836,8830.627,9322.92,9790.393,10236.585,10665.828,11077.068,11479.03,11891.558,12325.493,12784.055,13271.691,13796.662,14372.221,15009.107,15722.225,16512.689,17333.809,18122.693,18874.871,19640.645,20453.217,21324.773,22276.773,23333.582,24519.57,25878.174,27507.992
32.866,-96.93,145.686,174.354,224.417,306.906,426.824,583.388,772.15,987.448,1229.867,1505.968,1820.572,2176.211,2576.584,3027.409,3534.327,4102.979,4727.053,5375.492,6013.046,6625.73,7214.386,7780.315,8322.242,8839.221,9331.326,9798.299,10243.616,10671.609,11081.256,11481.343,11891.995,12324.337,12782.023,13270.598,13797.287,14371.783,15005.264,15717.881,16509.689,17329.965,18116.537,18867.152,19632.676,20444.811,21315.367,22266.68,23324.582,24512.352,25870.893,27499.742
32.866,-96.898,146.686,175.354,225.448,308.0,427.98,584.826,774.244,990.417,1233.648,1510.374,1825.478,2181.555,2582.303,3033.503,3540.733,4109.854,4734.709,5384.054,6022.202,6634.73,7222.823,7788.065,8329.367,8845.783,9337.264,9803.518,10248.085,10675.359,11084.35,11483.593,11892.995,12323.993,12780.273,13267.379,13793.131,14367.283,15000.92,15715.287,16509.283,17329.84,18114.881,18863.996,19629.332,20441.467,21311.242,22261.023,23318.426,24507.414,25867.174,27495.68
32.894,-97.633,280.904,309.291,358.854,440.5,559.168,713.982,899.963,1111.104,1347.96,1617.155,1923.884,2272.336,2665.709,3107.253,3602.952,4161.292,4777.459,5418.367,6047.796,6652.418,7232.854,7790.378,8324.648,8835.127,9321.92,9784.611,10226.554,10652.047,11060.287,11460.155,11871.276,12304.337,12763.086,13254.566,13788.287,14374.939,15024.357,15741.975,16527.877,17344.371,18128.568,18875.121,19634.707,20445.154,21321.398,22279.242,23339.676,24527.633,25884.486,27510.367
32.894,-97.601,274.717,303.135,352.729,434.437,553.23,708.263,894.619,1106.323,1343.929,1613.999,1921.634,2270.898,2665.053,3108.19,3606.14,4165.636,4780.553,5419.929,6049.64,6655.262,7236.667,7795.315,8330.867,8842.533,9330.107,9793.236,10235.397,10660.891,11068.943,11468.562,11879.433,12311.899,12769.43,13259.504,13792.1,14377.939,15025.857,15742.1,16527.439,17343.684,18127.381,18873.184,19633.488,20445.279,21322.461,22280.898,23339.988,24525.82,25882.611,27509.398
32.894,-97.57,249.279,277.698,327.386,409.187,528.23,683.67,870.557,1082.823,1321.023,1591.78,1900.447,2250.742,2646.459,3091.44,3591.265,4152.323,4767.834,5408.023,6039.733,6647.855,7231.636,7792.69,8330.086,8842.971,9331.451,9795.393,10238.397,10664.672,11073.193,11472.718,11883.183,12315.243,12772.086,13260.816,13792.006,14376.846,15023.576,15739.225,16524.221,17340.184,18123.506,18868.559,19629.738,20443.654,21322.617,22281.773,23339.27,24521.789,25877.205,27504.867
32.894,-97.538,230.529,258.979,308.667,390.625,509.918,665.701,853.025,1065.698,1304.304,1575.687,1885.384,2236.961,2634.24,3080.878,3581.608,4143.073,4760.709,5404.554,6038.515,6647.262,7231.761,7793.472,8330.961,8843.658,9332.139,9796.268,10239.554,10666.266,11075.35,11475.28,11885.745,12317.649,12774.242,13262.191,13792.443,14376.814,15023.076,15738.568,16523.533,17338.996,18121.818,18866.809,19628.582,20443.842,21324.398,22284.492,23341.832,24522.07,25875.205,27503.586
32.894,-97.506,212.967,241.416,291.167,373.187,492.543,648.388,835.682,1048.354,1286.992,1558.624,1868.916,2221.586,2620.24,3068.94,3572.858,4137.636,4758.053,5404.398,6040.265,6650.105,7235.136,7797.097,8334.555,8847.033,9335.232,9799.111,10242.241,10668.891,11078.1,11478.405,11889.12,12321.087,12777.773,13265.629,13795.568,14379.689,15025.389,15740.381,16525.314,17340.121,18122.1,18867.621,19630.426,20446.186,21326.711,22286.742,23345.176,24525.852,25877.674,27506.742
32.894,-97.474,223.186,251.635,301.386,383.312,502.543,658.107,844.994,1057.104,1295.273,1566.562,1876.697,2229.148,2626.771,3073.753,3576.702,4142.167,4764.303,5411.585,6047.702,6657.949,7243.448,7805.878,8343.867,8856.502,9344.139,9807.143,10249.46,10675.516,11084.35,11484.562,11895.276,12327.274,12784.211,13272.191,13801.943,14385.471,15030.107,15744.412,16529.221,17343.059,18124.131,18870.309,19634.645,20451.529,21331.742,22290.242,23348.426,24530.164,25882.611,27512.773
32.894,-97.442,240.779,269.26,319.011,400.937,520.105,675.513,862.119,1073.917,1311.742,1582.749,1892.322,2244.18,2641.053,3086.284,3586.077,4148.198,4767.271,5411.773,6046.327,6656.574,7242.886,7806.347,8345.148,8857.939,9345.357,9808.049,10250.179,10676.172,11085.068,11485.249,11895.933,12328.118,12785.43,13273.848,13803.381,14385.971,15029.264,15743.131,16528.127,17341.309,18121.631,18867.902,19633.27,20452.248,21333.711,22290.68,23345.957,24526.383,25880.455,27512.367
32.894,-97.41,260.873,289.354,339.136,421.125,540.386,695.951,882.807,1094.979,1333.335,1604.999,1915.291,2267.148,2662.928,3106.628,3605.108,4164.761,4779.459,5419.492,6050.577,6658.512,7243.229,7804.972,8341.898,8853.439,9340.389,9803.111,10245.366,10671.422,11080.225,11480.249,11891.026,12323.618,12781.773,13271.16,13800.693,14382.221,15024.076,15737.787,16523.752,17337.246,18116.537,18861.559,19626.988,20447.904,21331.773,22288.93,23340.801,24517.82,25873.018,27506.867
32.894,-97.378,242.529,271.041,320.823,402.875,522.23,678.076,865.432,1078.354,1317.71,1590.624,1902.041,2254.43,2650.771,3096.065,3596.765,4158.292,4774.74,5416.242,6048.046,6655.855,7239.761,7800.815,8337.773,8850.127,9338.201,9801.799,10244.522,10670.641,11079.225,11478.937,11889.62,12322.587,12781.586,13272.004,13801.881,14382.189,15022.357,15735.975,16523.314,17337.684,18115.943,18859.246,19624.27,20445.779,21331.336,22290.055,23340.582,24514.633,25869.986,27505.023
32.894,-97.346,225.623,254.135,303.948,386.0,505.418,661.357,848.838,1061.917,1301.71,1575.218,1887.197,2240.242,2637.803,3084.94,3587.64,4151.479,4770.646,5414.054,6046.483,6654.355,7238.261,7799.847,8337.93,8851.533,9340.701,9805.049,10248.147,10674.359,11082.787,11482.155,11892.401,12325.056,12783.773,13274.566,13804.912,14384.096,15022.639,15736.131,16524.627,17340.027,18117.912,18860.465,19625.176,20445.842,21331.461,22291.773,23342.801,24516.102,25871.299,27506.367
32.894,-97.314,220.561,249.104,298.979,381.187,500.793,656.951,844.682,1058.26,1298.804,1573.187,1885.728,2238.867,2636.615,3084.065,3587.077,4151.792,4772.396,5416.96,6049.858,6658.012,7242.104,7803.753,8341.805,8855.533,9344.982,9809.611,10252.835,10679.047,11087.412,11486.655,11896.526,12328.493,12785.992,13276.191,13806.693,14385.033,15022.451,15735.725,16524.846,17340.996,18119.318,18862.34,19627.395,20446.936,21331.43,22292.055,23343.926,24518.445,25873.861,27508.117
32.894,-97.282,219.748,248.323,298.261,380.593,500.418,656.826,844.9,1058.948,1300.179,1575.249,1888.634,2242.711,2640.99,3088.19,3590.358,4154.323,4775.146,5420.96,6054.765,6663.043,7247.136,7808.69,8346.773,8860.627,9350.201,9814.83,10257.991,10684.172,11092.568,11491.749,11901.495,12333.243,12790.148,13279.254,13809.037,14387.158,15024.107,15736.85,16525.627,17342.09,18121.256,18865.496,19631.77,20450.998,21333.711,22292.867,23345.113,24521.883,25877.736,27510.68
32.894,-97.25,226.811,255.416,305.386,387.781,507.668,664.201,852.369,1066.417,1307.523,1582.53,1896.103,2250.742,2649.678,3097.253,3599.233,4162.011,4780.959,5425.96,6059.921,6668.012,7251.854,7813.347,8351.523,8865.439,9354.857,9819.268,10262.272,10688.422,11096.756,11495.843,11905.433,12336.806,12793.586,13282.348,13811.35,14389.221,15025.951,15738.1,16526.252,17342.621,18122.787,18868.559,19636.457,20456.311,21337.273,22293.648,23345.645,24524.82,25880.986,27512.242
32.894,-97.218,220.217,248.76,298.604,380.812,500.48,656.826,844.713,1058.417,1299.179,1573.999,1887.666,2242.898,2642.959,3092.096,3596.233,4161.636,4781.803,5426.273,6059.858,6668.324,7253.042,7815.534,8354.336,8868.439,9357.826,9822.393,10265.772,10692.234,11100.725,11499.905,11909.683,12341.212,12798.461,13287.254,13815.756,14393.689,15030.045,15740.881,16527.721,17343.559,18124.662,18871.871,19641.176,20462.342,21342.211,22295.523,23346.738,24528.164,25884.768,27514.117
32.894,-97.186,213.967,242.479,292.261,374.312,493.668,649.513,836.869,1050.073,1290.398,1564.843,1878.166,2233.055,2632.803,3081.815,3586.39,4153.167,4776.178,5422.898,6056.577,6664.105,7247.636,7809.128,8347.43,8861.533,9351.482,9816.955,10261.304,10688.609,11097.631,11497.374,11908.401,12342.087,12801.742,13291.566,13819.131,14396.314,15032.482,15742.35,16528.221,17343.59,18125.381,18873.715,19643.645,20465.998,21345.805,22297.023,23347.738,24531.477,25888.955,27516.305
32.894,-97.154,208.623,237.135,286.886,368.906,488.136,643.732,830.807,1043.823,1284.054,1558.28,1871.166,2225.117,2623.396,3070.815,3574.046,4140.511,4764.646,5413.585,6050.077,6660.23,7245.636,7808.097,8346.742,8861.158,9351.732,9818.143,10263.897,10693.172,11104.787,11507.062,11919.526,12353.181,12812.898,13304.285,13832.693,14408.096,15041.889,15750.912,16536.971,17352.309,18134.6,18883.277,19652.707,20475.279,21355.617,22306.398,23357.895,24544.383,25903.299,27529.086
32.894,-97.122,198.623,227.166,276.979,359.062,478.386,634.107,821.525,1035.135,1275.96,1550.624,1863.509,2217.086,2614.928,3062.409,3566.421,4133.667,4756.896,5403.335,6037.733,6647.199,7232.979,7796.409,8336.43,8852.439,9344.514,9812.33,10259.522,10690.422,11103.943,11508.468,11923.651,12359.618,12818.711,13305.973,13831.725,14406.658,15039.701,15749.943,16538.158,17354.465,18137.631,18886.215,19654.02,20475.123,21355.117,22306.336,23359.645,24548.852,25909.455,27534.867
32.894,-97.09,188.467,217.041,266.917,349.093,468.574,624.513,812.307,1026.479,1267.96,1543.124,1856.228,2209.836,2607.74,3055.315,3559.046,4124.292,4744.209,5388.273,6021.921,6631.668,7218.479,7783.534,8325.492,8843.408,9337.17,9806.455,10254.897,10686.922,11101.412,11506.874,11923.151,12360.618,12821.398,13308.004,13826.725,14395.877,15030.545,15744.287,16535.002,17353.027,18137.975,18887.059,19653.207,20471.842,21350.055,22301.242,23356.02,24546.758,25908.768,27535.148
32.894,-97.058,191.654,220.229,270.136,352.312,471.793,627.732,815.432,1029.479,1270.929,1546.187,1859.416,2213.242,2611.428,3058.878,3561.452,4124.948,4742.959,5385.273,6017.39,6625.73,7211.667,7776.44,8318.586,8836.877,9331.139,9800.893,10249.647,10681.797,11096.225,11501.562,11917.558,12354.868,12815.492,13303.16,13819.037,14382.908,15018.795,15735.412,16527.158,17346.621,18133.443,18883.465,19648.645,20464.842,21340.555,22290.742,23345.645,24535.914,25898.424,27526.461
32.893,-97.026,177.936,206.541,256.479,338.687,458.261,614.295,801.994,1015.917,1257.21,1532.593,1846.228,2200.586,2599.646,3048.221,3551.796,4116.042,4734.396,5376.617,6008.64,6617.168,7203.573,7768.847,8311.148,8829.252,9323.295,9792.799,10241.179,10672.766,11086.537,11491.093,11906.245,12342.649,12802.648,13289.285,13804.568,14371.377,15011.107,15728.818,16520.846,17341.746,18130.412,18881.746,19647.082,20462.029,21335.961,22285.586,23340.02,24528.602,25890.361,27519.555
32.893,-96.994,164.998,193.604,243.604,325.906,445.605,601.826,789.775,1003.948,1245.429,1520.968,1834.947,2189.867,2589.834,3039.721,3544.827,4110.667,4730.49,5373.773,6006.796,6616.918,7204.729,7770.409,8312.273,8829.596,9322.514,9790.643,10237.522,10667.516,11079.631,11482.562,11896.058,12330.743,12789.055,13274.066,13794.225,14369.502,15010.295,15725.6,16516.721,17337.84,18126.975,18878.965,19644.676,20458.998,21332.023,22282.273,23337.27,24524.57,25884.799,27514.086
32.893,-96.962,158.342,186.979,237.011,319.437,439.261,595.638,783.963,998.698,1240.71,1516.437,1830.541,2185.805,2586.303,3037.065,3543.202,4110.323,4731.803,5376.71,6011.171,6622.48,7210.886,7776.784,8318.617,8835.533,9327.639,9794.643,10240.116,10668.359,11078.475,11479.312,11890.745,12323.556,12780.898,13267.566,13793.225,14371.064,15007.92,15720.1,16510.596,17330.902,18118.693,18870.027,19635.395,20448.654,21320.398,22271.148,23327.738,24515.258,25874.268,27502.836
32.893,-96.93,146.186,174.854,224.948,307.437,427.386,583.982,772.838,988.292,1230.992,1507.53,1822.603,2178.711,2579.928,3031.503,3538.702,4107.198,4730.74,5378.492,6015.827,6629.012,7218.292,7784.628,8326.617,8843.408,9335.17,9801.643,10246.429,10673.859,11082.912,11482.374,11892.37,12324.056,12780.836,13268.66,13795.537,14371.346,15004.951,15716.631,16508.408,17328.652,18115.1,18865.277,19630.176,20442.373,21312.43,22262.43,23320.176,24509.008,25867.861,27495.555
32.921,-97.634,283.092,311.479,361.042,442.687,561.386,716.201,902.244,1113.635,1351.054,1621.062,1928.634,2277.555,2671.146,3112.784,3608.108,4165.854,4781.584,5422.648,6052.39,6657.199,7238.167,7796.659,8331.805,8842.971,9330.17,9793.08,10235.054,10660.453,11068.318,11467.405,11877.589,12309.649,12767.93,13260.535,13795.662,14383.252,15032.232,15749.131,16535.346,17351.871,18137.162,18885.934,19647.332,20458.029,21331.961,22286.398,23343.988,24530.57,25888.986,27517.055
32.921,-97.602,259.186,287.604,337.229,419.0,537.886,692.982,879.463,1091.323,1329.304,1599.999,1908.291,2257.867,2652.584,3096.596,3595.077,4154.792,4770.271,5411.367,6042.858,6649.699,7232.886,7793.628,8330.742,8843.471,9331.857,9795.611,10238.429,10664.422,11072.568,11471.655,11881.558,12313.306,12770.648,13261.379,13794.787,14380.971,15028.264,15744.568,16530.908,17347.496,18132.193,18879.652,19640.988,20452.467,21327.43,22282.867,23339.676,24524.289,25881.955,27510.617
32.921,-97.57,239.529,267.979,317.667,399.5,518.574,673.951,860.838,1073.167,1311.554,1582.655,1891.416,2241.523,2637.396,3082.721,3582.702,4143.854,4759.553,5400.71,6033.358,6641.918,7226.636,7788.503,8326.211,8839.377,9328.201,9792.549,10236.116,10663.016,11072.162,11472.03,11882.183,12313.618,12769.836,13258.316,13790.006,14375.564,15022.482,15738.943,16525.377,17341.777,18125.787,18871.996,19633.301,20445.936,21322.586,22279.555,23335.988,24518.32,25874.33,27503.023
32.921,-97.538,225.779,254.26,303.979,385.906,505.199,660.982,848.369,1061.26,1300.179,1571.874,1881.447,2232.586,2629.771,3076.753,3577.671,4139.073,4756.303,5399.242,6032.671,6641.824,7226.761,7788.347,8325.492,8838.189,9326.67,9790.768,10234.179,10661.203,11070.756,11471.437,11882.464,12314.274,12770.43,13258.285,13789.537,14375.283,15022.107,15738.35,16524.408,17340.559,18124.193,18869.777,19630.801,20443.873,21321.961,22280.68,23338.082,24519.602,25873.736,27502.117
32.921,-97.506,214.873,243.354,293.136,375.187,494.605,650.576,838.088,1051.135,1290.304,1562.437,1872.759,2224.992,2623.178,3070.94,3572.421,4134.542,4753.803,5399.71,6035.14,6644.887,7229.917,7791.284,8328.148,8840.408,9328.545,9792.455,10235.647,10662.422,11071.85,11472.843,11884.526,12317.087,12773.867,13261.879,13793.162,14378.627,15024.576,15739.975,16525.846,17341.59,18124.162,18869.621,19631.738,20445.717,21323.992,22282.461,23340.613,24523.039,25876.549,27504.93
32.921,-97.474,248.279,276.76,326.511,408.5,527.761,683.357,870.338,1082.635,1320.96,1592.218,1901.759,2253.117,2649.646,3094.971,3594.171,4154.511,4772.021,5416.148,6049.827,6657.637,7240.761,7800.534,8335.961,8846.814,9333.826,9796.893,10239.429,10665.672,11074.912,11475.999,11887.839,12320.712,12777.898,13265.785,13796.318,14380.752,15025.42,15740.568,16527.127,17341.996,18122.037,18866.934,19631.77,20448.936,21327.742,22283.836,23339.926,24521.789,25875.58,27505.086
32.921,-97.442,259.779,288.26,338.011,419.968,539.168,694.638,881.369,1093.135,1330.804,1601.437,1910.228,2260.742,2656.771,3102.065,3601.233,4161.198,4777.959,5421.054,6054.046,6661.824,7244.917,7804.597,8339.961,8850.783,9337.795,9800.861,10243.397,10669.734,11079.131,11480.374,11892.276,12325.118,12782.492,13270.566,13800.537,14383.939,15027.326,15742.568,16530.283,17344.246,18121.693,18865.09,19631.363,20452.404,21333.867,22288.867,23341.551,24520.164,25873.643,27505.18
32.921,-97.41,260.654,289.135,338.917,420.937,540.23,695.951,883.057,1095.573,1334.273,1606.03,1916.041,2267.586,2664.053,3109.284,3608.265,4167.604,4782.646,5423.71,6055.296,6662.137,7244.542,7803.659,8338.711,8849.564,9336.607,9799.611,10242.147,10668.547,11078.006,11478.999,11890.745,12323.556,12781.273,13270.285,13800.506,14382.971,15024.826,15739.506,16527.877,17341.965,18118.631,18860.371,19625.363,20447.811,21332.273,22289.148,23340.613,24515.758,25868.393,27501.68
32.921,-97.378,244.529,273.041,322.792,404.843,524.23,680.232,867.994,1081.604,1321.835,1595.312,1906.853,2259.273,2655.99,3101.565,3601.921,4163.136,4779.803,5421.742,6053.14,6659.73,7242.167,7801.722,8337.586,8849.252,9336.889,9800.205,10242.866,10669.203,11078.35,11478.843,11890.276,12323.181,12781.586,13272.035,13802.943,14384.283,15024.545,15738.381,16527.127,17342.809,18120.443,18861.152,19623.957,20444.873,21330.242,22289.805,23342.238,24515.539,25867.674,27501.836
32.921,-97.346,244.123,272.604,322.354,404.312,523.605,679.482,867.025,1080.26,1320.117,1593.468,1905.072,2257.742,2654.865,3101.19,3602.39,4164.261,4781.303,5422.929,6053.858,6660.449,7243.042,7803.097,8339.711,8852.033,9340.139,9803.674,10246.304,10672.391,11081.006,11480.937,11892.026,12325.149,12784.398,13276.098,13807.318,14387.189,15025.92,15739.068,16528.096,17345.902,18125.193,18865.84,19627.332,20445.779,21330.305,22291.773,23345.895,24519.227,25871.518,27505.867
32.921,-97.314,242.467,270.948,320.729,402.718,522.074,677.92,865.338,1078.323,1317.835,1590.843,1902.228,2254.93,2652.521,3099.003,3600.108,4162.198,4779.49,5421.085,6052.358,6659.824,7243.354,7804.253,8341.617,8854.346,9342.576,9806.268,10249.054,10675.109,11083.537,11483.249,11894.089,12327.243,12786.617,13278.535,13809.443,14387.689,15025.201,15737.85,16526.783,17345.621,18126.193,18868.027,19629.863,20446.623,21329.742,22291.648,23346.957,24521.82,25874.799,27508.867
32.921,-97.282,237.467,265.979,315.761,397.812,517.199,673.138,860.588,1073.573,1313.117,1586.124,1897.478,2250.211,2648.178,3095.503,3596.733,4158.511,4776.553,5419.429,6051.64,6659.762,7244.011,7805.472,8343.18,8856.283,9344.982,9809.049,10251.96,10678.109,11086.6,11486.249,11896.808,12329.681,12788.555,13279.504,13809.475,14386.908,15023.857,15736.1,16524.689,17343.152,18124.193,18868.059,19631.582,20447.967,21329.43,22289.992,23345.332,24522.227,25876.174,27509.523
32.921,-97.25,227.811,256.323,306.104,388.156,507.574,663.513,850.9,1063.823,1303.429,1576.78,1888.697,2242.086,2640.709,3089.471,3593.765,4157.698,4775.803,5419.023,6051.796,6660.137,7244.698,7806.597,8344.836,8858.627,9347.889,9812.236,10255.241,10681.453,11090.006,11489.562,11899.839,12332.087,12790.18,13280.035,13809.162,14386.439,15023.139,15735.037,16523.221,17340.715,18122.037,18868.059,19633.832,20450.904,21330.773,22288.961,23343.488,24522.133,25876.955,27509.023
32.921,-97.218,219.873,248.385,298.167,380.187,499.511,655.263,842.369,1054.917,1294.179,1567.437,1879.759,2234.055,2633.896,3083.971,3590.702,4159.917,4782.865,5426.773,6058.046,6665.012,7249.104,7811.19,8349.617,8863.408,9352.607,9816.986,10260.147,10686.516,11095.162,11494.718,11904.995,12337.087,12794.961,13284.098,13812.662,14390.283,15026.764,15737.975,16525.314,17341.652,18123.287,18871.121,19638.801,20456.967,21335.68,22291.242,23344.582,24524.883,25880.518,27510.586
32.921,-97.186,212.623,241.135,290.886,372.843,492.074,647.607,834.4,1046.635,1285.523,1558.312,1870.228,2224.148,2623.521,3073.096,3579.39,4148.948,4775.084,5424.554,6060.39,6669.449,7253.917,7815.878,8354.617,8869.283,9359.607,9824.893,10268.616,10695.172,11103.725,11503.124,11913.401,12345.712,12803.898,13292.816,13820.193,14397.127,15033.357,15743.943,16530.564,17345.902,18127.787,18876.996,19645.957,20465.154,21343.523,22296.836,23348.988,24531.414,25888.143,27515.836
