latitude,longitude,gh[gpm]_lev1,gh[gpm]_lev2,gh[gpm]_lev3,gh[gpm]_lev4,gh[gpm]_lev5,gh[gpm]_lev6,gh[gpm]_lev7,gh[gpm]_lev8,gh[gpm]_lev9,gh[gpm]_lev10,gh[gpm]_lev11,gh[gpm]_lev12,gh[gpm]_lev13,gh[gpm]_lev14,gh[gpm]_lev15,gh[gpm]_lev16,gh[gpm]_lev17,gh[gpm]_lev18,gh[gpm]_lev19,gh[gpm]_lev20,gh[gpm]_lev21,gh[gpm]_lev22,gh[gpm]_lev23,gh[gpm]_lev24,gh[gpm]_lev25,gh[gpm]_lev26,gh[gpm]_lev27,gh[gpm]_lev28,gh[gpm]_lev29,gh[gpm]_lev30,gh[gpm]_lev31,gh[gpm]_lev32,gh[gpm]_lev33,gh[gpm]_lev34,gh[gpm]_lev35,gh[gpm]_lev36,gh[gpm]_lev37,gh[gpm]_lev38,gh[gpm]_lev39,gh[gpm]_lev40,gh[gpm]_lev41,gh[gpm]_lev42,gh[gpm]_lev43,gh[gpm]_lev44,gh[gpm]_lev45,gh[gpm]_lev46,gh[gpm]_lev47,gh[gpm]_lev48,gh[gpm]_lev49,gh[gpm]_lev50
33.002,-97.538,232.561,261.135,311.011,393.218,512.793,668.888,856.807,1070.698,1311.335,1585.28,1897.197,2249.836,2646.459,3091.659,3590.827,4150.323,4765.146,5405.398,6037.046,6644.48,7226.948,7786.378,8321.93,8832.908,9319.639,9782.174,10224.022,10649.484,11057.568,11457.999,11871.089,12304.431,12762.023,13253.723,13787.475,14373.252,15022.201,15740.881,16528.721,17345.434,18128.131,18874.871,19638.926,20455.561,21333.461,22285.117,23333.988,24513.289,25868.518,27495.398
33.002,-97.506,221.998,250.573,300.511,382.843,502.636,659.232,847.838,1062.542,1303.992,1578.78,1891.697,2245.461,2643.396,3089.659,3589.515,4149.542,4764.459,5404.273,6035.452,6643.293,7226.823,7787.315,8323.617,8835.127,9322.326,9785.205,10227.21,10652.766,11061.381,11462.468,11875.87,12310.681,12770.773,13264.254,13798.881,14384.439,15031.607,15750.193,16538.033,17352.527,18134.193,18881.246,19645.926,20463.436,21342.398,22294.055,23341.676,24520.727,25877.424,27504.117
33.002,-97.474,250.873,279.323,329.011,410.906,530.011,685.482,872.369,1084.823,1323.71,1595.937,1906.478,2258.367,2655.021,3100.315,3599.108,4158.417,4772.303,5409.21,6035.89,6639.762,7221.417,7781.534,8318.461,8831.221,9319.92,9784.268,10227.804,10654.953,11065.006,11466.718,11879.995,12315.681,12777.586,13271.754,13805.568,14389.408,15034.576,15753.881,16543.189,17357.152,18137.568,18882.684,19645.832,20463.561,21344.43,22297.648,23345.52,24523.758,25879.643,27506.148
33.002,-97.442,272.248,300.666,350.261,431.968,550.824,705.888,892.244,1104.073,1342.429,1614.155,1924.166,2275.398,2671.553,3117.315,3616.983,4175.167,4786.084,5419.492,6041.921,6641.637,7219.729,7777.065,8312.117,8823.846,9312.107,9776.455,10220.429,10648.422,11059.256,11461.437,11874.933,12310.806,12772.711,13266.441,13799.6,14382.471,15026.826,15744.631,16533.908,17351.746,18134.256,18877.121,19637.551,20454.342,21336.336,22291.711,23342.082,24521.008,25874.986,27501.336
33.002,-97.409,269.967,298.354,347.948,429.687,548.605,703.951,891.244,1104.885,1345.585,1619.53,1930.916,2282.461,2678.209,3121.815,3618.827,4176.292,4787.99,5422.117,6045.046,6645.262,7223.604,7780.972,8316.055,8827.752,9316.014,9780.58,10224.991,10653.547,11065.131,11468.155,11882.464,12318.899,12780.867,13274.129,13806.037,14386.971,15030.107,15745.725,16533.658,17356.215,18142.256,18883.34,19641.551,20457.436,21339.617,22296.711,23350.707,24531.758,25884.611,27511.367
33.002,-97.377,253.779,282.198,331.823,413.656,532.761,688.607,876.775,1091.604,1333.492,1608.593,1921.228,2273.867,2669.803,3113.315,3610.515,4168.573,4782.709,5421.117,6047.765,6649.855,7228.979,7786.909,8322.648,8835.127,9324.139,9789.299,10234.147,10663.047,11075.068,11478.874,11894.214,12331.587,12793.523,13284.879,13813.6,14391.533,15033.482,15748.256,16536.877,17361.715,18148.35,18889.465,19647.613,20462.842,21343.617,22300.711,23356.988,24539.383,25891.986,27519.836
33.002,-97.345,235.623,264.041,313.729,395.593,514.793,670.67,858.744,1073.479,1315.398,1590.624,1903.509,2256.742,2653.678,3098.815,3598.015,4158.698,4775.74,5417.335,6047.483,6652.574,7233.823,7792.909,8329.117,8841.908,9331.014,9795.83,10240.054,10668.297,11079.568,11482.562,11897.12,12334.024,12795.117,13284.254,13810.6,14388.189,15031.451,15747.443,16536.939,17359.402,18143.693,18886.527,19646.895,20462.467,21341.43,22297.242,23353.551,24534.789,25886.986,27516.273
33.002,-97.313,218.123,246.573,296.292,378.218,497.449,653.357,841.338,1055.885,1297.742,1573.093,1886.228,2239.711,2637.021,3082.69,3582.89,4145.292,4764.334,5407.835,6040.171,6648.043,7232.386,7794.284,8332.992,8849.002,9341.857,9808.768,10252.616,10679.453,11089.193,11490.53,11903.245,12338.337,12798.055,13286.098,13812.537,14392.158,15037.514,15754.443,16541.877,17359.965,18142.818,18887.434,19649.926,20466.092,21344.273,22299.992,23356.426,24535.57,25887.049,27517.898
33.002,-97.281,203.873,232.385,282.167,364.187,483.605,639.67,827.869,1042.542,1284.554,1560.249,1873.916,2228.117,2626.24,3072.878,3573.921,4135.667,4752.553,5393.679,6024.14,6631.324,7216.886,7782.19,8325.742,8845.502,9339.201,9805.486,10249.116,10675.984,11085.475,11486.218,11898.058,12332.056,12791.086,13279.535,13807.443,14388.533,15033.982,15750.412,16535.346,17350.309,18132.912,18878.777,19642.395,20458.561,21336.523,22293.586,23351.582,24530.07,25881.205,27513.523
33.002,-97.249,214.561,243.073,292.854,374.937,494.355,650.451,838.557,1053.073,1294.898,1570.405,1883.884,2237.898,2635.865,3082.346,3583.171,4144.479,4760.209,5399.242,6028.358,6635.762,7222.073,7787.534,8329.336,8845.377,9335.545,9800.236,10243.866,10671.141,11080.975,11481.937,11893.839,12327.774,12786.836,13276.285,13805.318,14385.783,15029.045,15743.693,16527.689,17342.277,18125.537,18872.777,19637.301,20452.842,21329.898,22287.648,23346.895,24526.102,25877.736,27510.961
33.002,-97.217,201.654,230.166,280.011,362.125,481.605,637.638,825.588,1039.854,1281.492,1556.968,1870.697,2225.242,2624.084,3071.596,3573.358,4136.354,4755.24,5398.523,6031.827,6641.887,7228.417,7792.034,8331.18,8845.158,9334.451,9799.08,10242.804,10670.172,11080.35,11481.749,11893.933,12327.899,12786.992,13276.941,13806.1,14384.908,15025.639,15738.662,16522.814,17338.277,18122.475,18871.371,19637.301,20452.561,21328.086,22284.492,23342.676,24522.695,25875.799,27508.805
33.001,-97.185,197.217,225.76,275.604,357.718,477.168,633.107,820.807,1034.573,1275.585,1550.687,1864.166,2218.586,2617.678,3065.878,3568.421,4132.229,4753.053,5399.46,6035.202,6646.043,7232.292,7795.097,8333.648,8847.471,9336.701,9801.143,10244.522,10671.578,11081.6,11483.03,11895.183,12328.837,12787.711,13277.473,13806.131,14383.846,15023.014,15735.193,16520.033,17336.059,18120.193,18870.309,19637.863,20453.561,21327.992,22281.898,23336.988,24517.445,25872.799,27504.18
33.001,-97.153,185.654,214.198,264.073,346.218,465.668,621.638,809.275,1022.885,1263.679,1538.624,1852.009,2206.461,2605.709,3054.471,3558.296,4123.573,4745.896,5394.335,6031.733,6643.918,7231.573,7795.534,8335.055,8849.564,9339.201,9803.861,10247.397,10674.516,11084.381,11485.593,11897.495,12330.587,12788.961,13278.004,13806.037,14383.533,15022.139,15734.006,16519.471,17335.402,18118.537,18868.934,19637.863,20454.779,21329.523,22281.617,23333.363,24514.477,25872.424,27501.648
33.001,-97.121,181.654,210.198,260.104,342.281,461.793,617.857,805.65,1019.573,1260.617,1535.624,1848.978,2203.367,2602.678,3051.534,3555.577,4121.323,4743.74,5391.992,6029.733,6642.605,7230.761,7795.128,8335.086,8849.971,9339.857,9804.861,10248.71,10675.953,11085.725,11486.624,11898.276,12330.993,12788.648,13276.754,13804.068,14381.502,15019.951,15731.818,16517.939,17333.59,18115.318,18864.965,19634.582,20452.936,21329.398,22281.086,23331.082,24514.133,25874.705,27502.367
33.001,-97.089,194.311,222.885,272.761,354.937,474.449,630.482,818.432,1032.604,1273.835,1548.718,1861.697,2215.742,2614.834,3063.44,3567.046,4131.761,4751.834,5396.804,6032.108,6643.574,7230.417,7793.815,8333.211,8847.658,9337.42,9802.393,10246.272,10673.391,11082.881,11483.405,11894.839,12327.399,12784.398,13271.566,13797.943,14375.096,15013.67,15725.943,16512.939,17328.715,18109.287,18857.34,19626.395,20445.498,21323.742,22275.742,23326.02,24512.352,25875.143,27502.273
33.001,-97.057,188.998,217.573,267.479,349.718,469.355,625.545,813.713,1028.292,1270.023,1545.468,1859.072,2213.648,2613.334,3062.784,3567.358,4132.667,4752.021,5395.054,6028.827,6639.574,7225.979,7789.284,8328.836,8843.564,9333.701,9799.018,10243.054,10670.203,11079.475,11479.624,11890.683,12323.087,12779.68,13266.066,13791.381,14367.939,15006.92,15720.162,16508.377,17324.965,18105.068,18851.215,19618.426,20436.936,21315.68,22267.336,23318.957,24508.758,25872.799,27500.242
33.001,-97.025,174.592,203.198,253.198,335.593,455.355,611.732,800.244,1015.26,1257.46,1533.437,1847.728,2202.898,2603.178,3053.69,3559.858,4126.698,4747.178,5390.992,6025.171,6636.043,7222.636,7786.378,8326.43,8841.689,9332.326,9798.018,10242.21,10669.297,11078.443,11478.218,11888.683,12320.743,12777.18,13263.316,13787.943,14363.971,15003.482,15717.975,16507.408,17325.465,18106.475,18851.371,19615.957,20432.779,21310.523,22260.68,23313.145,24504.977,25869.236,27497.367
33.001,-96.993,168.248,196.916,246.948,329.406,449.261,605.67,794.275,1009.417,1251.554,1527.28,1841.384,2196.523,2596.584,3047.221,3554.358,4122.698,4744.74,5390.304,6025.733,6636.699,7223.136,7786.972,8327.148,8842.502,9333.232,9798.893,10243.054,10670.078,11079.037,11478.437,11888.276,12319.774,12776.305,13262.91,13787.818,14363.658,15003.326,15718.568,16508.846,17328.652,18112.037,18857.277,19619.52,20434.186,21310.117,22258.305,23310.676,24502.195,25865.58,27494.117
33.001,-96.961,152.842,181.51,231.604,314.125,434.043,590.513,779.213,994.573,1236.992,1512.937,1827.384,2183.023,2583.24,3034.034,3542.296,4112.729,4737.271,5385.304,6022.702,6634.73,7221.792,7786.19,8326.93,8842.783,9333.764,9799.643,10243.929,10671.047,11080.037,11479.312,11888.651,12319.556,12776.148,13263.66,13789.693,14365.846,15005.107,15720.162,16510.689,17331.965,18118.537,18865.965,19627.145,20439.811,21313.492,22260.273,23312.77,24502.633,25864.049,27492.211
33.0,-96.929,159.029,187.666,237.729,320.187,440.011,596.451,785.307,1000.917,1243.523,1519.593,1833.916,2189.586,2589.396,3038.784,3545.921,4116.448,4741.428,5389.367,6026.202,6637.73,7224.354,7788.097,8328.336,8843.783,9334.326,9799.799,10243.741,10670.641,11079.506,11478.749,11887.839,12318.181,12774.617,13262.816,13790.256,14367.252,15005.951,15720.256,16510.283,17332.309,18121.693,18872.121,19633.926,20445.186,21316.273,22262.461,23316.082,24504.758,25863.955,27490.961
33.029,-97.634,277.779,306.229,355.917,437.75,556.73,711.888,898.025,1109.104,1346.054,1615.999,1923.916,2272.836,2666.678,3109.659,3605.827,4163.354,4777.928,5417.523,6046.671,6651.168,7232.198,7791.378,8327.617,8839.689,9327.295,9790.236,10232.272,10657.828,11065.85,11464.937,11874.401,12303.743,12757.148,13243.848,13774.381,14361.846,15016.201,15739.631,16530.439,17348.527,18130.693,18876.059,19639.613,20456.217,21334.336,22288.148,23339.863,24517.758,25868.736,27494.023
33.029,-97.602,251.529,280.01,329.729,411.687,530.824,686.138,872.588,1084.135,1321.867,1592.874,1902.103,2252.461,2647.521,3091.534,3589.046,4148.042,4763.928,5405.023,6036.421,6643.23,7226.011,7786.565,8323.68,8836.252,9324.264,9787.611,10230.022,10655.891,11064.506,11464.812,11875.808,12306.024,12760.117,13248.254,13780.162,14367.877,15021.232,15743.412,16533.533,17351.059,18133.006,18878.34,19641.457,20457.529,21335.93,22290.461,23342.363,24520.57,25871.986,27497.742
33.029,-97.57,236.873,265.385,315.167,397.187,516.449,671.982,858.744,1070.854,1309.367,1581.249,1891.478,2242.867,2638.709,3083.565,3582.421,4142.011,4757.865,5399.429,6031.89,6639.887,7223.479,7784.503,8321.898,8834.471,9322.17,9785.111,10227.241,10652.891,11061.037,11460.937,11873.026,12305.274,12761.617,13252.035,13784.756,14371.408,15022.826,15743.35,16532.564,17349.965,18132.068,18877.402,19640.363,20456.717,21335.43,22289.336,23340.426,24519.445,25872.174,27498.305
33.029,-97.538,221.061,249.635,299.542,381.781,501.355,657.388,844.963,1058.323,1298.46,1572.187,1884.228,2237.305,2634.771,3081.096,3581.64,4142.323,4758.24,5400.492,6034.015,6642.512,7226.042,7786.597,8323.273,8835.158,9322.389,9785.111,10227.085,10652.578,11060.475,11460.749,11873.745,12307.587,12765.555,13256.754,13789.725,14375.971,15026.326,15745.662,16534.471,17351.652,18133.006,18877.934,19641.238,20458.561,21338.055,22291.023,23340.457,24519.977,25874.768,27501.117
33.029,-97.506,237.154,265.698,315.573,397.781,517.386,673.576,861.713,1076.198,1317.804,1593.03,1906.384,2260.367,2658.021,3103.846,3603.827,4164.198,4778.615,5417.679,6048.046,6654.918,7238.042,7798.409,8334.555,8845.721,9332.357,9794.58,10236.054,10661.078,11068.912,11468.968,11881.714,12317.399,12778.711,13272.191,13805.631,14390.627,15038.389,15757.662,16546.689,17361.684,18141.537,18886.402,19650.52,20469.092,21349.992,22302.867,23350.801,24530.008,25886.58,27513.023
33.029,-97.474,270.154,298.51,348.011,429.593,548.199,703.013,889.213,1101.229,1340.148,1612.53,1923.166,2274.867,2670.99,3115.753,3614.796,4175.261,4790.584,5428.679,6055.858,6659.699,7241.198,7801.409,8338.867,8852.408,9342.139,9807.736,10252.585,10680.828,11091.475,11493.093,11905.433,12339.118,12798.18,13289.504,13820.6,14403.283,15050.514,15772.256,16562.471,17376.434,18155.85,18900.496,19663.988,20482.092,21363.648,22317.148,23365.051,24544.32,25901.424,27527.617
33.029,-97.441,280.061,308.416,357.886,439.375,557.918,712.576,898.65,1110.604,1349.335,1621.437,1931.478,2282.273,2677.459,3121.628,3620.483,4180.511,4795.209,5432.148,6056.765,6656.98,7234.761,7791.722,8326.68,8838.846,9328.014,9793.361,10238.147,10666.609,11077.693,11479.905,11892.714,12326.306,12783.773,13271.879,13802.162,14388.002,15039.795,15762.35,16550.908,17366.59,18148.631,18894.121,19656.926,20473.967,21355.211,22309.117,23358.426,24539.258,25895.924,27521.742
33.029,-97.409,257.279,285.666,335.261,416.937,535.824,691.17,878.557,1092.51,1333.367,1607.593,1919.572,2271.398,2666.584,3110.003,3607.827,4166.604,4780.021,5415.804,6039.921,6640.699,7219.386,7777.065,8312.367,8824.283,9312.639,9776.986,10220.897,10648.641,11059.193,11461.062,11873.839,12307.681,12765.68,13256.191,13790.975,14380.533,15034.201,15754.756,16539.752,17357.371,18142.631,18887.934,19649.738,20466.154,21347.148,22301.555,23353.301,24536.414,25892.549,27518.523
33.029,-97.377,245.436,273.854,323.479,405.281,524.355,680.013,867.838,1082.135,1323.46,1598.155,1910.759,2263.617,2659.834,3103.909,3601.952,4160.854,4775.365,5413.898,6040.64,6643.012,7222.886,7781.722,8318.18,8831.033,9320.076,9784.986,10229.366,10657.547,11068.662,11471.187,11884.839,12320.306,12781.43,13275.223,13810.193,14395.627,15043.232,15758.318,16541.346,17362.465,18150.568,18894.965,19655.332,20470.623,21350.461,22304.992,23358.988,24543.508,25899.143,27526.148
33.029,-97.345,230.123,258.573,308.261,390.125,509.324,665.17,853.088,1067.385,1308.71,1583.343,1895.916,2249.211,2646.365,3091.69,3590.796,4150.417,4765.834,5406.398,6036.452,6641.855,7223.761,7784.003,8321.648,8835.627,9325.639,9791.268,10236.272,10665.016,11076.568,11479.562,11893.839,12330.712,12793.617,13286.879,13817.381,14396.408,15038.139,15750.568,16536.377,17359.652,18146.787,18890.684,19651.082,20465.904,21344.273,22298.461,23353.551,24537.383,25892.236,27520.648
33.029,-97.313,217.436,245.916,295.667,377.625,496.886,652.795,840.682,1054.885,1296.179,1570.968,1883.697,2237.148,2634.74,3080.815,3581.015,4141.854,4758.146,5399.367,6030.608,6638.012,7222.386,7785.253,8325.523,8841.939,9333.514,9799.549,10244.272,10672.578,11083.6,11485.937,11899.433,12335.243,12796.961,13287.785,13814.756,14391.908,15033.795,15748.6,16536.814,17357.434,18141.131,18884.965,19646.738,20462.561,21340.742,22295.555,23351.676,24533.852,25887.799,27517.711
33.029,-97.281,204.873,233.385,283.167,365.187,484.543,640.513,828.494,1042.76,1284.21,1559.28,1872.478,2226.492,2624.74,3071.721,3573.296,4135.823,4752.521,5392.492,6022.89,6631.105,7217.979,7784.065,8326.898,8844.346,9335.889,9801.768,10246.429,10674.609,11085.287,11487.093,11899.745,12334.149,12794.055,13283.16,13809.318,14387.752,15032.139,15749.6,16537.221,17353.527,18134.943,18879.34,19642.551,20459.373,21338.055,22294.805,23352.926,24534.289,25887.861,27519.492
33.028,-97.249,193.717,222.26,272.104,354.218,473.73,629.857,817.994,1032.417,1274.054,1549.468,1863.166,2217.805,2616.928,3065.159,3568.202,4132.042,4750.084,5391.179,6022.577,6632.324,7220.511,7786.659,8328.18,8843.908,9334.389,9800.018,10244.71,10672.984,11083.787,11485.624,11898.183,12332.118,12791.117,13279.723,13806.381,14385.846,15030.951,15748.475,16534.564,17348.777,18130.162,18875.934,19640.395,20457.248,21335.398,22293.023,23352.395,24533.852,25887.893,27521.242
33.028,-97.217,189.404,217.948,267.823,350.0,469.543,625.732,813.838,1028.135,1269.523,1544.812,1858.603,2213.648,2613.49,3062.721,3566.671,4131.448,4751.365,5395.492,6029.858,6640.918,7228.198,7792.315,8331.898,8846.408,9336.326,9801.518,10245.772,10673.734,11084.475,11486.499,11899.245,12333.243,12792.055,13281.066,13808.568,14387.908,15031.639,15747.443,16532.346,17346.371,18128.787,18876.465,19642.332,20458.873,21335.211,22291.117,23349.082,24530.32,25885.361,27519.586
33.028,-97.185,182.904,211.448,261.323,343.5,463.043,619.138,807.119,1021.073,1261.992,1536.905,1850.759,2206.211,2606.834,3057.19,3562.733,4129.323,4751.615,5398.585,6034.608,6645.949,7232.792,7796.347,8335.68,8850.252,9340.201,9805.299,10249.304,10676.859,11087.381,11489.312,11901.995,12335.899,12794.711,13284.348,13812.6,14391.439,15033.326,15747.318,16531.846,17346.309,18129.287,18878.402,19645.676,20462.436,21337.305,22290.461,23344.863,24525.133,25881.549,27515.18
33.028,-97.153,192.811,221.354,271.198,353.281,472.636,628.513,816.182,1029.729,1270.179,1544.562,1857.759,2212.617,2612.771,3062.878,3568.702,4136.198,4759.365,5406.273,6041.14,6651.074,7236.823,7799.378,8338.086,8852.252,9341.92,9806.861,10250.679,10677.984,11088.1,11489.655,11901.964,12335.399,12794.242,13284.191,13812.943,14391.627,15031.982,15744.756,16529.502,17344.246,18126.975,18876.59,19645.02,20462.717,21337.836,22289.555,23340.645,24520.039,25878.236,27510.367
33.028,-97.121,203.123,231.666,281.479,363.562,482.918,638.795,826.463,1040.042,1280.46,1554.593,1867.291,2221.398,2620.584,3069.378,3573.608,4139.761,4761.959,5407.96,6041.546,6650.043,7234.511,7795.753,8333.211,8846.627,9336.014,9800.799,10244.522,10671.703,11081.506,11482.655,11894.62,12327.649,12786.305,13276.16,13805.1,14383.846,15023.139,15735.162,16520.346,17335.184,18117.225,18866.59,19635.645,20454.498,21331.367,22283.555,23333.02,24513.164,25873.736,27504.648
33.028,-97.089,208.561,237.073,286.917,369.0,488.386,644.326,832.057,1045.885,1286.617,1560.843,1873.291,2226.93,2625.49,3073.596,3576.733,4141.136,4761.803,5407.242,6040.796,6649.012,7232.729,7793.503,8330.93,8844.377,9333.732,9798.486,10242.179,10669.234,11078.725,11479.468,11891.245,12324.149,12782.211,13271.316,13799.881,14378.502,15017.42,15729.381,16515.252,17330.371,18111.725,18860.215,19628.926,20448.154,21326.898,22280.273,23329.988,24512.82,25875.83,27506.398
33.028,-97.057,191.748,220.323,270.229,352.437,472.011,628.138,816.182,1030.448,1271.773,1546.655,1859.666,2213.898,2613.615,3063.284,3567.89,4133.042,4753.678,5399.273,6033.608,6642.793,7227.479,7789.472,8328.117,8842.533,9332.607,9797.799,10241.741,10668.797,11078.1,11478.374,11889.808,12322.618,12779.992,13267.816,13795.287,14373.564,15013.201,15726.006,16512.814,17328.684,18109.756,18856.902,19623.988,20442.217,21321.617,22275.398,23326.27,24512.508,25877.111,27507.898
33.028,-97.025,179.592,208.198,258.198,340.531,460.324,616.67,805.088,1019.948,1262.023,1537.78,1851.728,2206.68,2606.959,3057.69,3563.89,4130.386,4751.365,5396.617,6031.015,6640.543,7225.823,7788.597,8327.898,8842.752,9333.17,9798.643,10242.647,10669.609,11078.662,11478.499,11889.245,12321.681,12778.586,13265.566,13791.881,14369.814,15010.826,15725.162,16513.127,17330.246,18111.943,18857.902,19622.488,20438.561,21317.086,22269.836,23321.457,24509.789,25874.58,27505.773
33.028,-96.993,165.592,194.26,244.323,326.812,446.761,603.295,792.057,1007.448,1250.023,1526.343,1840.947,2196.43,2596.865,3047.815,3555.39,4124.511,4747.49,5393.773,6029.233,6639.762,7225.854,7789.315,8329.18,8844.471,9335.232,9800.924,10245.085,10672.141,11081.131,11480.655,11890.651,12322.399,12779.148,13266.191,13792.068,14369.502,15011.42,15727.131,16516.033,17334.871,18118.443,18864.371,19626.457,20439.967,21316.586,22267.492,23319.207,24507.539,25871.08,27502.242
33.027,-96.961,154.779,183.448,233.511,316.031,435.98,592.576,781.619,997.51,1240.585,1517.28,1832.228,2188.023,2588.459,3039.503,3547.827,4119.042,4744.615,5392.335,6028.39,6639.449,7226.011,7789.815,8330.023,8845.564,9336.451,9802.236,10246.46,10673.578,11082.568,11481.874,11891.245,12322.181,12778.93,13266.785,13793.068,14370.096,15011.889,15728.162,16517.471,17337.84,18124.256,18871.902,19632.551,20443.623,21317.617,22266.805,23319.27,24507.07,25868.33,27498.305
33.027,-96.929,163.186,191.823,241.886,324.312,444.136,600.67,789.838,1005.948,1249.148,1525.812,1840.603,2196.086,2595.865,3045.69,3552.64,4123.136,4749.428,5397.523,6032.327,6642.168,7227.948,7791.097,8330.773,8845.908,9336.389,9801.83,10245.772,10672.641,11081.443,11480.655,11889.776,12320.024,12776.586,13265.285,13792.756,14370.033,15011.389,15727.443,16516.471,17337.527,18126.537,18876.965,19637.988,20447.248,21317.93,22265.43,23319.676,24508.039,25867.143,27494.992
33.056,-97.634,274.779,303.26,352.948,434.843,553.886,709.138,895.4,1106.479,1343.117,1612.374,1919.728,2268.336,2661.709,3104.19,3600.483,4158.042,4772.303,5412.023,6041.952,6647.605,7229.667,7789.628,8326.492,8839.439,9328.326,9792.299,10234.554,10659.734,11067.35,11466.124,11875.276,12304.587,12758.336,13245.098,13775.037,14362.221,15016.607,15740.287,16532.596,17352.965,18136.287,18880.684,19642.301,20457.529,21335.398,22290.398,23344.395,24524.383,25876.018,27500.18
33.056,-97.602,254.748,283.229,332.948,414.875,533.98,689.263,875.557,1086.792,1323.679,1593.499,1901.791,2251.836,2646.771,3090.44,3587.858,4146.167,4760.459,5400.148,6030.671,6637.574,7220.792,7781.753,8319.367,8832.814,9321.826,9785.736,10228.116,10653.703,11062.1,11462.187,11873.089,12303.556,12758.055,13246.254,13777.662,14365.377,15018.92,15741.318,16532.564,17351.934,18134.568,18878.965,19640.957,20455.936,21333.648,22288.898,23342.926,24523.414,25875.799,27500.711
33.056,-97.57,230.123,258.635,308.417,390.406,509.636,665.138,851.744,1063.354,1300.929,1571.749,1881.353,2232.742,2628.928,3074.534,3574.921,4135.823,4751.553,5392.429,6024.296,6632.543,7216.948,7778.972,8317.586,8831.596,9320.514,9783.986,10226.116,10651.703,11059.85,11459.437,11871.214,12303.868,12760.305,13250.223,13782.412,14369.002,15020.857,15741.662,16531.658,17350.371,18132.756,18877.309,19639.613,20455.123,21333.273,22288.055,23341.301,24522.195,25875.549,27501.367
33.056,-97.538,224.123,252.666,302.542,384.656,504.105,659.888,846.994,1059.51,1298.523,1571.062,1882.197,2234.273,2630.584,3076.315,3577.421,4139.323,4755.74,5397.992,6031.046,6639.168,7222.854,7783.815,8321.211,8833.971,9321.795,9784.611,10226.366,10651.703,11059.443,11459.062,11871.276,12305.337,12762.961,13252.91,13785.35,14372.096,15023.389,15743.131,16532.564,17350.84,18132.287,18876.277,19638.77,20455.529,21334.898,22289.086,23340.77,24521.977,25876.924,27503.305
33.056,-97.506,251.123,279.635,329.417,411.406,530.699,686.388,873.744,1087.198,1327.71,1601.655,1913.603,2265.773,2661.396,3105.815,3605.671,4167.104,4783.146,5423.867,6055.108,6662.199,7245.354,7805.378,8341.086,8851.783,9337.795,9799.299,10240.085,10664.516,11071.631,11470.468,11881.839,12316.743,12777.523,13270.004,13802.568,14387.564,15036.107,15755.443,16545.221,17361.934,18141.693,18884.934,19647.77,20465.842,21346.836,22300.805,23350.926,24532.32,25889.33,27515.898
33.056,-97.474,288.561,316.885,366.323,447.781,566.23,720.951,907.338,1119.823,1359.148,1631.499,1941.478,2292.023,2686.803,3130.409,3628.89,4189.354,4805.49,5445.617,6075.233,6681.23,7264.542,7826.097,8364.461,8878.658,9368.795,9834.674,10279.71,10707.984,11118.381,11519.53,11931.058,12363.431,12819.617,13307.879,13837.693,14420.721,15069.67,15792.225,16582.939,17398.059,18177.006,18920.434,19683.582,20501.842,21383.43,22337.086,23386.363,24568.289,25927.018,27553.586
33.056,-97.441,274.561,302.885,352.323,433.75,552.261,706.982,893.4,1106.01,1345.46,1617.874,1927.603,2277.523,2671.365,3114.034,3611.671,4171.448,4787.428,5427.367,6055.983,6660.355,7241.979,7802.19,8339.586,8853.502,9344.17,9810.955,10257.054,10686.578,11098.412,11501.03,11913.964,12347.212,12802.961,13286.66,13813.412,14400.564,15056.139,15781.568,16570.814,17385.152,18164.943,18909.84,19673.832,20492.092,21373.648,22326.711,23375.863,24558.977,25918.58,27544.961
33.056,-97.409,265.279,293.635,343.198,424.812,543.636,698.888,886.057,1099.667,1340.054,1613.499,1924.666,2275.898,2670.396,3113.003,3609.64,4167.136,4779.771,5415.898,6041.202,6643.168,7222.729,7780.94,8316.43,8828.471,9316.951,9781.486,10225.585,10653.484,11064.1,11465.968,11878.62,12312.243,12768.43,13253.348,13785.85,14380.971,15041.045,15764.881,16550.439,17365.184,18146.912,18892.559,19656.645,20474.904,21356.461,22309.367,23359.332,24544.008,25903.486,27530.023
33.056,-97.377,251.186,279.573,329.167,410.906,529.886,685.326,872.775,1086.635,1327.335,1601.062,1912.634,2264.773,2660.553,3104.534,3602.202,4160.198,4773.553,5411.21,6037.983,6641.043,7221.729,7781.097,8317.648,8830.314,9319.076,9783.705,10227.772,10655.641,11066.256,11468.187,11881.026,12314.868,12772.711,13263.629,13802.068,14396.627,15051.107,15768.256,16548.939,17364.496,18149.381,18895.121,19657.926,20474.936,21355.617,22308.586,23360.27,24546.133,25905.111,27532.43
33.056,-97.345,238.686,267.135,316.792,398.593,517.668,673.295,860.963,1074.948,1315.804,1589.655,1901.322,2253.742,2650.24,3095.221,3593.983,4152.729,4766.49,5405.46,6034.483,6639.449,7221.667,7782.534,8320.648,8834.783,9324.795,9790.455,10235.366,10663.953,11075.193,11477.624,11890.87,12325.806,12786.742,13281.504,13818.287,14404.283,15048.295,15758.443,16538.471,17357.121,18144.131,18889.809,19651.551,20467.029,21345.992,22298.93,23352.395,24538.414,25896.768,27525.305
