latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,7249.16699,18.25343,20.00649,-0.83172
32.76018,-97.60131,7244.60449,18.81593,19.19399,-1.11591
32.76021,-97.56938,7241.82324,20.75343,19.75649,-0.96203
32.76022,-97.53746,7238.63574,23.25343,21.13149,-0.23344
32.76023,-97.50554,7231.44824,25.31593,20.75649,0.23801
32.76023,-97.47361,7227.44824,25.94093,18.44399,-0.14796
32.76021,-97.44169,7223.10449,25.06593,18.63149,-0.69217
32.76019,-97.40976,7222.22949,23.37843,21.63149,-0.87314
32.76016,-97.37784,7225.54199,21.31593,23.75649,-0.4194
32.76012,-97.34591,7227.97949,18.87843,23.81899,0.45762
32.76007,-97.31399,7233.66699,16.31593,22.44399,1.29964
32.76001,-97.28206,7241.10449,15.94093,19.81899,-0.23838
32.75994,-97.25014,7246.72949,19.00343,17.25649,0.23185
32.75987,-97.21821,7237.29199,21.87843,15.94399,3.39244
32.75978,-97.18629,7224.88574,21.12843,20.63149,3.26796
32.75968,-97.15437,7219.72949,17.25343,25.19399,2.5112
32.75958,-97.12244,7227.57324,14.87843,22.44399,2.51439
32.75946,-97.09052,7226.19824,15.12843,20.63149,2.24838
32.75934,-97.05859,7222.76074,15.75343,24.25649,1.52076
32.75921,-97.02667,7222.16699,17.06593,27.00649,0.20397
32.75906,-96.99475,7220.82324,18.12843,27.00649,-0.87524
32.75891,-96.96282,7224.76074,18.19093,25.50649,-1.07364
32.75875,-96.9309,7230.54199,18.62843,24.44399,0.00522
32.75858,-96.89897,7239.82324,17.69093,25.94399,0.55586
32.787,-97.63328,7255.44824,19.75343,21.63149,-0.52431
32.78703,-97.60134,7245.79199,19.69093,19.88149,-1.11114
32.78705,-97.56941,7244.01074,21.19093,19.69399,-0.88874
32.78707,-97.53747,7233.69824,23.81593,20.19399,-0.38139
32.78708,-97.50554,7227.82324,25.44093,19.81899,-0.55626
32.78707,-97.4736,7226.32324,24.44093,19.00649,-1.52661
32.78706,-97.44167,7224.13574,22.56593,19.56899,-2.77614
32.78704,-97.40973,7228.79199,21.00343,22.38149,-2.69499
32.78701,-97.37779,7229.82324,19.69093,24.38149,-1.45615
32.78697,-97.34586,7229.51074,18.19093,24.88149,0.27098
32.78692,-97.31392,7239.01074,15.69093,23.81899,1.05147
32.78686,-97.28199,7247.13574,15.25343,22.44399,0.7007
32.78679,-97.25005,7251.85449,17.56593,20.56899,4.26996
32.78671,-97.21812,7240.47949,17.19093,16.63149,7.67535
32.78663,-97.18618,7226.94824,14.12843,18.38149,7.14943
32.78653,-97.15425,7222.38574,12.19093,21.13149,7.23291
32.78642,-97.12231,7223.63574,14.25343,17.88149,6.76046
32.78631,-97.09037,7217.41699,18.50343,16.63149,3.13595
32.78619,-97.05844,7215.22949,20.06593,21.94399,0.5444
32.78605,-97.0265,7212.13574,19.19093,27.56899,0.1016
32.78591,-96.99457,7213.94824,17.94093,29.06899,0.11289
32.78576,-96.96264,7220.22949,17.06593,27.38149,-0.35185
32.7856,-96.9307,7225.10449,18.00343,25.94399,-0.27245
32.78543,-96.89877,7227.29199,19.25343,26.63149,0.05621
32.81384,-97.63333,7238.35449,21.00343,23.44399,-1.05792
32.81388,-97.60138,7237.13574,20.00343,22.31899,-1.36553
32.8139,-97.56943,7229.41699,20.50343,21.88149,-0.44369
32.81392,-97.53749,7227.44824,22.25343,21.00649,-0.27845
32.81392,-97.50554,7229.47949,23.87843,19.00649,-1.00313
32.81392,-97.47359,7218.16699,21.56593,19.38149,-1.0413
32.81391,-97.44165,7223.16699,17.62843,21.25649,-1.74411
32.81389,-97.4097,7233.13574,17.37843,23.00649,-3.02101
32.81386,-97.37775,7231.76074,18.44093,24.31899,-2.52562
32.81382,-97.3458,7235.47949,17.87843,25.25649,-0.42531
32.81377,-97.31386,7240.88574,15.37843,24.44399,0.53167
32.81371,-97.28191,7251.29199,14.37843,24.75649,0.81999
32.81364,-97.24996,7251.07324,15.94093,25.06899,3.66482
32.81356,-97.21802,7248.63574,15.19093,20.75649,6.612
32.81348,-97.18607,7243.66699,12.94093,18.19399,7.69686
32.81338,-97.15413,7237.72949,13.12843,18.06899,8.93312
32.81327,-97.12218,7231.72949,15.44093,17.25649,8.89597
32.81316,-97.09023,7219.54199,18.62843,17.69399,4.93714
32.81303,-97.05829,7214.41699,20.50343,22.38149,0.73148
32.8129,-97.02634,7215.57324,19.31593,28.81899,-0.43689
32.81276,-96.99439,7217.66699,16.69093,30.50649,0.36199
32.81261,-96.96245,7219.54199,15.12843,27.19399,0.68487
32.81244,-96.9305,7222.13574,16.50343,24.81899,0.06753
32.81227,-96.89856,7220.63574,19.62843,26.00649,-0.25531
32.84069,-97.63337,7233.13574,23.12843,25.13149,-0.77136
32.84073,-97.60141,7227.32324,22.25343,24.63149,-1.40716
32.84075,-97.56946,7230.10449,21.06593,23.88149,0.09026
32.84077,-97.5375,7236.51074,20.06593,21.50649,0.10719
32.84077,-97.50554,7233.76074,19.06593,19.31899,0.1751
32.84077,-97.47358,7223.72949,17.06593,20.44399,4.53061
32.84076,-97.44163,7220.88574,13.81593,22.88149,5.40983
32.84074,-97.40967,7227.07324,14.94093,23.81899,0.84223
32.84071,-97.37771,7234.38574,19.50343,23.81899,-2.42334
32.84067,-97.34575,7237.66699,20.69093,24.50649,-1.41295
32.84062,-97.31379,7239.47949,18.37843,24.38149,-0.18181
32.84056,-97.28184,7244.38574,15.75343,25.56899,0.26018
32.84049,-97.24988,7245.88574,14.87843,27.44399,0.86357
32.84041,-97.21792,7247.04199,15.56593,24.81899,1.62485
32.84032,-97.18596,7248.07324,17.31593,21.56899,2.45948
32.84023,-97.15401,7248.85449,19.12843,21.06899,4.49776
32.84012,-97.12205,7242.35449,19.00343,22.25649,5.8132
32.84001,-97.09009,7231.29199,18.31593,23.50649,3.008
32.83988,-97.05813,7224.10449,18.00343,26.88149,-0.38066
32.83975,-97.02618,7222.01074,16.37843,31.31899,-0.71411
32.83961,-96.99422,7219.01074,13.81593,30.19399,1.16457
32.83946,-96.96226,7215.91699,13.12843,24.06899,1.88466
32.83929,-96.93031,7218.26074,15.75343,20.88149,0.56651
32.83912,-96.89835,7219.97949,19.75343,23.50649,-0.41417
32.86754,-97.63342,7241.10449,24.06593,26.81899,-0.64614
32.86758,-97.60145,7237.97949,23.06593,25.50649,-0.82209
32.8676,-97.56948,7236.63574,20.19093,23.94399,0.44159
32.86762,-97.53751,7235.85449,17.06593,21.00649,0.51521
32.86763,-97.50554,7237.63574,14.56593,20.63149,0.71325
32.86762,-97.47357,7241.94824,14.19093,23.38149,6.47655
32.86761,-97.4416,7236.91699,15.12843,24.94399,8.62767
32.86759,-97.40964,7234.82324,18.44093,25.31899,3.16602
32.86756,-97.37767,7236.69824,23.25343,23.88149,-1.55449
32.86752,-97.3457,7236.47949,24.69093,23.50649,-1.63487
32.86747,-97.31373,7236.19824,23.06593,24.25649,-0.37474
32.86741,-97.28176,7240.72949,19.50343,26.00649,0.50417
32.86734,-97.24979,7246.97949,15.75343,27.25649,0.35729
32.86726,-97.21782,7250.85449,15.81593,24.88149,-0.66089
32.86718,-97.18585,7247.07324,18.69093,23.31899,-0.27315
32.86708,-97.15389,7248.04199,19.81593,24.44399,2.15026
32.86697,-97.12192,7240.07324,18.12843,27.13149,2.08427
32.86686,-97.08995,7230.07324,15.50343,28.75649,-1.12932
32.86673,-97.05798,7222.41699,13.50343,30.31899,-2.18226
32.8666,-97.02601,7215.69824,12.12843,30.63149,0.52525
32.86646,-96.99404,7208.66699,11.62843,26.00649,3.24153
32.86631,-96.96208,7207.60449,13.50343,19.00649,2.44084
32.86614,-96.93011,7214.38574,17.50343,16.75649,0.31724
32.86597,-96.89814,7222.82324,20.87843,20.50649,-0.64153
32.8944,-97.63347,7232.85449,21.25343,27.00649,-0.52145
32.89443,-97.60149,7236.66699,19.50343,24.25649,0.32253
32.89446,-97.56951,7231.63574,17.06593,21.75649,0.82183
32.89447,-97.53752,7231.76074,16.00343,19.25649,0.62924
32.89448,-97.50554,7235.13574,15.94093,20.06899,0.32834
32.89447,-97.47356,7243.44824,17.69093,24.00649,2.02589
32.89446,-97.44158,7242.88574,21.25343,25.88149,2.91951
32.89444,-97.4096,7243.22949,25.12843,25.94399,0.62052
32.89441,-97.37762,7239.76074,27.31593,24.06899,-1.1768
32.89437,-97.34564,7238.26074,27.00343,23.13149,-1.01018
32.89432,-97.31366,7242.10449,25.06593,24.88149,-0.92557
32.89426,-97.28168,7247.13574,21.31593,27.19399,-0.60761
32.89419,-97.2497,7251.85449,17.00343,26.88149,0.09604
32.89411,-97.21772,7253.04199,16.06593,23.88149,-1.05752
32.89403,-97.18574,7247.63574,16.94093,24.31899,2.57008
32.89393,-97.15376,7245.63574,16.06593,25.38149,6.37407
32.89383,-97.12179,7232.97949,14.31593,27.31899,2.75735
32.89371,-97.08981,7218.47949,12.75343,27.63149,-0.59535
32.89359,-97.05783,7211.66699,11.69093,26.44399,0.5433
32.89345,-97.02585,7203.57324,11.94093,23.88149,3.53433
32.89331,-96.99387,7204.72949,14.19093,19.06899,3.74902
32.89316,-96.96189,7210.88574,17.94093,15.13149,1.3791
32.893,-96.92991,7218.29199,21.19093,15.50649,-0.381
32.92125,-97.63351,7238.16699,16.62843,24.50649,0.53862
32.92128,-97.60152,7232.88574,16.12843,20.81899,1.38449
32.92131,-97.56953,7226.63574,16.69093,18.19399,0.95881
32.92133,-97.53754,7226.76074,18.12843,16.94399,0.03358
32.92133,-97.50555,7229.91699,19.69093,17.38149,-0.60134
32.92133,-97.47356,7240.76074,21.75343,20.06899,-0.63016
32.92132,-97.44156,7244.91699,25.06593,22.31899,-0.55678
32.92129,-97.40957,7244.54199,28.00343,23.06899,-0.73851
32.92126,-97.37758,7242.16699,28.69093,23.00649,-0.44298
32.92122,-97.34559,7243.04199,27.56593,22.81899,-0.62445
32.92117,-97.3136,7243.35449,25.00343,25.56899,-2.01032
32.92111,-97.28161,7244.01074,21.12843,29.00649,-2.55129
32.92105,-97.24962,7244.69824,17.50343,28.00649,-1.09128
32.92097,-97.21763,7249.10449,15.81593,24.94399,-1.36981
32.92088,-97.18564,7253.91699,16.44093,27.50649,5.41672
32.92078,-97.15364,7245.16699,16.87843,26.94399,10.09595
32.92068,-97.12165,7223.04199,16.31593,24.38149,6.34333
32.92056,-97.08966,7211.85449,15.56593,21.50649,3.67163
32.92044,-97.05767,7209.69824,15.50343,18.88149,3.79322
32.92031,-97.02568,7210.63574,17.19093,16.50649,3.33083
32.92016,-96.99369,7214.07324,20.25343,14.50649,1.59672
32.92001,-96.9617,7218.19824,22.87843,14.50649,0.04502
32.91985,-96.92971,7220.57324,23.87843,16.81899,-0.57995
32.9481,-97.63356,7231.41699,15.75343,19.81899,1.13543
32.94814,-97.60156,7224.38574,17.50343,16.44399,1.13519
32.94816,-97.56955,7224.97949,19.25343,15.44399,0.22663
32.94818,-97.53755,7225.44824,20.31593,15.13149,-0.72059
32.94819,-97.50555,7225.13574,21.44093,14.00649,-1.15049
32.94818,-97.47355,7232.88574,23.56593,15.19399,-1.25336
32.94817,-97.44154,7239.10449,26.31593,17.94399,-1.13541
32.94815,-97.40954,7239.54199,28.25343,20.31899,-0.50001
32.94812,-97.37754,7240.01074,28.06593,22.50649,0.14136
32.94808,-97.34554,7243.38574,25.69093,23.25649,0.18667
32.94803,-97.31353,7234.44824,22.62843,26.44399,0.1413
32.94797,-97.28153,7234.63574,19.44093,31.44399,-0.88616
32.9479,-97.24953,7240.10449,16.69093,30.44399,-1.39978
32.94782,-97.21753,7246.47949,15.12843,27.31899,-2.04916
32.94774,-97.18553,7250.38574,16.12843,30.19399,2.47259
32.94764,-97.15352,7243.66699,18.75343,29.00649,5.65466
32.94753,-97.12152,7227.94824,19.69093,23.38149,4.44832
32.94742,-97.08952,7220.41699,19.50343,18.44399,2.81714
32.94729,-97.05752,7219.76074,19.94093,15.63149,1.58944
32.94716,-97.02552,7220.19824,21.31593,14.31899,0.43222
32.94702,-96.99352,7220.19824,23.12843,14.38149,-0.25642
32.94686,-96.96151,7218.94824,24.37843,16.25649,-0.44346
32.9467,-96.92951,7220.22949,24.62843,18.75649,-0.52817
32.97496,-97.6336,7227.35449,18.37843,15.75649,0.64126
32.97499,-97.60159,7226.26074,20.19093,13.94399,0.06199
32.97502,-97.56958,7227.57324,20.87843,14.38149,-0.52244
32.97504,-97.53756,7225.47949,20.81593,14.00649,-0.7482
32.97504,-97.50555,7220.72949,22.50343,10.69399,-0.63458
32.97504,-97.47354,7225.29199,25.62843,12.44399,-1.68297
32.97503,-97.44152,7225.97949,27.00343,17.88149,-3.78796
32.975,-97.40951,7230.97949,26.06593,22.00649,-3.27179
32.97497,-97.3775,7232.01074,24.31593,24.88149,-1.24877
32.97493,-97.34548,7237.54199,21.12843,26.50649,1.88087
32.97488,-97.31347,7235.94824,17.81593,28.94399,5.34246
32.97482,-97.28146,7223.79199,15.75343,33.19399,3.97637
32.97476,-97.24944,7226.72949,15.00343,32.19399,0.09058
32.97468,-97.21743,7235.85449,14.87843,29.19399,-2.10743
32.97459,-97.18542,7235.32324,14.81593,30.25649,-1.16723
32.97449,-97.1534,7231.54199,15.87843,29.44399,-0.16585
32.97439,-97.12139,7227.82324,17.44093,24.94399,0.54172
32.97427,-97.08938,7223.13574,19.19093,20.44399,0.32441
32.97415,-97.05736,7221.94824,20.69093,17.50649,-0.57529
32.97402,-97.02535,7220.63574,21.75343,16.25649,-0.92711
32.97387,-96.99334,7220.32324,22.75343,16.69399,-0.57385
32.97372,-96.96133,7219.79199,23.94093,18.50649,-0.26122
32.97356,-96.92931,7221.01074,24.50343,20.31899,-0.2101
33.00182,-97.63365,7231.01074,20.56593,14.88149,0.24931
33.00185,-97.60163,7227.79199,21.25343,14.50649,-0.16505
33.00188,-97.5696,7227.07324,20.81593,15.38149,-0.06847
33.00189,-97.53758,7226.94824,20.19093,13.88149,-0.01178
33.0019,-97.50555,7226.82324,21.37843,8.31899,-0.61775
33.0019,-97.47353,7221.41699,23.06593,12.06899,0.97697
33.00188,-97.4415,7219.72949,22.87843,21.69399,-0.80176
33.00186,-97.40948,7223.60449,21.12843,26.63149,-3.28307
33.00183,-97.37745,7228.97949,19.56593,28.25649,-2.48874
33.00179,-97.34543,7233.82324,18.25343,31.31899,1.93116
33.00174,-97.3134,7232.38574,16.12843,32.44399,6.71757
33.00168,-97.28138,7216.88574,13.94093,33.50649,6.34286
33.00161,-97.24936,7222.07324,14.81593,33.06899,1.52678
33.00153,-97.21733,7228.41699,16.50343,30.69399,-1.321
33.00145,-97.18531,7232.29199,15.44093,29.63149,-1.46144
33.00135,-97.15328,7231.57324,15.00343,28.88149,-1.12079
33.00125,-97.12126,7230.76074,16.62843,26.44399,-1.13837
33.00113,-97.08923,7230.41699,18.44093,23.31899,-1.13758
33.00101,-97.05721,7225.97949,19.62843,20.50649,-0.8238
33.00087,-97.02519,7222.63574,20.62843,19.13149,-0.38608
33.00073,-96.99316,7223.13574,21.87843,19.00649,-0.04579
33.00058,-96.96114,7221.79199,23.25343,19.88149,0.12411
33.00041,-96.92912,7224.35449,24.12843,21.13149,0.13543
33.02868,-97.6337,7232.19824,22.56593,15.75649,-0.89714
33.02871,-97.60166,7226.01074,21.75343,17.13149,-0.81706
33.02873,-97.56963,7223.47949,19.50343,17.75649,0.40726
33.02875,-97.53759,7226.04199,17.44093,13.94399,0.31078
33.02876,-97.50555,7238.04199,16.06593,8.31899,-0.72045
33.02875,-97.47352,7241.19824,15.44093,12.06899,8.52279
33.02874,-97.44148,7234.76074,15.87843,23.88149,8.15038
33.02872,-97.40945,7219.38574,15.56593,29.88149,-0.02869
33.02869,-97.37741,7222.88574,14.81593,30.63149,-3.16996
33.02865,-97.34538,7223.76074,15.69093,34.13149,-0.56124
33.0286,-97.31334,7222.38574,16.50343,35.25649,2.96549
33.02854,-97.2813,7217.97949,16.44093,34.94399,3.44184
33.02847,-97.24927,7220.51074,18.31593,34.44399,0.46701
33.02839,-97.21723,7228.19824,19.25343,31.69399,-1.32001
33.02831,-97.1852,7232.79199,17.50343,29.06899,-0.98829
33.02821,-97.15316,7236.82324,16.87843,27.00649,-1.17392
33.0281,-97.12113,7234.51074,18.31593,25.25649,-2.04477
33.02799,-97.08909,7232.72949,19.62843,23.81899,-2.00503
33.02786,-97.05706,7227.47949,19.87843,22.06899,-0.79928
33.02773,-97.02502,7225.82324,20.25343,20.44399,0.1808
33.02759,-96.99299,7225.85449,21.37843,19.69399,0.58829
33.02743,-96.96095,7226.01074,22.50343,20.13149,0.66155
33.02727,-96.92892,7227.94824,23.00343,21.38149,0.44076
33.05553,-97.63374,7229.66699,22.69093,17.38149,-1.87034
33.05557,-97.6017,7220.79199,20.06593,19.81899,-1.18427
33.05559,-97.56965,7216.94824,16.25343,18.69399,0.59981
33.05561,-97.5376,7222.85449,13.81593,13.13149,0.17504
33.05562,-97.50556,7245.35449,10.62843,11.06899,-0.55121
33.05561,-97.47351,7264.54199,6.87843,12.94399,11.7387
33.0556,-97.44146,7241.97949,7.31593,21.44399,12.53388
33.05558,-97.40942,7222.72949,9.69093,29.94399,0.83075
33.05555,-97.37737,7221.72949,10.12843,31.38149,-3.77358
33.05551,-97.34532,7221.66699,11.37843,33.69399,-2.59417
33.05546,-97.31327,7220.66699,14.56593,35.81899,-0.67684
33.0554,-97.28123,7219.60449,17.81593,36.25649,-0.25661
33.05533,-97.24918,7224.57324,19.56593,34.75649,-1.39448
33.05525,-97.21713,7230.97949,18.56593,30.63149,-1.6713
33.05516,-97.18509,7236.57324,16.31593,27.19399,-1.75453
33.05507,-97.15304,7241.47949,15.69093,24.75649,0.79741
33.05496,-97.121,7243.26074,17.37843,22.44399,6.02344
33.05485,-97.08895,7229.69824,20.00343,23.06899,3.05434
33.05472,-97.0569,7228.44824,21.50343,22.19399,-0.85176
33.05459,-97.02486,7227.38574,21.25343,18.75649,-0.48229
33.05445,-96.99281,7224.94824,21.06593,18.31899,0.82592
33.05429,-96.96076,7227.10449,21.31593,20.06899,1.34578
33.05413,-96.92872,7233.22949,20.87843,22.44399,1.5077
33.0824,-97.63379,7219.07324,14.87843,21.31899,1.17623
33.08243,-97.60173,7218.19824,14.06593,22.00649,1.3458
33.08245,-97.56967,7217.38574,13.12843,17.44399,1.67511
33.08247,-97.53762,7221.47949,12.37843,11.94399,0.45258
33.08248,-97.50556,7245.91699,10.25343,14.50649,-0.71586
33.08247,-97.4735,7262.66699,4.81593,17.75649,7.42575
33.08246,-97.44144,7253.82324,3.31593,20.94399,10.21231
33.08244,-97.40938,7226.69824,6.12843,27.88149,-0.01745
33.08241,-97.37733,7225.13574,7.12843,29.75649,-3.38874
33.08237,-97.34527,7223.32324,8.69093,31.19399,-2.67105
33.08232,-97.31321,7221.57324,12.06593,33.44399,-1.60829
33.08226,-97.28115,7224.82324,15.44093,34.13149,-1.40314
33.08219,-97.24909,7231.88574,16.25343,31.69399,-1.82393
33.08211,-97.21704,7232.57324,15.19093,26.88149,-1.4721
33.08203,-97.18498,7237.10449,12.75343,23.94399,-2.34504
33.08193,-97.15292,7247.72949,11.37843,26.50649,2.61535
33.08182,-97.12086,7245.66699,13.62843,25.00649,10.94779
33.08171,-97.08881,7231.13574,19.25343,25.75649,4.66147
33.08158,-97.05675,7225.57324,23.00343,20.94399,-1.71705
33.08145,-97.02469,7224.97949,21.75343,15.13149,-1.12341
33.08131,-96.99263,7223.57324,20.75343,15.94399,0.56018
33.08115,-96.96058,7226.19824,21.06593,19.81899,1.18207
33.08099,-96.92852,7235.22949,20.62843,23.50649,1.23174
33.10926,-97.63384,7217.10449,7.62843,26.69399,6.04274
33.10929,-97.60177,7222.60449,10.25343,23.06899,4.32109
33.10932,-97.5697,7223.72949,12.62843,15.44399,2.36695
33.10933,-97.53763,7229.22949,13.31593,11.50649,0.56083
33.10934,-97.50556,7247.88574,13.31593,16.13149,-0.68742
33.10934,-97.47349,7256.57324,11.87843,23.06899,1.85614
33.10932,-97.44142,7251.91699,10.12843,24.44399,3.4999
33.1093,-97.40935,7234.91699,9.12843,25.63149,-0.36926
33.10927,-97.37728,7226.22949,8.31593,26.31899,-2.05459
33.10923,-97.34521,7221.94824,8.75343,27.81899,-1.86195
33.10918,-97.31314,7219.26074,10.62843,29.50649,-1.38998
33.10912,-97.28108,7222.82324,12.69093,29.31899,-1.32157
33.10905,-97.24901,7231.04199,13.50343,26.06899,-1.44759
33.10897,-97.21694,7232.91699,13.50343,21.81899,-1.0394
33.10889,-97.18487,7232.22949,12.19093,20.06899,-1.79273
33.10879,-97.1528,7234.57324,11.25343,28.38149,0.09607
33.10868,-97.12073,7234.22949,15.12843,31.13149,2.79398
33.10857,-97.08866,7222.88574,21.06593,27.50649,-0.43949
33.10844,-97.05659,7221.29199,22.75343,17.56899,-2.11381
33.10831,-97.02453,7221.32324,21.00343,12.13149,-1.02746
33.10817,-96.99246,7218.47949,20.50343,14.13149,0.12984
33.10801,-96.96039,7220.32324,21.50343,18.81899,0.60517
33.10785,-96.92832,7222.29199,22.06593,22.56899,0.2711
33.13612,-97.63388,7225.19824,6.19093,28.31899,7.98551
33.13615,-97.6018,7229.69824,10.25343,21.13149,5.58487
33.13618,-97.56972,7231.51074,14.19093,13.69399,2.33498
33.13619,-97.53764,7239.82324,15.69093,12.00649,0.40229
33.1362,-97.50556,7249.04199,15.94093,16.44399,-0.09699
33.1362,-97.47348,7251.69824,17.37843,24.13149,-0.13125
33.13619,-97.4414,7241.60449,18.62843,26.63149,-0.22221
33.13616,-97.40932,7236.01074,17.25343,25.00649,-0.33566
33.13613,-97.37724,7228.32324,14.19093,23.38149,-0.53396
33.13609,-97.34516,7221.35449,12.00343,23.75649,-0.68674
33.13604,-97.31308,7221.04199,11.81593,24.81899,-0.79443
33.13598,-97.281,7222.54199,12.87843,23.94399,-0.86254
33.13591,-97.24892,7227.63574,13.81593,20.69399,-0.90233
33.13584,-97.21684,7227.72949,14.00343,17.44399,-0.69195
33.13575,-97.18476,7227.22949,14.00343,16.00649,-0.55525
33.13565,-97.15268,7229.13574,15.19093,24.06899,-0.94599
33.13555,-97.1206,7226.41699,18.62843,30.19399,-2.63393
33.13543,-97.08852,7227.19824,21.56593,24.25649,-3.29463
33.13531,-97.05644,7224.35449,21.87843,15.06899,-2.1197
33.13517,-97.02436,7217.41699,20.87843,11.63149,-0.80014
33.13503,-96.99228,7217.51074,20.31593,13.44399,-0.14219
33.13488,-96.9602,7217.97949,21.00343,17.50649,0.12975
33.13471,-96.92812,7221.04199,22.06593,20.63149,0.0618
33.16298,-97.63393,7232.79199,9.06593,25.06899,7.51872
33.16302,-97.60184,7239.91699,13.12843,18.19399,5.27862
33.16304,-97.56975,7241.04199,17.50343,13.63149,1.83642
33.16306,-97.53766,7248.22949,19.31593,13.38149,0.38508
33.16306,-97.50556,7245.35449,19.00343,16.75649,0.78207
33.16306,-97.47347,7243.91699,19.69093,22.56899,0.76044
33.16305,-97.44138,7243.26074,21.87843,25.94399,-0.01184
33.16303,-97.40929,7238.04199,22.75343,25.25649,-0.00046
33.163,-97.3772,7228.13574,21.19093,22.31899,0.43147
33.16296,-97.34511,7222.01074,18.37843,20.44399,0.42521
33.16291,-97.31301,7223.41699,16.25343,20.19399,-0.03452
33.16285,-97.28092,7221.72949,15.56593,19.50649,-0.32966
33.16278,-97.24883,7223.66699,15.50343,17.44399,-0.52236
33.1627,-97.21674,7220.69824,15.31593,15.00649,-0.32329
33.16261,-97.18465,7225.66699,14.19093,12.94399,0.11836
33.16252,-97.15256,7228.88574,14.12843,19.25649,0.6141
33.16241,-97.12047,7231.26074,16.69093,22.50649,2.82159
33.16229,-97.08838,7227.51074,20.37843,20.69399,1.15782
33.16217,-97.05628,7222.51074,22.44093,15.81899,-1.71018
33.16204,-97.02419,7217.47949,20.75343,12.38149,-1.45788
33.16189,-96.9921,7219.97949,18.87843,13.50649,-0.34071
33.16174,-96.96001,7218.07324,19.31593,16.81899,-0.05708
33.16158,-96.92792,7220.60449,20.81593,19.38149,-0.0627
33.18985,-97.63398,7238.44824,15.12843,22.63149,4.1373
33.18988,-97.60187,7249.41699,18.50343,18.06899,2.58517
33.18991,-97.56977,7249.76074,21.75343,15.63149,0.76535
33.18992,-97.53767,7248.79199,23.00343,15.19399,0.32804
33.18993,-97.50557,7248.16699,22.69093,16.94399,1.3643
33.18993,-97.47346,7249.51074,23.00343,20.50649,2.07627
33.18991,-97.44136,7241.10449,24.50343,23.44399,0.83508
33.18989,-97.40926,7235.54199,26.06593,24.19399,-0.19383
33.18986,-97.37715,7227.63574,26.50343,22.63149,0.14159
33.18982,-97.34505,7228.47949,24.94093,20.19399,0.7264
33.18977,-97.31295,7226.41699,21.87843,18.44399,1.04396
33.18971,-97.28085,7221.10449,19.37843,17.56899,0.86773
33.18964,-97.24874,7218.19824,18.25343,16.56899,0.09029
33.18957,-97.21664,7217.88574,17.44093,14.94399,-0.08545
33.18948,-97.18454,7222.76074,14.06593,12.50649,0.10148
33.18938,-97.15244,7248.19824,10.75343,19.63149,2.94093
33.18927,-97.12033,7255.82324,11.37843,20.25649,11.45812
33.18916,-97.08823,7238.57324,17.81593,21.63149,7.04851
33.18903,-97.05613,7220.60449,22.75343,17.13149,-1.59955
33.1889,-97.02403,7217.10449,19.50343,12.56899,-2.33024
33.18876,-96.99193,7222.10449,16.75343,13.94399,-0.47093
33.1886,-96.95982,7217.66699,17.87843,16.94399,-0.00046
33.18844,-96.92772,7218.29199,19.62843,18.75649,-0.27761
33.21671,-97.63402,7241.32324,19.75343,22.38149,0.2384
33.21675,-97.60191,7252.79199,22.56593,19.69399,-0.00046
33.21677,-97.5698,7257.07324,24.12843,18.00649,0.476
33.21679,-97.53768,7248.04199,24.62843,16.44399,1.07996
33.2168,-97.50557,7248.35449,25.44093,17.19399,0.88203
33.21679,-97.47345,7252.13574,26.94093,19.56899,0.63962
33.21678,-97.44134,7238.32324,27.87843,21.19399,-0.52772
33.21676,-97.40923,7232.72949,28.00343,22.06899,-0.81148
33.21673,-97.37711,7228.66699,28.31593,22.50649,-0.00046
33.21669,-97.345,7232.63574,28.12843,21.25649,0.90689
33.21664,-97.31288,7229.69824,26.44093,18.38149,0.87273
33.21658,-97.28077,7223.44824,23.94093,17.63149,0.54966
33.21651,-97.24866,7220.22949,22.00343,17.56899,-0.09122
33.21643,-97.21654,7221.41699,20.00343,16.19399,-0.21035
33.21634,-97.18443,7228.22949,16.00343,14.06899,-0.11958
