latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,2311.96082,-0.93064,19.61804,0.27732
32.76018,-97.60131,2289.21082,0.38186,18.18054,-0.91046
32.76021,-97.56938,2277.61707,2.13186,18.99304,2.21634
32.76022,-97.53746,2271.14832,4.81936,22.74304,2.37833
32.76023,-97.50554,2258.02332,7.13186,25.86804,0.83902
32.76023,-97.47361,2232.77332,6.19436,24.99304,-0.57139
32.76021,-97.44169,2213.11707,6.00686,23.18054,0.36853
32.76019,-97.40976,2207.96082,7.31936,24.30554,0.31427
32.76016,-97.37784,2210.39832,6.50686,25.43054,0.02002
32.76012,-97.34591,2205.39832,3.88186,23.49304,0.44817
32.76007,-97.31399,2200.11707,-0.36814,20.68054,1.47428
32.76001,-97.28206,2200.11707,-6.43064,19.49304,1.84048
32.75994,-97.25014,2209.30457,-12.05564,20.93054,0.79078
32.75987,-97.21821,2210.39832,-13.99314,22.80554,-0.6026
32.75978,-97.18629,2197.42957,-13.68064,23.43054,1.67021
32.75968,-97.15437,2183.02332,-13.86814,23.68054,4.08251
32.75958,-97.12244,2203.36707,-14.18064,23.18054,4.33759
32.75946,-97.09052,2206.11707,-13.11814,21.99304,3.3115
32.75934,-97.05859,2199.80457,-10.49314,21.18054,2.32526
32.75921,-97.02667,2190.52332,-7.43064,20.36804,1.82282
32.75906,-96.99475,2183.64832,-4.86814,19.93054,0.98701
32.75891,-96.96282,2181.05457,-3.93064,20.61804,0.77565
32.75875,-96.9309,2178.61707,-4.18064,22.05554,0.91559
32.75858,-96.89897,2195.36707,-4.24314,22.68054,0.88664
32.787,-97.63328,2317.02332,0.75686,18.86804,-2.28496
32.78703,-97.60134,2296.92957,1.56936,17.49304,0.37526
32.78705,-97.56941,2287.49207,1.56936,19.61804,2.75105
32.78707,-97.53747,2265.17957,3.25686,22.30554,1.84377
32.78708,-97.50554,2237.36707,3.81936,23.99304,0.73793
32.78707,-97.4736,2213.46082,0.56936,23.24304,-1.43347
32.78706,-97.44167,2205.64832,-0.68064,22.49304,1.09576
32.78704,-97.40973,2221.14832,1.19436,25.55554,1.76648
32.78701,-97.37779,2221.08582,1.50686,26.05554,0.45584
32.78697,-97.34586,2203.39832,0.50686,23.74304,0.66211
32.78692,-97.31392,2210.14832,-1.11814,22.05554,2.0265
32.78686,-97.28199,2199.67957,-3.80564,20.30554,1.71243
32.78679,-97.25005,2190.55457,-6.68064,20.05554,0.44834
32.78671,-97.21812,2186.14832,-8.74314,20.55554,0.94242
32.78663,-97.18618,2180.96082,-9.68064,20.18054,3.20286
32.78653,-97.15425,2174.96082,-9.68064,19.61804,4.49538
32.78642,-97.12231,2182.36707,-8.68064,18.86804,3.11089
32.78631,-97.09037,2185.21082,-7.36814,18.74304,1.38733
32.78619,-97.05844,2191.24207,-6.49314,18.99304,0.72014
32.78605,-97.0265,2179.33582,-5.74314,19.18054,0.51495
32.78591,-96.99457,2177.05457,-4.99314,19.43054,0.86603
32.78576,-96.96264,2177.11707,-4.93064,19.61804,1.65517
32.7856,-96.9307,2174.30457,-4.93064,19.49304,1.90225
32.78543,-96.89877,2172.86707,-4.43064,18.68054,1.70491
32.81384,-97.63333,2295.67957,2.44436,17.68054,-1.20712
32.81388,-97.60138,2275.80457,0.94436,17.80554,2.72034
32.8139,-97.56943,2252.36707,0.13186,20.55554,2.4151
32.81392,-97.53749,2239.39832,1.25686,22.05554,1.57043
32.81392,-97.50554,2229.77332,0.00686,22.74304,-0.3669
32.81392,-97.47359,2205.74207,-3.61814,21.43054,-1.76954
32.81391,-97.44165,2221.33582,-4.86814,21.36804,1.89896
32.81389,-97.4097,2242.24207,-3.11814,25.05554,2.67731
