latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,400.57316,6.81642,0.78987,0.01411
32.76018,-97.60131,376.88566,7.75392,2.72737,-0.13267
32.76021,-97.56938,362.66691,6.75392,3.60237,0.08465
32.76022,-97.53746,348.76066,2.25392,2.60237,0.16333
32.76023,-97.50554,329.60441,0.44142,0.47737,-0.02393
32.76023,-97.47361,305.10441,3.00392,-1.08513,-0.11571
32.76021,-97.44169,280.88566,2.87892,-0.02263,0.03551
32.76019,-97.40976,267.97941,-1.68358,2.22737,0.08399
32.76016,-97.37784,266.44816,-3.99608,4.10237,-0.04802
32.76012,-97.34591,262.85441,-2.93358,5.53987,-0.07759
32.76007,-97.31399,256.47941,-2.93358,6.10237,0.03277
32.76001,-97.28206,256.13566,-4.37108,4.66487,-0.01568
32.75994,-97.25014,270.22941,-4.49608,2.16487,-0.13986
32.75987,-97.21821,278.82316,-2.30858,1.78987,-0.1345
32.75978,-97.18629,267.85441,-1.49608,3.22737,0.05441
32.75968,-97.15437,250.57316,-4.05858,3.35237,0.1299
32.75958,-97.12244,269.29191,-7.37108,2.60237,0.10863
32.75946,-97.09052,266.94816,-9.55858,2.41487,0.13573
32.75934,-97.05859,255.76066,-10.37108,3.03987,0.10323
32.75921,-97.02667,242.57316,-10.68358,4.22737,0.07613
32.75906,-96.99475,232.19816,-11.55858,5.72737,0.05719
32.75891,-96.96282,228.29191,-12.68358,7.16487,0.05179
32.75875,-96.9309,226.29191,-13.18358,7.66487,-0.09133
32.75858,-96.89897,247.41691,-12.99608,7.22737,-0.19155
32.787,-97.63328,407.60441,7.75392,2.16487,-0.15203
32.78703,-97.60134,390.16691,8.25392,3.97737,-0.06751
32.78705,-97.56941,373.13566,5.12892,3.22737,0.07659
32.78707,-97.53747,338.82316,0.06642,1.60237,0.13615
32.78708,-97.50554,301.88566,-0.80858,0.16487,-0.07804
32.78707,-97.4736,286.38566,3.56642,0.16487,-0.20179
32.78706,-97.44167,278.91691,4.56642,1.72737,0.05165
32.78704,-97.40973,288.72941,-0.24608,3.91487,0.14619
32.78701,-97.37779,284.76066,-2.99608,5.47737,-0.01032
32.78697,-97.34586,263.91691,-2.49608,6.16487,-0.0076
32.78692,-97.31392,270.94816,-3.49608,5.97737,0.10288
32.78686,-97.28199,257.22941,-5.80858,4.85237,0.12173
32.78679,-97.25005,247.01066,-5.68358,3.22737,-0.0453
32.78671,-97.21812,248.26066,-3.12108,2.10237,-0.05878
32.78663,-97.18618,245.26066,-2.80858,1.16487,0.1298
32.78653,-97.15425,237.35441,-5.99608,-0.02263,0.21081
32.78642,-97.12231,242.60441,-8.74608,-0.77263,0.10308
32.78631,-97.09037,242.19816,-9.55858,-0.21013,0.04096
32.78619,-97.05844,246.38566,-9.62108,1.22737,0.03288
32.78605,-97.0265,231.26066,-9.49608,2.78987,0.03824
32.78591,-96.99457,227.72941,-9.87108,4.53987,0.03825
32.78576,-96.96264,226.76066,-11.12108,6.10237,0.10577
32.7856,-96.9307,222.19816,-12.49608,6.91487,0.11114
32.78543,-96.89877,220.16691,-13.24608,6.60237,0.02206
32.81384,-97.63333,392.19816,9.37892,4.91487,-0.23863
32.81388,-97.60138,366.97941,7.56642,4.35237,-0.02394
32.8139,-97.56943,330.57316,2.81642,2.16487,0.12775
32.81392,-97.53749,305.38566,-1.74608,0.97737,0.11955
32.81392,-97.50554,291.38566,-1.05858,1.10237,-0.15907
32.81392,-97.47359,280.72941,4.44142,1.97737,-0.18537
32.81391,-97.44165,300.66691,5.62892,2.97737,0.13262
32.81389,-97.4097,317.07316,0.81642,4.91487,0.15467
32.81386,-97.37775,293.10441,-2.49608,6.10237,0.05992
32.81382,-97.3458,287.91691,-3.05858,5.66487,0.09228
32.81377,-97.31386,276.88566,-4.87108,4.35237,0.17325
32.81371,-97.28191,270.72941,-7.37108,3.03987,0.17875
32.81364,-97.24996,259.82316,-7.30858,1.85237,0.04906
32.81356,-97.21802,260.22941,-5.30858,0.53987,-0.00492
32.81348,-97.18607,254.26066,-5.24608,-1.02263,0.08685
32.81338,-97.15413,252.60441,-7.80858,-2.14763,0.06264
32.81327,-97.12218,253.79191,-9.12108,-2.02263,-0.02385
32.81316,-97.09023,243.54191,-8.55858,-0.89763,-0.02651
32.81303,-97.05829,241.76066,-7.93358,0.60237,-0.01031
32.8129,-97.02634,240.51066,-7.80858,2.10237,0.01937
32.81276,-96.99439,243.69816,-8.37108,3.28987,0.068
32.81261,-96.96245,241.51066,-9.87108,4.35237,0.11936
32.81244,-96.9305,236.82316,-11.74608,5.28987,0.1572
32.81227,-96.89856,219.13566,-13.24608,5.35237,0.11921
32.84069,-97.63337,357.41691,8.94142,5.78987,-0.01849
32.84073,-97.60141,335.91691,5.06642,2.97737,0.15205
32.84075,-97.56946,330.63566,0.69142,1.03987,0.14401
32.84077,-97.5375,322.32316,-2.24608,1.03987,0.04656
32.84077,-97.50554,298.19816,-0.30858,2.41487,-0.17257
32.84077,-97.47358,285.57316,4.81642,2.66487,-0.1047
32.84076,-97.44163,313.47941,5.87892,2.66487,0.13555
32.84074,-97.40967,316.79191,1.56642,4.10237,0.18445
32.84071,-97.37771,310.63566,-2.62108,4.53987,0.15753
32.84067,-97.34575,298.44816,-4.62108,3.35237,0.14659
32.84062,-97.31379,284.35441,-6.74608,1.47737,0.18975
32.84056,-97.28184,275.38566,-8.80858,0.10237,0.14922
32.84049,-97.24988,274.69816,-8.55858,-0.46013,0.00589
32.84041,-97.21792,274.41691,-6.62108,-0.77263,-0.02656
32.84032,-97.18596,273.94816,-6.43358,-1.21013,0.00589
32.84023,-97.15401,273.91691,-7.80858,-1.14763,-0.0266
32.84012,-97.12205,269.79191,-8.30858,-0.46013,-0.06175
32.84001,-97.09009,269.82316,-7.80858,-0.08513,-0.00764
32.83988,-97.05813,253.97941,-7.24608,0.35237,0.03019
32.83975,-97.02618,250.44816,-6.93358,1.03987,0.02208
32.83961,-96.99422,259.76066,-7.49608,1.78987,0.04103
32.83946,-96.96226,254.38566,-8.87108,2.72737,0.09512
32.83929,-96.93031,241.22941,-11.05858,3.60237,0.15998
32.83912,-96.89835,222.38566,-13.55858,3.78987,0.14634
32.86754,-97.63342,376.04191,5.94142,3.78987,0.17164
32.86758,-97.60145,372.22941,2.50392,1.28987,0.0983
32.8676,-97.56948,349.13566,0.00392,0.60237,0.06559
32.86762,-97.53751,318.26066,-1.43358,1.41487,0.01944
32.86763,-97.50554,291.19816,0.06642,2.60237,-0.07787
32.86762,-97.47357,290.19816,4.00392,1.85237,-0.03734
32.86761,-97.4416,329.01066,5.37892,1.72737,0.09254
32.86759,-97.40964,332.16691,1.44142,2.85237,0.17668
32.86756,-97.37767,322.41691,-3.62108,2.35237,0.15779
32.86752,-97.3457,299.66691,-6.49608,0.85237,0.1359
32.86747,-97.31373,285.79191,-8.49608,-0.58513,0.10603
32.86741,-97.28176,283.32316,-9.80858,-1.27263,0.01402
32.86734,-97.24979,288.22941,-8.87108,-0.89763,-0.10787
32.86726,-97.21782,293.19816,-6.62108,-0.21013,-0.09706
32.86718,-97.18585,286.01066,-6.05858,0.47737,-0.03202
32.86708,-97.15389,279.82316,-7.05858,1.22737,-0.01034
32.86697,-97.12192,271.66691,-8.12108,1.41487,0.01941
32.86686,-97.08995,263.32316,-8.49608,0.66487,0.01399
32.86673,-97.05798,258.63566,-7.99608,0.16487,-0.02112
32.8666,-97.02601,262.63566,-7.24608,0.22737,-0.01843
32.86646,-96.99404,255.88566,-7.12108,0.72737,0.03831
32.86631,-96.96208,239.72941,-8.24608,1.22737,0.10851
32.86614,-96.93011,224.41691,-10.93358,1.66487,0.15981
32.86597,-96.89814,225.44816,-14.12108,1.78987,0.09511
32.8944,-97.63347,358.85441,3.19142,1.16487,0.10636
32.89443,-97.60149,352.72941,1.69142,0.35237,0.02219
32.89446,-97.56951,327.38566,0.69142,0.66487,0.02484
32.89447,-97.53752,308.66691,-0.68358,1.35237,0.04646
32.89448,-97.50554,291.16691,-0.55858,1.60237,0.00318
32.89447,-97.47356,301.38566,2.62892,0.85237,-0.08336
32.89446,-97.44158,319.01066,4.75392,1.78987,0.02213
32.89444,-97.4096,339.13566,0.69142,3.03987,0.15513
32.89441,-97.37762,320.82316,-5.30858,1.60237,0.14426
32.89437,-97.34564,303.94816,-8.30858,0.10237,0.05739
32.89432,-97.31366,298.97941,-9.49608,-0.33513,-0.01307
32.89426,-97.28168,298.26066,-9.62108,0.10237,-0.10521
32.89419,-97.2497,305.38566,-7.99608,1.03987,-0.14316
32.89411,-97.21772,298.60441,-5.93358,1.72737,-0.08074
32.89403,-97.18574,292.26066,-5.55858,2.16487,-0.01035
32.89393,-97.15376,286.88566,-7.12108,2.66487,0.06005
32.89383,-97.12179,276.97941,-8.99608,2.28987,0.08166
32.89371,-97.08981,266.91691,-9.68358,1.41487,-0.01844
32.89359,-97.05783,270.13566,-8.68358,0.66487,-0.0536
32.89345,-97.02585,256.47941,-7.49608,0.28987,0.00858
32.89331,-96.99387,243.60441,-7.24608,0.22737,0.03288
32.89316,-96.96189,237.01066,-8.37108,0.28987,0.08149
32.893,-96.92991,224.94816,-11.05858,0.35237,0.10584
32.92125,-97.63351,361.04191,2.25392,-0.02263,-0.00224
32.92128,-97.60152,337.22941,2.19142,0.41487,-0.04287
